"","Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date","Tax_res"
"216","Actaea cimicifuga","Actaea","","cimicifuga",NA,NA,"","","kew-2620525",TRUE,"1.1","Accepted","Ranunculaceae","Actaea","","cimicifuga","","","L.","kew-2620525","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"217","Adenocaulon himalaicum","Adenocaulon","","himalaicum",NA,NA,"","","gcc-103381",TRUE,"1.1","Accepted","Compositae","Adenocaulon","","himalaicum","","","Edgew.","gcc-103381","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"218","Adenophora himalayana","Adenophora","","himalayana",NA,NA,"","","kew-360279",TRUE,"1.1","Accepted","Campanulaceae","Adenophora","","himalayana","","","Feer","kew-360279","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"219","Adenophora liliifolioides","Adenophora","","liliifolioides",NA,NA,"","","kew-360326",TRUE,"1.1","Accepted","Campanulaceae","Adenophora","","liliifolioides","","","Pax & K.Hoffm.","kew-360326","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"220","Adenophora potaninii","Adenophora","","potaninii",NA,NA,"","","kew-360436",TRUE,"1.1","Accepted","Campanulaceae","Adenophora","","potaninii","","","Korsh.","kew-360436","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"221","Adenophora potaninii Korsh.","Adenophora","","potaninii",NA,NA,"","Korsh.","kew-360436",TRUE,"1.1","Accepted","Campanulaceae","Adenophora","","potaninii","","","Korsh.","kew-360436","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"222","Adenophora stenanthina","Adenophora","","stenanthina",NA,NA,"","","kew-360481",TRUE,"1.1","Accepted","Campanulaceae","Adenophora","","stenanthina","","","(Ledeb.) Kitag.","kew-360481","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"223","Adenophora stenanthina (Ledeb.) Kitag.","Adenophora","","stenanthina",NA,NA,"","(Ledeb.) Kitag.","kew-360481",TRUE,"1.1","Accepted","Campanulaceae","Adenophora","","stenanthina","","","(Ledeb.) Kitag.","kew-360481","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"224","Adonis amurensis","Adonis","","amurensis",NA,NA,"","","kew-2623058",TRUE,"1.1","Accepted","Ranunculaceae","Adonis","","amurensis","","","Regel & Radde","kew-2623058","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"225","Acronema chinense","Acronema","","chinense",NA,NA,"","","kew-2620203",TRUE,"1.1","Accepted","Apiaceae","Acronema","","chinense","","","H.Wolff","kew-2620203","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"226","Agrimonia pilosa","Agrimonia","","pilosa",NA,NA,"","","rjp-8068",TRUE,"1.1","Accepted","Rosaceae","Agrimonia","","pilosa","","","Ledeb.","rjp-8068","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"227","Agrimonia pilosa Ledeb","Agrimonia","","pilosa",NA,NA,"","Ledeb","rjp-8068",TRUE,"1.1","Accepted","Rosaceae","Agrimonia","","pilosa","","","Ledeb.","rjp-8068","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"228","Agrostis gigantea","Agrostis","","gigantea",NA,NA,"","","kew-389634",TRUE,"1.1","Accepted","Poaceae","Agrostis","","gigantea","","","Roth","kew-389634","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"229","Agrostis gigantea Roth","Agrostis","","gigantea",NA,NA,"","Roth","kew-389634",TRUE,"1.1","Accepted","Poaceae","Agrostis","","gigantea","","","Roth","kew-389634","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"230","Agrostis hookeriana","Agrostis","","hookeriana",NA,NA,"","","kew-389714",TRUE,"1.1","Accepted","Poaceae","Agrostis","","hookeriana","","","C.B.Clarke ex Hook.f.","kew-389714","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"231","Agrostis hugoniana","Agrostis","","hugoniana",NA,NA,"","","kew-389719",TRUE,"1.1","Accepted","Poaceae","Agrostis","","hugoniana","","","Rendle","kew-389719","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"232","Agrostis hugoniana Rendle","Agrostis","","hugoniana",NA,NA,"","Rendle","kew-389719",TRUE,"1.1","Accepted","Poaceae","Agrostis","","hugoniana","","","Rendle","kew-389719","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"233","Agrostis perlaxa Pilger","Agrostis","","perlaxa",NA,NA,"","Pilger","kew-390078",TRUE,"1.1","Synonym","Poaceae","Agrostis","","hookeriana","","","C.B.Clarke ex Hook.f.","kew-389714","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"234","Agrostis pilosula","Agrostis","","pilosula",NA,NA,"","","kew-390097",TRUE,"1.1","Accepted","Poaceae","Agrostis","","pilosula","","","Trin.","kew-390097","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"235","Agrostis sp1.","Agrostis","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Agrostis","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"236","Agrostis sp2.","Agrostis","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Agrostis","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"237","Agrostis stolonifera","Agrostis","","stolonifera",NA,NA,"","","kew-390383",TRUE,"1.1","Accepted","Poaceae","Agrostis","","stolonifera","","","L.","kew-390383","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"238","Agrostis vinealis","Agrostis","","vinealis",NA,NA,"","","kew-390633",TRUE,"1.1","Accepted","Poaceae","Agrostis","","vinealis","","","Schreb.","kew-390633","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"239","Ajania fruticulosa","Ajania","","fruticulosa",NA,NA,"","","gcc-48822",TRUE,"1.1","Accepted","Compositae","Ajania","","fruticulosa","","","(Ledeb.) Poljakov","gcc-48822","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"240","Ajania salicifolia","Ajania","","salicifolia",NA,NA,"","","gcc-107030",TRUE,"1.1","Accepted","Compositae","Ajania","","salicifolia","","","Poljakov","gcc-107030","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"241","Ajania salicifolia (Mattf.) Poljak.","Ajania","","salicifolia",NA,NA,"","(Mattf.) Poljak.","gcc-107030",TRUE,"1.1","Accepted","Compositae","Ajania","","salicifolia","","","Poljakov","gcc-107030","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"242","Ajania sp.","Ajania","","sp.",NA,NA,"","","",FALSE,"1.1","","","Ajania","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"243","Ajania tenuifolia","Ajania","","tenuifolia",NA,NA,"","","gcc-47926",TRUE,"1.1","Accepted","Compositae","Ajania","","tenuifolia","","","Tzvelev","gcc-47926","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"244","Ajania tenuifolia (Jocq.) Tzvel.","Ajania","","tenuifolia",NA,NA,"","(Jocq.) Tzvel.","gcc-47926",TRUE,"1.1","Accepted","Compositae","Ajania","","tenuifolia","","","Tzvelev","gcc-47926","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"245","Ajuga ciliata","Ajuga","","ciliata",NA,NA,"","","kew-5223",TRUE,"1.1","Accepted","Lamiaceae","Ajuga","","ciliata","","","Bunge","kew-5223","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"246","Ajuga lupulina","Ajuga","","lupulina",NA,NA,"","","kew-5312",TRUE,"1.1","Accepted","Lamiaceae","Ajuga","","lupulina","","","Maxim.","kew-5312","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"247","Ajuga lupulina Maxim.","Ajuga","","lupulina",NA,NA,"","Maxim.","kew-5312",TRUE,"1.1","Accepted","Lamiaceae","Ajuga","","lupulina","","","Maxim.","kew-5312","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"248","Aletris alpestris Diels","Aletris","","alpestris",NA,NA,"","Diels","kew-294676",TRUE,"1.1","Accepted","Nartheciaceae","Aletris","","alpestris","","","Diels","kew-294676","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"249","Aletris glandulifera","Aletris","","glandulifera",NA,NA,"","","kew-294701",TRUE,"1.1","Accepted","Nartheciaceae","Aletris","","glandulifera","","","Bureau & Franch.","kew-294701","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"250","Allium beesianum","Allium","","beesianum",NA,NA,"","","kew-295126",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","beesianum","","","W.W.Sm.","kew-295126","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"251","Allium chrysanthum","Allium","","chrysanthum",NA,NA,"","","kew-295303",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","chrysanthum","","","Regel","kew-295303","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"252","Allium chrysocephalum","Allium","","chrysocephalum",NA,NA,"","","kew-295304",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","chrysocephalum","","","Regel","kew-295304","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"253","Allium cyaneum","Allium","","cyaneum",NA,NA,"","","kew-295393",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","cyaneum","","","Regel","kew-295393","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"254","Allium cyaneum Regel","Allium","","cyaneum",NA,NA,"","Regel","kew-295393",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","cyaneum","","","Regel","kew-295393","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"255","Allium cyathophorum","Allium","","cyathophorum",NA,NA,"","","kew-295395",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","cyathophorum","","","Bureau & Franch.","kew-295395","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"256","Allium listera","Allium","","listera",NA,NA,"","","kew-295908",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","listera","","","Stearn","kew-295908","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"257","Allium macranthum","Allium","","macranthum",NA,NA,"","","kew-295947",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","macranthum","","","Baker","kew-295947","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"258","Allium mongolicum","Allium","","mongolicum",NA,NA,"","","kew-296044",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","mongolicum","","","Regel","kew-296044","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"259","Allium ovalifolium","Allium","","ovalifolium",NA,NA,"","","kew-296173",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","ovalifolium","","","Hand.-Mazz.","kew-296173","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"260","Allium polyrhizum","Allium","","polyrhizum",NA,NA,"","","kew-296303",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","polyrhizum","","","Turcz. ex Regel","kew-296303","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"261","Allium prattii","Allium","","prattii",NA,NA,"","","kew-296318",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","prattii","","","C.H.Wright","kew-296318","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"262","Allium przewalskianum","Allium","","przewalskianum",NA,NA,"","","kew-296330",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","przewalskianum","","","Regel","kew-296330","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"263","Allium ramosum","Allium","","ramosum",NA,NA,"","","kew-296376",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","ramosum","","","L.","kew-296376","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"264","Allium rude","Allium","","rude",NA,NA,"","","kew-296460",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","rude","","","J.M.Xu","kew-296460","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"265","Allium rude J.M.Xu","Allium","","rude",NA,NA,"","J.M.Xu","kew-296460",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","rude","","","J.M.Xu","kew-296460","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"266","Allium sikkimense","Allium","","sikkimense",NA,NA,"","","kew-296606",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","sikkimense","","","Baker","kew-296606","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"267","Allium sp","Allium","","sp",NA,NA,"","","",FALSE,"1.1","","","Allium","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"268","Allium tanguticum","Allium","","tanguticum",NA,NA,"","","kew-296752",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","tanguticum","","","Regel","kew-296752","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"269","Allium victorialis","Allium","","victorialis",NA,NA,"","","kew-296917",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","victorialis","","","L.","kew-296917","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"270","Allium victorialis L.","Allium","","victorialis",NA,NA,"","L.","kew-296917",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","victorialis","","","L.","kew-296917","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"271","Amaranthus retroflexus","Amaranthus","","retroflexus",NA,NA,"","","kew-2633061",TRUE,"1.1","Accepted","Amaranthaceae","Amaranthus","","retroflexus","","","L.","kew-2633061","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"272","Amethystea caerulea","Amethystea","","caerulea",NA,NA,"","","kew-7965",TRUE,"1.1","Accepted","Lamiaceae","Amethystea","","caerulea","","","L.","kew-7965","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"273","Amethystea caerulea L.","Amethystea","","caerulea",NA,NA,"","L.","kew-7965",TRUE,"1.1","Accepted","Lamiaceae","Amethystea","","caerulea","","","L.","kew-7965","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"274","Ampelodesmos mauritanicus","Ampelodesmos","","mauritanicus",NA,NA,"","","kew-391660",TRUE,"1.1","Accepted","Poaceae","Ampelodesmos","","mauritanicus","","","(Poir.) T.Durand & Schinz","kew-391660","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"275","Anaphalis aureopunctata","Anaphalis","","aureopunctata",NA,NA,"","","gcc-9820",TRUE,"1.1","Accepted","Compositae","Anaphalis","","aureopunctata","","","Lingelsh. & Borza","gcc-9820","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"276","Anaphalis aureo-punctata Lingelsh et Borza","Anaphalis","","aureo-punctata",NA,NA,"","Lingelsh et Borza","gcc-9820",TRUE,"1.1","Accepted","Compositae","Anaphalis","","aureopunctata","","","Lingelsh. & Borza","gcc-9820","Accepted",TRUE,FALSE,FALSE,2020-04-18,"Species"
"277","Anaphalis bicolor","Anaphalis","","bicolor",NA,NA,"","","gcc-86561",TRUE,"1.1","Accepted","Compositae","Anaphalis","","bicolor","","","(Franch.) Diels","gcc-86561","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"278","Anaphalis flavescens","Anaphalis","","flavescens",NA,NA,"","","gcc-45685",TRUE,"1.1","Accepted","Compositae","Anaphalis","","flavescens","","","Hand.-Mazz.","gcc-45685","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"279","Anaphalis hancockii","Anaphalis","","hancockii",NA,NA,"","","gcc-115312",TRUE,"1.1","Accepted","Compositae","Anaphalis","","hancockii","","","Maxim.","gcc-115312","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"280","Anaphalis hancockii Maxim.","Anaphalis","","hancockii",NA,NA,"","Maxim.","gcc-115312",TRUE,"1.1","Accepted","Compositae","Anaphalis","","hancockii","","","Maxim.","gcc-115312","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"281","Anaphalis lactea","Anaphalis","","lactea",NA,NA,"","","gcc-112963",TRUE,"1.1","Accepted","Compositae","Anaphalis","","lactea","","","Maxim.","gcc-112963","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"282","Anaphalis lactea Maxim.","Anaphalis","","lactea",NA,NA,"","Maxim.","gcc-112963",TRUE,"1.1","Accepted","Compositae","Anaphalis","","lactea","","","Maxim.","gcc-112963","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"283","Anaphalis latialata","Anaphalis","","latialata",NA,NA,"","","gcc-80254",TRUE,"1.1","Accepted","Compositae","Anaphalis","","latialata","","","Ling & Y.L.Chen","gcc-80254","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"284","Anaphalis margaritacea","Anaphalis","","margaritacea",NA,NA,"","","gcc-48987",TRUE,"1.1","Accepted","Compositae","Anaphalis","","margaritacea","","","(L.) Benth. & Hook.f.","gcc-48987","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"285","Anaphalis margaritacea (L.) Benth. et Hook. f.","Anaphalis","","margaritacea",NA,NA,"","(L.) Benth. et Hook. f.","gcc-48987",TRUE,"1.1","Accepted","Compositae","Anaphalis","","margaritacea","","","(L.) Benth. & Hook.f.","gcc-48987","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"286","Anaphalis nepalensis","Anaphalis","","nepalensis",NA,NA,"","","gcc-125373",TRUE,"1.1","Accepted","Compositae","Anaphalis","","nepalensis","","","(Spreng.) Hand.-Mazz.","gcc-125373","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"287","Anaphalis sp1","Anaphalis","","sp1",NA,NA,"","","",FALSE,"1.1","","","Anaphalis","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"288","Anaphalis sp2","Anaphalis","","sp2",NA,NA,"","","",FALSE,"1.1","","","Anaphalis","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"289","Androsace erecta","Androsace","","erecta",NA,NA,"","","kew-2637516",TRUE,"1.1","Accepted","Primulaceae","Androsace","","erecta","","","Maxim.","kew-2637516","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"290","Androsace erecta Maxim.","Androsace","","erecta",NA,NA,"","Maxim.","kew-2637516",TRUE,"1.1","Accepted","Primulaceae","Androsace","","erecta","","","Maxim.","kew-2637516","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"291","Androsace gmelinii","Androsace","","gmelinii",NA,NA,"","","kew-2637550",TRUE,"1.1","Accepted","Primulaceae","Androsace","","gmelinii","","","(L.) Roem. & Schult.","kew-2637550","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"292","Androsace gmelinii (Gaertn.) Roem. et Schuit.","Androsace","","gmelinii",NA,NA,"","(Gaertn.) Roem. et Schuit.","kew-2637550",TRUE,"1.1","Accepted","Primulaceae","Androsace","","gmelinii","","","(L.) Roem. & Schult.","kew-2637550","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"293","Androsace mariae Kanitz.","Androsace","","mariae",NA,NA,"","Kanitz.","kew-2637635",TRUE,"1.1","Synonym","Primulaceae","Androsace","","tibetica","var.","mairae","(Kanitz) R.Knuth","kew-2637827","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"294","Androsace sp.","Androsace","","sp.",NA,NA,"","","",FALSE,"1.1","","","Androsace","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"295","Androsace tibetica","Androsace","","tibetica",NA,NA,"","","kew-2637824",TRUE,"1.1","Accepted","Primulaceae","Androsace","","tibetica","","","(Maxim.) R.Knuth","kew-2637824","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"296","Anemone obtusiloba","Anemone","","obtusiloba",NA,NA,"","","kew-2638514",TRUE,"1.1","Accepted","Ranunculaceae","Anemone","","obtusiloba","","","D.Don","kew-2638514","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"297","Anemone rivularis","Anemone","","rivularis",NA,NA,"","","kew-2638651",TRUE,"1.1","Accepted","Ranunculaceae","Anemone","","rivularis","","","Buch.-Ham. ex DC.","kew-2638651","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"298","Anemone rivularis Buch.-Ham.","Anemone","","rivularis",NA,NA,"","Buch.-Ham.","kew-2638651",TRUE,"1.1","Accepted","Ranunculaceae","Anemone","","rivularis","","","Buch.-Ham. ex DC.","kew-2638651","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"299","Angealia nitica","","","nitica",NA,NA,"","","",FALSE,"1.1","","","Angealia","","nitica",NA,"","","","",TRUE,FALSE,FALSE,2020-04-18,NA
"300","Angelica dahurica","Angelica","","dahurica",NA,NA,"","","kew-2639044",TRUE,"1.1","Accepted","Apiaceae","Angelica","","dahurica","","","(Hoffm.) Benth. & Hook.f. ex Franch. & Sav.","kew-2639044","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"301","Angelica laxifoliata","Angelica","","laxifoliata",NA,NA,"","","kew-2639134",TRUE,"1.1","Accepted","Apiaceae","Angelica","","laxifoliata","","","Diels","kew-2639134","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"302","Angelica nitida","Angelica","","nitida",NA,NA,"","","kew-2639187",TRUE,"1.1","Accepted","Apiaceae","Angelica","","nitida","","","H.Wolff","kew-2639187","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"303","Angelica nitida Wolff","Angelica","","nitida",NA,NA,"","Wolff","kew-2639187",TRUE,"1.1","Accepted","Apiaceae","Angelica","","nitida","","","H.Wolff","kew-2639187","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"304","Anisodus tanguticus","Anisodus","","tanguticus",NA,NA,"","","kew-2640224",TRUE,"1.1","Accepted","Solanaceae","Anisodus","","tanguticus","","","(Maxim.) Pascher","kew-2640224","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"305","Anisodus tanguticus (Maxinowicz) Pascher","Anisodus","","tanguticus",NA,NA,"","(Maxinowicz) Pascher","kew-2640224",TRUE,"1.1","Accepted","Solanaceae","Anisodus","","tanguticus","","","(Maxim.) Pascher","kew-2640224","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"306","Anthriscus sylvestris","Anthriscus","","sylvestris",NA,NA,"","","kew-2641868",TRUE,"1.1","Accepted","Apiaceae","Anthriscus","","sylvestris","","","(L.) Hoffm.","kew-2641868","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"307","Anthriscus sylvestris (L.) Hoffm.","Anthriscus","","sylvestris",NA,NA,"","(L.) Hoffm.","kew-2641868",TRUE,"1.1","Accepted","Apiaceae","Anthriscus","","sylvestris","","","(L.) Hoffm.","kew-2641868","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"308","Apiaceae sp.","","","sp.",NA,NA,"","","",FALSE,"1.1","","","Apiaceae","","sp.",NA,"","","","",TRUE,FALSE,FALSE,2020-04-18,NA
"309","Aquilegia ecalcarata Maxim.","Aquilegia","","ecalcarata",NA,NA,"","Maxim.","kew-2644748",TRUE,"1.1","Accepted","Ranunculaceae","Aquilegia","","ecalcarata","","","Maxim.","kew-2644748","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"310","Aquilegia oxysepala","Aquilegia","","oxysepala",NA,NA,"","","kew-2644933",TRUE,"1.1","Accepted","Ranunculaceae","Aquilegia","","oxysepala","","","Trautv. & C.A.Mey.","kew-2644933","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"311","Aquilegia oxysepala Trautv. et Mey. var. kansuensis Bruhl","Aquilegia","","oxysepala",NA,"var.","kansuensis","Bruhl","kew-2644934",TRUE,"1.1","Accepted","Ranunculaceae","Aquilegia","","oxysepala","var.","kansuensis","(Brühl) Brühl ex Hand.-Mazz.","kew-2644934","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"312","Arabis hirsuta","Arabis","","hirsuta",NA,NA,"","","kew-2645681",TRUE,"1.1","Accepted","Brassicaceae","Arabis","","hirsuta","","","(L.) Scop.","kew-2645681","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"313","Arabis pendula L.","Arabis","","pendula",NA,NA,"","L.","kew-2646016",TRUE,"1.1","Synonym","Brassicaceae","Catolobus","","pendulus","","","(L.) Al-Shehbaz","kew-2705814","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"314","Arctium lappa","Arctium","","lappa",NA,NA,"","","gcc-52146",TRUE,"1.1","Accepted","Compositae","Arctium","","lappa","","","L.","gcc-52146","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"315","Arctium lappa L.","Arctium","","lappa",NA,NA,"","L.","gcc-52146",TRUE,"1.1","Accepted","Compositae","Arctium","","lappa","","","L.","gcc-52146","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"316","Arenaria edgeworthiana","Arenaria","","edgeworthiana",NA,NA,"","","kew-2649344",TRUE,"1.1","Accepted","Caryophyllaceae","Arenaria","","edgeworthiana","","","Majumdar","kew-2649344","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"317","Arenaria kansuensis","Arenaria","","kansuensis",NA,NA,"","","kew-2649588",TRUE,"1.1","Accepted","Caryophyllaceae","Arenaria","","kansuensis","","","Maxim.","kew-2649588","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"318","Arenaria serpyllifolia L.","Arenaria","","serpyllifolia",NA,NA,"","L.","kew-2650139",TRUE,"1.1","Accepted","Caryophyllaceae","Arenaria","","serpyllifolia","","","L.","kew-2650139","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"319","Arenaria sp1.","Arenaria","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Arenaria","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"320","Arenaria sp2.","Arenaria","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Arenaria","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"321","Arisaema erubescens","Arisaema","","erubescens",NA,NA,"","","kew-15355",TRUE,"1.1","Accepted","Araceae","Arisaema","","erubescens","","","(Wall.) Schott","kew-15355","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"322","Arisaema erubescens (Wall.) Schott","Arisaema","","erubescens",NA,NA,"","(Wall.) Schott","kew-15355",TRUE,"1.1","Accepted","Araceae","Arisaema","","erubescens","","","(Wall.) Schott","kew-15355","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"323","Arisaema sp","Arisaema","","sp",NA,NA,"","","",FALSE,"1.1","","","Arisaema","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"324","Aristida triseta","Aristida","","triseta",NA,NA,"","","kew-395281",TRUE,"1.1","Accepted","Poaceae","Aristida","","triseta","","","Keng","kew-395281","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"325","Artemisia argyi Lévl. et Vant.","Artemisia","","argyi",NA,NA,"","Lévl. et Vant.","gcc-151027",TRUE,"1.1","Accepted","Compositae","Artemisia","","argyi","","","H.Lév. & Vaniot","gcc-151027","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
