"","Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date","Tax_res"
"1135","Plantago asiatica","Plantago","","asiatica",NA,NA,"","","kew-2571414",TRUE,"1.1","Accepted","Plantaginaceae","Plantago","","asiatica","","","L.","kew-2571414","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1136","Plantago asiatica L.","Plantago","","asiatica",NA,NA,"","L.","kew-2571414",TRUE,"1.1","Accepted","Plantaginaceae","Plantago","","asiatica","","","L.","kew-2571414","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1137","Plantago depressa","Plantago","","depressa",NA,NA,"","","kew-2570075",TRUE,"1.1","Accepted","Plantaginaceae","Plantago","","depressa","","","Willd.","kew-2570075","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1138","Plantago depressa Willd.","Plantago","","depressa",NA,NA,"","Willd.","kew-2570075",TRUE,"1.1","Accepted","Plantaginaceae","Plantago","","depressa","","","Willd.","kew-2570075","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1139","Plantago major","Plantago","","major",NA,NA,"","","kew-2569743",TRUE,"1.1","Accepted","Plantaginaceae","Plantago","","major","","","L.","kew-2569743","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1140","Pleurospermum cristatum H.de Boiss","Pleurospermum","","cristatum",NA,NA,"","H.de Boiss","tro-1704638",TRUE,"1.1","Accepted","Apiaceae","Pleurospermum","","cristatum","","","H. Boissieu","tro-1704638","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1141","Pleurospermum hookeri","Pleurospermum","","hookeri",NA,NA,"","","tro-1704602",TRUE,"1.1","Accepted","Apiaceae","Pleurospermum","","hookeri","","","C.B. Clarke","tro-1704602","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1142","Pleurospermum uralense","Pleurospermum","","uralense",NA,NA,"","","kew-2405125",TRUE,"1.1","Accepted","Apiaceae","Pleurospermum","","uralense","","","Hoffm.","kew-2405125","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1143","Pleurospermum wilsonii","Pleurospermum","","wilsonii",NA,NA,"","","tro-50276588",TRUE,"1.1","Accepted","Apiaceae","Pleurospermum","","wilsonii","","","H. Boissieu","tro-50276588","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1144","Pleurospermum wrightianum","Pleurospermum","","wrightianum",NA,NA,"","","tro-1704640",TRUE,"1.1","Accepted","Apiaceae","Pleurospermum","","wrightianum","","","H. Boissieu","tro-1704640","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1145","Plumbagela micrantha","Plumbagela","","micrantha",NA,NA,"","","tro-25400398",TRUE,"1.1","Accepted","Plumbaginaceae","Plumbagella","","micrantha","","","(Ledeb.) Spach","tro-25400398","Accepted",TRUE,FALSE,FALSE,2020-04-18,"Species"
"1146","Plumbagella micrantha","Plumbagella","","micrantha",NA,NA,"","","tro-25400398",TRUE,"1.1","Accepted","Plumbaginaceae","Plumbagella","","micrantha","","","(Ledeb.) Spach","tro-25400398","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1147","Plumbagella micrantha (Ledeb.) Spach","Plumbagella","","micrantha",NA,NA,"","(Ledeb.) Spach","tro-25400398",TRUE,"1.1","Accepted","Plumbaginaceae","Plumbagella","","micrantha","","","(Ledeb.) Spach","tro-25400398","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1148","Poa alpigena","Poa","","alpigena",NA,NA,"","","kew-435078",TRUE,"1.1","Accepted","Poaceae","Poa","","alpigena","","","Lindm.","kew-435078","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1149","Poa annua L.","Poa","","annua",NA,NA,"","L.","kew-435194",TRUE,"1.1","Accepted","Poaceae","Poa","","annua","","","L.","kew-435194","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1150","Poa attenuata","Poa","","attenuata",NA,NA,"","","kew-435297",TRUE,"1.1","Accepted","Poaceae","Poa","","attenuata","","","Trin.","kew-435297","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1151","Poa attenuata Trin.","Poa","","attenuata",NA,NA,"","Trin.","kew-435297",TRUE,"1.1","Accepted","Poaceae","Poa","","attenuata","","","Trin.","kew-435297","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1152","Poa attenuata Trin. var. vivipara Rendle","Poa","","attenuata",NA,"var.","vivipara","Rendle","kew-435308",TRUE,"1.1","Synonym","Poaceae","Poa","","attenuata","","","Trin.","kew-435297","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1153","Poa crymophila Keng ex C.Ling","Poa","","crymophila",NA,NA,"","Keng ex C.Ling","kew-435671",TRUE,"1.1","Synonym","Poaceae","Poa","","attenuata","","","Trin.","kew-435297","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1154","Poa declinata Keng ex L.Liou","Poa","","declinata",NA,NA,"","Keng ex L.Liou","kew-435714",TRUE,"1.1","Synonym","Poaceae","Poa","","szechuensis","","","Rendle","kew-437443","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1155","Poa nepalensis","Poa","","nepalensis",NA,NA,"","","kew-436644",TRUE,"1.1","Accepted","Poaceae","Poa","","nepalensis","","","(Wall. ex Griseb.) Duthie","kew-436644","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1156","Poa paucifolia Keng","Poa","","paucifolia",NA,NA,"","Keng","kew-436791",TRUE,"1.1","Synonym","Poaceae","Poa","","faberi","","","Rendle","kew-435868","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1157","Poa pratensis","Poa","","pratensis",NA,NA,"","","kew-436906",TRUE,"1.1","Accepted","Poaceae","Poa","","pratensis","","","L.","kew-436906","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1158","Poa pratensis L.","Poa","","pratensis",NA,NA,"","L.","kew-436906",TRUE,"1.1","Accepted","Poaceae","Poa","","pratensis","","","L.","kew-436906","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1159","Poa sinoglauca","Poa","","sinoglauca",NA,NA,"","","kew-437283",TRUE,"1.1","Accepted","Poaceae","Poa","","sinoglauca","","","Ohwi","kew-437283","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1160","Poa sp","Poa","","sp",NA,NA,"","","",FALSE,"1.1","","","Poa","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"1161","Poa sp1","Poa","","sp1",NA,NA,"","","",FALSE,"1.1","","","Poa","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"1162","Poa sp2","Poa","","sp2",NA,NA,"","","",FALSE,"1.1","","","Poa","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"1163","Poa szechuensis","Poa","","szechuensis",NA,NA,"","","kew-437443",TRUE,"1.1","Accepted","Poaceae","Poa","","szechuensis","","","Rendle","kew-437443","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1164","Poa tunicata Keng","Poa","","tunicata",NA,NA,"","Keng","kew-437578",TRUE,"1.1","Synonym","Poaceae","Poa","","sikkimensis","","","(Stapf) Bor","kew-437268","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1165","Poaceae sp1","","","sp1",NA,NA,"","","",FALSE,"1.1","","","Poaceae","","sp1",NA,"","","","",TRUE,FALSE,FALSE,2020-04-18,NA
"1166","Poaceae sp2","","","sp2",NA,NA,"","","",FALSE,"1.1","","","Poaceae","","sp2",NA,"","","","",TRUE,FALSE,FALSE,2020-04-18,NA
"1167","Polemonium chinense","Polemonium","","chinense",NA,NA,"","","tro-25801014",TRUE,"1.1","Accepted","Polemoniaceae","Polemonium","","chinense","","","(Brand) Brand","tro-25801014","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1168","Polemonium coeruleum L. var. chinense Brand","Polemonium","","coeruleum",NA,"var.","chinense","Brand","tro-25801013",TRUE,"1.1","Synonym","Polemoniaceae","Polemonium","","chinense","","","(Brand) Brand","tro-25801014","Accepted",TRUE,FALSE,FALSE,2020-04-18,"Species"
"1169","Polygonatum verticillatum (L.) All.","Polygonatum","","verticillatum",NA,NA,"","(L.) All.","kew-284150",TRUE,"1.1","Accepted","Asparagaceae","Polygonatum","","verticillatum","","","(L.) All.","kew-284150","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1170","Polygonum aviculare","Polygonum","","aviculare",NA,NA,"","","kew-2574669",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","aviculare","","","L.","kew-2574669","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1171","Polygonum dissitiflorum","Polygonum","","dissitiflorum",NA,NA,"","","tro-26002291",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","dissitiflorum","","","Hemsl.","tro-26002291","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1172","Polygonum divaricatum","Polygonum","","divaricatum",NA,NA,"","","tro-26000071",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","divaricatum","","","L.","tro-26000071","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1173","Polygonum fertile","Polygonum","","fertile",NA,NA,"","","tro-50134253",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","fertile","","","(Maxim.) A.J. Li","tro-50134253","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1174","Polygonum fertile (Maxim.) A.J.Li","Polygonum","","fertile",NA,NA,"","(Maxim.) A.J.Li","tro-50134253",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","fertile","","","(Maxim.) A.J. Li","tro-50134253","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1175","Polygonum hydropiper L.","Polygonum","","hydropiper",NA,NA,"","L.","kew-2575083",TRUE,"1.1","Synonym","Polygonaceae","Persicaria","","hydropiper","","","(L.) Delarbre","kew-2572559","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1176","Polygonum macrophyllum","Polygonum","","macrophyllum",NA,NA,"","","tro-50133470",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","macrophyllum","","","D. Don","tro-50133470","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1177","Polygonum macrophyllum D. Don","Polygonum","","macrophyllum",NA,NA,"","D. Don","tro-50133470",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","macrophyllum","","","D. Don","tro-50133470","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1178","Polygonum muitiflorum.","Polygonum","","muitiflorum.",NA,NA,"","","",FALSE,"1.1","","","Polygonum","","muitiflorum.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"1179","Polygonum orientale L","Polygonum","","orientale",NA,NA,"","L","kew-2575032",TRUE,"1.1","Synonym","Polygonaceae","Persicaria","","orientalis","","","(L.) Spach","kew-2572578","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1180","Polygonum sibiricum","Polygonum","","sibiricum",NA,NA,"","","tro-26002405",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","sibiricum","","","Laxm.","tro-26002405","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1181","Polygonum sibiricum L.","Polygonum","","sibiricum",NA,NA,"","L.","tro-26002405",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","sibiricum","","","Laxm.","tro-26002405","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1182","Polygonum sp","Polygonum","","sp",NA,NA,"","","",FALSE,"1.1","","","Polygonum","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"1183","Polygonum sp.","Polygonum","","sp.",NA,NA,"","","",FALSE,"1.1","","","Polygonum","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"1184","Polygonum sparsipilosum","Polygonum","","sparsipilosum",NA,NA,"","","tro-50134241",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","sparsipilosum","","","A.J. Li","tro-50134241","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1185","Polygonum sparsipilosum A.J.L","Polygonum","","sparsipilosum",NA,NA,"","A.J.L","tro-50134241",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","sparsipilosum","","","A.J. Li","tro-50134241","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1186","Polygonum thunbergii","Polygonum","","thunbergii",NA,NA,"","","tro-26000088",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","thunbergii","","","Siebold & Zucc.","tro-26000088","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1187","Polypogon fugax Nees ex Steud.","Polypogon","","fugax",NA,NA,"","Nees ex Steud.","kew-438057",TRUE,"1.1","Accepted","Poaceae","Polypogon","","fugax","","","Nees ex Steud.","kew-438057","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1188","Pomatosace filicula","Pomatosace","","filicula",NA,NA,"","","tro-26401131",TRUE,"1.1","Accepted","Primulaceae","Pomatosace","","filicula","","","Maxim.","tro-26401131","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1189","Pomatosace filicula Maxim.","Pomatosace","","filicula",NA,NA,"","Maxim.","tro-26401131",TRUE,"1.1","Accepted","Primulaceae","Pomatosace","","filicula","","","Maxim.","tro-26401131","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1190","Portulaca oleracea","Portulaca","","oleracea",NA,NA,"","","kew-2566490",TRUE,"1.1","Accepted","Portulacaceae","Portulaca","","oleracea","","","L.","kew-2566490","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1191","Potantilla saundersiana","Potantilla","","saundersiana",NA,NA,"","","rjp-8317",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","saundersiana","","","Royle","rjp-8317","Accepted",TRUE,FALSE,FALSE,2020-04-18,"Species"
"1192","Potentilla bifurca L.","Potentilla","","bifurca",NA,NA,"","L.","rjp-1942",TRUE,"1.1","Synonym","Rosaceae","Sibbaldianthe","","bifurca","","","(L.) Kurtto & T.Erikss.","rjp-37962","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1193","Potentilla chinensis Ser.","Potentilla","","chinensis",NA,NA,"","Ser.","rjp-8916",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","chinensis","","","Ser.","rjp-8916","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1194","Potentilla conferta","Potentilla","","conferta",NA,NA,"","","rjp-10025",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","conferta","","","Bunge","rjp-10025","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1195","Potentilla conferta Bunge","Potentilla","","conferta",NA,NA,"","Bunge","rjp-10025",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","conferta","","","Bunge","rjp-10025","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1196","Potentilla longifolia Willd. ex Schlecht.","Potentilla","","longifolia",NA,NA,"","Willd. ex Schlecht.","rjp-6600",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","longifolia","","","Willd. ex Schltdl.","rjp-6600","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1197","Potentilla muitifide","Potentilla","","muitifide",NA,NA,"","","",FALSE,"1.1","","","Potentilla","","muitifide",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"1198","Potentilla multifolia","Potentilla","","multifolia",NA,NA,"","","",FALSE,"1.1","","","Potentilla","","multifolia",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"1199","Potentilla pamiroalaica","Potentilla","","pamiroalaica",NA,NA,"","","rjp-11106",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","pamiroalaica","","","Juz.","rjp-11106","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1200","Potentilla potaninii","Potentilla","","potaninii",NA,NA,"","","rjp-10791",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","potaninii","","","Th.Wolf","rjp-10791","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1201","Potentilla potaninii Wolf","Potentilla","","potaninii",NA,NA,"","Wolf","rjp-10791",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","potaninii","","","Th.Wolf","rjp-10791","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1202","Potentilla saundersiana","Potentilla","","saundersiana",NA,NA,"","","rjp-8317",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","saundersiana","","","Royle","rjp-8317","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1203","Potentilla sp","Potentilla","","sp",NA,NA,"","","",FALSE,"1.1","","","Potentilla","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"1204","Potentilla sp.","Potentilla","","sp.",NA,NA,"","","",FALSE,"1.1","","","Potentilla","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"1205","Potentilla supina","Potentilla","","supina",NA,NA,"","","rjp-2038",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","supina","","","L.","rjp-2038","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1206","Potentilla supina L.","Potentilla","","supina",NA,NA,"","L.","rjp-2038",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","supina","","","L.","rjp-2038","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1207","Potentilla tanacetifolia Willd. ex Schlecht.","Potentilla","","tanacetifolia",NA,NA,"","Willd. ex Schlecht.","rjp-10924",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","tanacetifolia","","","Willd. ex Schltdl.","rjp-10924","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1208","Potentilla?chrysantha NA","","","na",NA,NA,"","","",FALSE,"1.1","","","Potentilla?chrysantha","","na",NA,"","","","",TRUE,FALSE,FALSE,2020-04-18,NA
"1209","Prenanthes macrophylla Franch.","Prenanthes","","macrophylla",NA,NA,"","Franch.","gcc-105990",TRUE,"1.1","Synonym","Compositae","Nabalus","","tatarinowii","","","(Maxim.) Nakai","gcc-6540","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1210","Prenanthes tatarinowii Maxim.","Prenanthes","","tatarinowii",NA,NA,"","Maxim.","gcc-142764",TRUE,"1.1","Synonym","Compositae","Nabalus","","tatarinowii","","","(Maxim.) Nakai","gcc-6540","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1211","Primula agleniana","Primula","","agleniana",NA,NA,"","","tro-26401550",TRUE,"1.1","Accepted","Primulaceae","Primula","","agleniana","","","Balf. f. & Forrest","tro-26401550","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1212","Primula gemmifera","Primula","","gemmifera",NA,NA,"","","tro-26401628",TRUE,"1.1","Accepted","Primulaceae","Primula","","gemmifera","","","Batalin","tro-26401628","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1213","Primula gemmifera Batal.","Primula","","gemmifera",NA,NA,"","Batal.","tro-26401628",TRUE,"1.1","Accepted","Primulaceae","Primula","","gemmifera","","","Batalin","tro-26401628","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1214","Primula nutans","Primula","","nutans",NA,NA,"","","kew-2565333",TRUE,"1.1","Accepted","Primulaceae","Primula","","nutans","","","Georgi","kew-2565333","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1215","Primula nutans Georgi ","Primula","","nutans",NA,NA,"","Georgi","kew-2565333",TRUE,"1.1","Accepted","Primulaceae","Primula","","nutans","","","Georgi","kew-2565333","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1216","Primula orbicularis","Primula","","orbicularis",NA,NA,"","","tro-26401525",TRUE,"1.1","Accepted","Primulaceae","Primula","","orbicularis","","","Hemsl.","tro-26401525","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1217","Primula orbicularis Hemsl.","Primula","","orbicularis",NA,NA,"","Hemsl.","tro-26401525",TRUE,"1.1","Accepted","Primulaceae","Primula","","orbicularis","","","Hemsl.","tro-26401525","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1218","Primula polyneura","Primula","","polyneura",NA,NA,"","","tro-26401212",TRUE,"1.1","Accepted","Primulaceae","Primula","","polyneura","","","Franch.","tro-26401212","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1219","Primula secundiflora","Primula","","secundiflora",NA,NA,"","","tro-26401393",TRUE,"1.1","Accepted","Primulaceae","Primula","","secundiflora","","","Franch.","tro-26401393","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1220","Primula sp.","Primula","","sp.",NA,NA,"","","",FALSE,"1.1","","","Primula","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"1221","Primula stenocalyx","Primula","","stenocalyx",NA,NA,"","","tro-26401583",TRUE,"1.1","Accepted","Primulaceae","Primula","","stenocalyx","","","Maxim.","tro-26401583","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1222","Primula tangutica","Primula","","tangutica",NA,NA,"","","tro-26401535",TRUE,"1.1","Accepted","Primulaceae","Primula","","tangutica","","","Duthie","tro-26401535","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1223","Primula tangutica Duthie","Primula","","tangutica",NA,NA,"","Duthie","tro-26401535",TRUE,"1.1","Accepted","Primulaceae","Primula","","tangutica","","","Duthie","tro-26401535","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1224","Pternopetalum heterophyllum","Pternopetalum","","heterophyllum",NA,NA,"","","tro-1704681",TRUE,"1.1","Accepted","Apiaceae","Pternopetalum","","heterophyllum","","","Hand.-Mazz.","tro-1704681","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1225","Pterocephalus hookeri","Pterocephalus","","hookeri",NA,NA,"","","kew-2411318",TRUE,"1.1","Accepted","Caprifoliaceae","Pterocephalus","","hookeri","","","(C.B.Clarke) E.Pritz.","kew-2411318","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1226","Pterocephalus sp","Pterocephalus","","sp",NA,NA,"","","",FALSE,"1.1","","","Pterocephalus","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"1227","Ptilagrastis dichotona","Ptilagrastis","","dichotona",NA,NA,"","","kew-438542",TRUE,"1.1","Unresolved","Poaceae","Ptilagrostis","","dichotoma","","","Keng ex Tzvelev","kew-438542","Unresolved",TRUE,FALSE,FALSE,2020-04-18,"Species"
"1228","Ptilagrostis concinna (Hook. f.) Roshev. ","Ptilagrostis","","concinna",NA,NA,"","(Hook. f.) Roshev.","kew-438539",TRUE,"1.1","Synonym","Poaceae","Stipa","","concinna","","","Hook.f.","kew-444910","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1229","Ptilagrostis dichotoma","Ptilagrostis","","dichotoma",NA,NA,"","","kew-438542",TRUE,"1.1","Unresolved","Poaceae","Ptilagrostis","","dichotoma","","","Keng ex Tzvelev","kew-438542","Unresolved",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1230","Ptilagrostis dichotoma Keng ex Tzvel.","Ptilagrostis","","dichotoma",NA,NA,"","Keng ex Tzvel.","kew-438542",TRUE,"1.1","Unresolved","Poaceae","Ptilagrostis","","dichotoma","","","Keng ex Tzvelev","kew-438542","Unresolved",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1231","Ptilagrostis sp","Ptilagrostis","","sp",NA,NA,"","","",FALSE,"1.1","","","Ptilagrostis","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"1232","Pycreus sanguinolentus (Vahl) Nees","Pycreus","","sanguinolentus",NA,NA,"","(Vahl) Nees","kew-260462",TRUE,"1.1","Accepted","Cyperaceae","Pycreus","","sanguinolentus","","","(Vahl) Nees","kew-260462","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1233","Pyrethrum tatsienense","Pyrethrum","","tatsienense",NA,NA,"","","gcc-101899",TRUE,"1.1","Accepted","Compositae","Pyrethrum","","tatsienense","","","(Bureau & Franch.) Ling ex C.Shih","gcc-101899","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1234","Pyrethrum tatsienense (Bur. et Franch.) Ling ex Shih","Pyrethrum","","tatsienense",NA,NA,"","(Bur. et Franch.) Ling ex Shih","gcc-101899",TRUE,"1.1","Accepted","Compositae","Pyrethrum","","tatsienense","","","(Bureau & Franch.) Ling ex C.Shih","gcc-101899","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1235","Ranunculus brotherusii","Ranunculus","","brotherusii",NA,NA,"","","kew-2524701",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","brotherusii","","","Freyn","kew-2524701","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1236","Ranunculus japonicus","Ranunculus","","japonicus",NA,NA,"","","tro-27100460",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","japonicus","","","Thunb.","tro-27100460","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1237","Ranunculus pedatifidus","Ranunculus","","pedatifidus",NA,NA,"","","tro-27100807",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","pedatifidus","","","Sm.","tro-27100807","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1238","Ranunculus pulchellus","Ranunculus","","pulchellus",NA,NA,"","","kew-2526661",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","pulchellus","","","C.A.Mey.","kew-2526661","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1239","Ranunculus sp.","Ranunculus","","sp.",NA,NA,"","","",FALSE,"1.1","","","Ranunculus","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-18,"Genus"
"1240","Ranunculus tanguticus (Maxim.) Ovcz.","Ranunculus","","tanguticus",NA,NA,"","(Maxim.) Ovcz.","tro-27105097",TRUE,"1.1","Synonym","Ranunculaceae","Ranunculus","","brotherusii","var.","tanguticus","(Maxim.) Tamura","kew-2891136","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1241","Rheum palmatum","Rheum","","palmatum",NA,NA,"","","kew-2425567",TRUE,"1.1","Accepted","Polygonaceae","Rheum","","palmatum","","","L.","kew-2425567","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1242","Rhodiola dumulosa","Rhodiola","","dumulosa",NA,NA,"","","tro-8903471",TRUE,"1.1","Accepted","Crassulaceae","Rhodiola","","dumulosa","","","(Franch.) S.H. Fu","tro-8903471","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1243","Rhodiola dumulosa (Franch.) S.H.Fu","Rhodiola","","dumulosa",NA,NA,"","(Franch.) S.H.Fu","tro-8903471",TRUE,"1.1","Accepted","Crassulaceae","Rhodiola","","dumulosa","","","(Franch.) S.H. Fu","tro-8903471","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
"1244","Rhodiola eurycarpa (Fröd.) S.H.Fu","Rhodiola","","eurycarpa",NA,NA,"","(Fröd.) S.H.Fu","tro-50199052",TRUE,"1.1","Synonym","Crassulaceae","Rhodiola","","macrocarpa","","","(Praeger) S.H. Fu","tro-8903459","Accepted",FALSE,FALSE,FALSE,2020-04-18,"Species"
