"TPLName","Region","Source","Accession","Scarification","GA3","Stratification","Light","Alternating","Tmean","Temperature","Germinated","Germinable","Sown"
"Comarum palustre","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_135252 NA NA","N","N","None","Y","N",20,"20C",5,16,16
"Comarum palustre","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_135252 NA NA","N","N","None","Y","N",21,"20C",15,19,19
"Comarum palustre","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_135252 NA NA","N","N","None","Y","N",26,"25C",14,20,20
"Comarum palustre","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_135252 NA NA","N","N","None","Y","Y",16,"15C",11,20,20
"Comarum palustre","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_135403 NA NA","N","N","None","Y","Y",13.33333333,"15C",6,7,7
"Comarum palustre","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_135621 NA NA","N","N","None","Y","Y",13.33333333,"15C",16,20,20
"Comarum palustre","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_135919 NA NA","N","N","None","Y","Y",16,"15C",19,20,20
"Comarum palustre","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_141820 NA NA","N","N","None","Y","N",16,"15C",0,47,47
"Comarum palustre","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_141820 NA NA","N","N","None","Y","N",21,"20C",0,49,49
"Comarum palustre","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_141820 NA NA","N","N","None","Y","N",26,"25C",0,49,49
"Comarum palustre","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_141820 NA NA","N","N","None","Y","Y",13.33333333,"15C",45,47,47
"Comarum palustre","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_141820 NA NA","Y","N","None","Y","Y",15,"15C",37,49,49
"Comastoma falcatum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Comastoma falcatum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Comastoma pedunculatum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Comastoma pedunculatum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Comastoma pedunculatum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Comastoma pulmonarium","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,1450
"Comastoma pulmonarium","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Comastoma pulmonarium","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Comastoma tenellum","Southern Alps","Mondoni","Italy Alp_095 NA NA","N","N","None","Y","N",15,"15C",0,39,40
"Convolvulus arvensis","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Cortaderia pilosa","Central Andes","Briceño","Chile Mocho-Choshuenco57 -39.909752 -72.03853","N","N","None","Y","Y",16,"15C",7,120,120
"Cortaderia pilosa","Central Andes","Briceño","Chile Mocho-Choshuenco57 -39.909752 -72.03853","N","N","Warm","Y","Y",16,"15C",51,120,120
"Corydalis melanochlora","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Corydalis melanochlora","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Craspedia alba","Australian Alps","Satyanti","Australia 770451 NA NA","N","N","None","Y","Y",20,"20C",14,58,75
"Craspedia alba","Australian Alps","Satyanti","Australia 770451 NA NA","N","N","Warm","Y","Y",20,"20C",21,75,75
"Craspedia alba","Australian Alps","Satyanti","Australia 770451 NA NA","N","Y","None","Y","Y",20,"20C",38,51,75
"Craspedia costiniana","Australian Alps","Satyanti","Australia 808040 NA NA","N","N","None","Y","Y",20,"20C",73,75,75
"Craspedia jamesii","Australian Alps","Satyanti","Australia 609897 NA NA","N","N","None","Y","Y",20,"20C",0,75,75
"Craspedia lamicola","Australian Alps","Satyanti","Australia 808041 NA NA","N","N","None","Y","Y",20,"20C",73,75,75
"Craspedia leucantha","Australian Alps","Satyanti","Australia 783441 NA NA","N","N","None","Y","Y",20,"20C",54,60,75
"Cremanthodium brunneopilosum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Cremanthodium brunneopilosum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Cremanthodium discoideum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Cremanthodium discoideum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Cremanthodium lineare","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Cremanthodium lineare","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Cremanthodium lineare","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Cyananthus hookeri","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Cyananthus hookeri","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Cyananthus hookeri","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Cyananthus hookeri","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Cyananthus hookeri","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Delphinium albocoeruleum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Delphinium albocoeruleum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Delphinium albocoeruleum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Delphinium pylzowii","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Delphinium pylzowii","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Delphinium souliei","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Deschampsia cespitosa","Australian Alps","Satyanti","Australia 783436 NA NA","N","N","None","Y","Y",20,"20C",54,75,75
"Deschampsia cespitosa","Australian Alps","Satyanti","Australia 783436 NA NA","N","Y","None","Y","Y",20,"20C",74,75,75
"Deschampsia cespitosa","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Deschampsia cespitosa","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Deschampsia cespitosa","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,1050
"Deschampsia cespitosa","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Deschampsia cespitosa","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Deyeuxia flavens","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,1300
"Deyeuxia flavens","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Deyeuxia flavens","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Dianthus barbatus","Enscobase: Croatia","Enscobase","Croatia B_HR-0602779 NA NA","N","N","None","Y","N",22,"20C",10,20,20
"Dianthus barbatus","Enscobase: Poland","Enscobase","Poland WARS_006/01 NA NA","N","Y","None","Y","Y",21.66666667,"20C",410,500,500
"Dianthus barbatus","Enscobase: Poland","Enscobase","Poland WARS_013/03 NA NA","N","Y","None","Y","Y",21.66666667,"20C",415,500,500
"Dianthus barbatus","Enscobase: Poland","Enscobase","Poland WARS_014/03 NA NA","N","Y","None","Y","Y",21.66666667,"20C",400,500,500
"Dianthus glacialis","Enscobase: Poland","Enscobase","Poland WARS_045/02 NA NA","N","N","None","Y","Y",21.66666667,"20C",380,500,500
"Dianthus glacialis","Southern Alps","Mondoni","Italy 78 AQ NA NA","N","N","Cold","Y","N",20,"20C",26,26,30
"Dianthus glacialis","Southern Alps","Mondoni","Italy 78 AQ NA NA","N","N","Cold","Y","Y",20,"20C",120,130,130
"Dianthus glacialis","Southern Alps","Mondoni","Italy 78 AQ NA NA","N","Y","None","Y","N",20,"20C",14,27,30
"Dianthus glacialis","Southern Alps","Mondoni","Italy 81 AQ NA NA","N","Y","Cold","Y","Y",20,"20C",30,30,30
"Dianthus glacialis","Southern Alps","Mondoni","Italy SO379 NA NA","N","Y","None","Y","Y",15,"15C",88,100,100
"Dianthus glacialis","Southern Alps","Mondoni","Italy SO897 NA NA","N","N","Cold","Y","N",20,"20C",26,26,30
"Dianthus glacialis","Southern Alps","Mondoni","Italy SO897 NA NA","N","N","Cold","Y","N",25,"25C",11,26,30
"Dianthus glacialis","Southern Alps","Mondoni","Italy SO897 NA NA","N","N","Cold","Y","Y",20,"20C",30,30,30
"Dianthus glacialis","Southern Alps","Mondoni","Italy SO897 NA NA","N","Y","Cold","Y","N",20,"20C",30,30,30
"Dianthus glacialis","Southern Alps","Mondoni","Italy SO897 NA NA","N","Y","Cold","Y","N",25,"25C",17,29,30
"Dianthus glacialis","Southern Alps","Mondoni","Italy SO897 NA NA","N","Y","Cold","Y","Y",20,"20C",30,30,30
"Dianthus glacialis","Southern Alps","Mondoni","Italy SO897 NA NA","N","Y","None","Y","N",20,"20C",14,27,30
"Dianthus orientalis","Enscobase: Georgia","Enscobase","Georgia K_340483 NA NA","N","N","None","Y","N",20,"20C",7,8,8
"Dichosciadium ranunculaceum","Australian Alps","Satyanti","Australia 747969 NA NA","N","N","None","Y","Y",20,"20C",0,8,75
"Dichosciadium ranunculaceum","Australian Alps","Satyanti","Australia 747969 NA NA","N","Y","None","Y","Y",20,"20C",0,6,75
"Dicranostigma lactucoides","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Dicranostigma lactucoides","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Diplaspis nivis","Australian Alps","Satyanti","Australia 786949 NA NA","N","N","None","Y","Y",20,"20C",0,24,75
"Diplaspis nivis","Australian Alps","Satyanti","Australia 786949 NA NA","N","Y","None","Y","Y",20,"20C",20,28,75
"Diplaspis nivis","Australian Alps","Satyanti","Australia 786951 NA NA","N","N","None","Y","Y",20,"20C",0,52,75
"Diplaspis nivis","Australian Alps","Satyanti","Australia 786951 NA NA","N","N","Warm","Y","Y",20,"20C",0,75,75
"Diplaspis nivis","Australian Alps","Satyanti","Australia 786951 NA NA","N","Y","None","Y","Y",20,"20C",35,41,75
"Doronicum austriacum","Enscobase: Poland","Enscobase","Poland WARS_015/00 NA NA","N","N","None","Y","Y",21.66666667,"20C",0,500,500
"Doronicum austriacum","Enscobase: Poland","Enscobase","Poland WARS_026/03 NA NA","N","Y","None","Y","Y",21.66666667,"20C",435,500,500
"Doronicum austriacum","Enscobase: Poland","Enscobase","Poland WARS_089/04 NA NA","N","Y","None","Y","Y",21.66666667,"20C",330,500,500
"Draba eriopoda","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Draba eriopoda","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Draba eriopoda","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Draba gilliesii","Central Andes","Cavieres","Chile Chile -33.319379 -70.257939","N","N","Cold","Y","Y",7.5,"5C",30,305,305
"Draba gilliesii","Central Andes","Cavieres","Chile Chile -33.319379 -70.257939","N","N","Cold","Y","Y",15,"15C",11,125,125
"Draba gilliesii","Central Andes","Cavieres","Chile Chile -33.319379 -70.257939","N","N","Cold","Y","Y",20,"20C",19,150,150
"Draba gilliesii","Central Andes","Cavieres","Chile Chile -33.319379 -70.257939","N","N","None","Y","Y",7.5,"5C",10,215,215
"Draba hoppeana","Southern Alps","Mondoni","Italy Alp_160 NA NA","N","N","None","Y","N",20,"20C",46,60,60
"Draba ladyginii","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Draba ladyginii","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Draba lanceolata","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Draba nemorosa","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Draba nemorosa","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Draba norvegica","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_122766 NA NA","N","Y","None","Y","N",21,"20C",10,10,10
"Draba oreades","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Draba stylaris","Southern Alps","Mondoni","Italy Alp_166 NA NA","N","N","None","Y","N",20,"20C",43,60,60
"Dracocephalum heterophyllum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Dracocephalum heterophyllum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Dracocephalum heterophyllum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Dracocephalum heterophyllum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Dracocephalum heterophyllum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Dracocephalum tanguticum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Dracocephalum tanguticum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Dracocephalum tanguticum","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Dracocephalum tanguticum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","N",15,"15C",NA,NA,150
"Dracocephalum tanguticum","Qinghai-Tibet Plateau","Liu","China NA 35 102","N","N","None","Y","Y",15,"15C",NA,NA,300
"Drosera arcturi","Australian Alps","Satyanti","Australia 786948 NA NA","N","N","None","Y","Y",20,"20C",0,69,75
"Drosera arcturi","Australian Alps","Satyanti","Australia 786948 NA NA","N","Y","None","Y","Y",20,"20C",61,69,75
"Drosera arcturi","Australian Alps","Satyanti","Australia 792186 NA NA","N","N","None","Y","Y",20,"20C",2,75,75
"Drosera arcturi","Australian Alps","Satyanti","Australia 792186 NA NA","N","Y","None","Y","Y",20,"20C",70,75,75
"Dryas octopetala","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_120740 NA NA","N","N","None","Y","Y",16,"15C",36,40,40
"Dryas octopetala","Northern Alps","Rosbakh","Germany NA 47.568943 12.932046","N","N","Cold","Y","Y",6.66666666666667,"5C",0,105,160
"Dryas octopetala","Northern Alps","Rosbakh","Germany NA 47.568943 12.932046","N","N","Cold","Y","Y",10.6666666666667,"10C",50,99,160
"Dryas octopetala","Northern Alps","Rosbakh","Germany NA 47.568943 12.932046","N","N","Cold","Y","Y",14.6666666666667,"15C",89,89,160
"Dryas octopetala","Northern Alps","Rosbakh","Germany NA 47.568943 12.932046","N","N","Cold","Y","Y",18.6666666666667,"20C",99,99,160
"Dryas octopetala","Northern Alps","Rosbakh","Germany NA 47.568943 12.932046","N","N","Cold","Y","Y",22.6666666666667,"25C",103,103,160
"Dryas octopetala","Northern Alps","Rosbakh","Germany NA 47.568943 12.932046","N","N","Cold","Y","Y",26.6666666666667,"25C",95,95,160
"Dryas octopetala","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",10,"10C",60,60,60
"Dryas octopetala","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","Cold","Y","Y",20,"20C",106,120,120
"Dryas octopetala","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","N","N",0,"0C",0,60,60
"Dryas octopetala","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",10,"10C",4,60,60
"Dryas octopetala","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","N","None","Y","Y",20,"20C",60,60,60
"Dryas octopetala","Southern Alps","Tudela","Italy Val Viola Dosde and Passo dello Stelvi 46 10","N","Y","None","Y","Y",20,"20C",60,60,60
"Dryas octopetala","Southern Alps","Mondoni","Italy BG951 NA NA","N","N","None","Y","N",20,"20C",26,26,30
"Dryas octopetala","Southern Alps","Mondoni","Italy BG954 NA NA","N","N","None","Y","N",20,"20C",23,23,28
"Dryas octopetala","Southern Alps","Mondoni","Italy SO606 NA NA","N","N","None","Y","N",20,"20C",17,23,50
"Duthiea brachypodium","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","Y","Y",12.5,"10C",NA,NA,150
"Eleocharis quinqueflora","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_143813 NA NA","Y","N","None","Y","Y",16,"15C",6,8,8
"Elymus caninus","Enscobase: Italy","Enscobase","Italy K_12500 NA NA","N","N","None","Y","Y",13.33333333,"15C",16,20,20
"Elymus caninus","Enscobase: Italy","Enscobase","Italy K_12500 NA NA","N","N","None","Y","Y",16,"15C",103,120,120
"Elymus caninus","Enscobase: Italy","Enscobase","Italy K_43762 NA NA","N","N","None","Y","Y",13.33333333,"15C",10,10,10
"Elymus caninus","Enscobase: Italy","Enscobase","Italy K_43762 NA NA","N","N","None","Y","Y",16,"15C",103,110,110
"Elymus caninus","Enscobase: Italy","Enscobase","Italy K_6334 NA NA","N","N","None","Y","N",20,"20C",19,19,19
"Elymus caninus","Enscobase: Italy","Enscobase","Italy K_6334 NA NA","N","N","None","Y","N",21,"20C",64,70,70
"Elymus caninus","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_163745 NA NA","N","N","None","Y","N",20,"20C",10,10,10
"Elymus caninus","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_18720 NA NA","N","N","None","Y","Y",15,"15C",18,18,18
"Elymus caninus","Enscobase: United-Kingdom","Enscobase","United-Kingdom K_18720 NA NA","N","N","None","Y","Y",16,"15C",69,69,69
"Elymus sibiricus","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",12.5,"10C",NA,NA,150
"Elymus sibiricus","Qinghai-Tibet Plateau","Bu","China NA 35 102","N","N","None","N","Y",17.5,"15C",NA,NA,150
"Epacris celata","Australian Alps","Satyanti","Australia 866367 NA NA","N","N","None","Y","Y",20,"20C",29,74,75
"Epacris celata","Australian Alps","Satyanti","Australia 866367 NA NA","N","Y","None","Y","Y",20,"20C",62,75,75
"Epacris glacialis","Australian Alps","Satyanti","Australia 748574 NA NA","N","N","None","Y","Y",20,"20C",1,69,75
"Epacris glacialis","Australian Alps","Satyanti","Australia 748574 NA NA","N","N","Warm","Y","Y",20,"20C",4,75,75
"Epacris glacialis","Australian Alps","Satyanti","Australia 748574 NA NA","N","Y","None","Y","Y",20,"20C",14,55,75
"Epacris glacialis","Australian Alps","Venn","Australia Single -36.429806 148.344167","N","N","None","Y","N",8.5,"10C",0,60,60
"Epacris glacialis","Australian Alps","Venn","Australia Single -36.429806 148.344167","N","N","None","Y","N",13.7,"15C",0,59,60
