"","model","DIC","R2","animal","ID","Source","Region","Accession","units","variable","post.mean","l.95..CI","u.95..CI","eff.samp","pMCMC","effect","lambda","lower","upper","lambda2","lower2","upper2"
"1","Alternating","257293.36 (30.29)",0.718,"1.831 (1.165 -- 2.672)","3.577 (2.827 -- 4.211)","1.041 (0.671 -- 1.512)","1.058 (0.779 -- 1.398)","3.387 (2.605 -- 3.932)","4.287 (4.113 -- 4.477)","log(embryo):Alternating",-0.0609042909878674,-0.110638633290364,-0.0155014924312127,548.750393229287,0.0222222222222222,"fixed",0.296507282264515,0.210095721493471,0.388371396539634,0.188158308614951,0.127113555366282,0.266949461686512
"2","GA3","257270.54 (7.47)",0.724,"1.831 (1.102 -- 2.641)","3.717 (3.073 -- 4.497)","1.018 (0.650 -- 1.376)","1.077 (0.736 -- 1.499)","3.225 (2.535 -- 3.856)","4.197 (4.041 -- 4.379)","log(embryo):GA3",-0.238829071515995,-0.279645522648934,-0.205897135310806,180,0.00555555555555556,"fixed",0.300594865351034,0.208720451209131,0.383215446557357,0.186999937593848,0.116013877625409,0.247211864460406
"3","Light","257287.68 (24.61)",0.717,"1.726 (1.073 -- 2.392)","3.595 (2.925 -- 4.088)","1.046 (0.718 -- 1.484)","1.060 (0.718 -- 1.448)","3.334 (2.651 -- 3.958)","4.272 (4.101 -- 4.501)","log(embryo):Light",-0.161726227495734,-0.209376667145989,-0.118534776440356,115.621071165743,0.00555555555555556,"fixed",0.285485701721266,0.20841830124464,0.365767244847932,0.179319183044996,0.120142409791608,0.239587487970705
"4","Scarification","257293.53 (30.46)",0.717,"1.846 (1.158 -- 2.734)","3.574 (2.785 -- 4.233)","1.052 (0.666 -- 1.499)","1.035 (0.686 -- 1.420)","3.373 (2.729 -- 3.961)","4.299 (4.103 -- 4.485)","log(embryo):Scarification",-0.0975899451283876,-0.166653860705992,-0.030199374363292,180,0.00555555555555556,"fixed",0.297729401377686,0.218853901694727,0.393514665580756,0.189304436311589,0.126709847456687,0.264316153183972
"5","Stratification","257263.07 (0)",0.731,"1.883 (1.164 -- 2.719)","3.703 (2.940 -- 4.580)","1.069 (0.756 -- 1.615)","1.072 (0.717 -- 1.446)","3.512 (2.825 -- 4.223)","4.205 (4.038 -- 4.391)","log(embryo):Stratification",-0.239462782846399,-0.288278832522337,-0.197077446806361,180,0.00555555555555556,"fixed",0.30626504404966,0.220335809289726,0.391545637079851,0.191705092639106,0.133578418123996,0.271134706675743
"6","Tmean","257275.47 (12.4)",0.725,"1.855 (1.233 -- 2.525)","3.561 (2.772 -- 4.215)","1.029 (0.672 -- 1.446)","1.072 (0.724 -- 1.439)","3.466 (2.794 -- 4.085)","4.205 (4.047 -- 4.441)","log(embryo):Tmean",-0.199395681034477,-0.233194202875893,-0.163520590838743,180,0.00555555555555556,"fixed",0.303851287487885,0.226169128316535,0.376595143563759,0.192157544470095,0.135014337496537,0.250852649274764
