"TPLName","Taxon","Source","Year","Country","Region","Macroregion","Accession","Latitude","Longitude","Elevation","Dish","Scarification","GA3","Stratification","Stratification_temperature","Stratification_days","Light","Photoperiod","Alternating","Tdif","Tmax","Tmin","Tmean","Temperature","Length.experiment","Sown","Germinated","Germinable","GRS","GRP","MGT","MGR","GSP","UNC","SYN","VGT","SDG","CVG"
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Magdala NA NA",NA,NA,NA,"15","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Bogong NA NA",NA,NA,NA,"3","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","3","N","N","Cold","2.5","8","Y",12,"N",0,10,10,10,"10C",NA,20,14,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome barkerae","Brachyscome barkerae","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1950","3","N","N","Cold","5","8","Y",12,"Y",10,20,10,15,"15C",NA,20,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Bogong NA NA",NA,NA,NA,"10","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,16,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome barkerae","Brachyscome barkerae","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1950","3","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,20,11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","2","N","N","Cold","2.5","8","Y",12,"N",0,15,15,15,"15C",NA,20,10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","5","N","N","None",NA,"0","Y",12,"N",0,15,15,15,"15C",NA,20,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agropyron velutinum","Australopyrum velutinum","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 783423 NA NA",NA,NA,"1401","1","N","Y","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,1,1,1,100,7,0.142857142857143,14.2857142857143,0,NA,Inf,Inf,Inf
"Chaerophyllum eriopodum","Oreomyrrhis eriopoda","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1960","2","N","N","None",NA,"0","Y",12,"N",0,20,20,20,"20C",NA,20,14,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Hotham NA NA",NA,NA,NA,"4","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Bogong NA NA",NA,NA,NA,"6","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agropyron velutinum","Australopyrum velutinum","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 783423 NA NA",NA,NA,"1401","2","N","Y","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,8,24,8,33.3333333333333,15.75,0.0634920634920635,6.34920634920635,0.811278124459133,0.571428571428571,208.5,14.4395290781937,91.6795497028168
"Callistemon pityoides","Melaleuca pityoides","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 813602 NA NA",NA,NA,"1629","3","N","Y","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,125,5,125,5,4,8.4,0.119047619047619,11.9047619047619,0.721928094887362,0.6,65,8.06225774829855,95.9792589083161
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Hotham NA NA",NA,NA,NA,"15","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,17,20,17,85,9.23529411764706,0.10828025477707,10.828025477707,1.87513104863641,0.286764705882353,34.1727941176471,5.84575009024907,63.297930913525
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Howitt NA NA",NA,NA,NA,"11","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,15,18,15,83.3333333333333,20.1333333333333,0.0496688741721854,4.96688741721854,2.42257976184249,0.180952380952381,256.7,16.0218600667962,79.5787751662065
"Brachyscome barkerae","Brachyscome barkerae","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1950","4","N","N","Cold","5","12","Y",12,"Y",10,20,10,15,"15C",NA,20,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","5","N","N","Cold","2.5","4","Y",12,"N",0,15,15,15,"15C",NA,20,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia HWP NA NA",NA,NA,NA,"9","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,14,20,14,70,8.35714285714286,0.11965811965812,11.965811965812,1.78845045730829,0.263736263736264,27.7857142857143,5.27121563642717,63.0743751367354
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","2","N","N","Cold","2.5","8","Y",12,"N",0,25,25,25,"25C",NA,20,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Stirling NA NA",NA,NA,NA,"10","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,18,20,18,90,8.72222222222222,0.114649681528662,11.4649681528662,1.27516298278486,0.522875816993464,29.7287581699346,5.45240847423729,62.5116895135486
"Epacris petrophila","Epacris petrophilla","Venn",NA,"Australia","Australian Alps","Australia","Australia Single NA NA",NA,NA,NA,"4","N","N","None",NA,"0","Y",12,"N",0,25,25,25,"25C",NA,20,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia HWP NA NA",NA,NA,NA,"9","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,14,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia KB2 NA NA",NA,NA,NA,"13","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callistemon pityoides","Melaleuca pityoides","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 813602 NA NA",NA,NA,"1629","2","N","N","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,125,2,125,2,1.6,7,0.142857142857143,14.2857142857143,0,1,72,8.48528137423857,121.218305346265
"Callistemon pityoides","Melaleuca pityoides","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 813602 NA NA",NA,NA,"1629","3","N","N","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,125,2,125,2,1.6,7,0.142857142857143,14.2857142857143,0,1,72,8.48528137423857,121.218305346265
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Spion Kopje NA NA",NA,NA,NA,"16","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,20,20,20,100,14.75,0.0677966101694915,6.77966101694915,2.06386512195085,0.226315789473684,141.855263157895,11.9103007165182,80.7478014679202
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Spion Kopje NA NA",NA,NA,NA,"11","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callistemon pityoides","Melaleuca pityoides","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 813602 NA NA",NA,NA,"1629","1","N","N","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,125,4,125,4,3.2,8.75,0.114285714285714,11.4285714285714,0.811278124459133,0.5,75.25,8.67467578644874,99.1391518451284
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Howitt NA NA",NA,NA,NA,"6","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luzula acutifolia","Luzula acutifolia","Venn",NA,"Australia","Australian Alps","Australia","Australia Stirling NA NA",NA,NA,NA,"15","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,20,20,20,100,22.7,0.0440528634361234,4.40528634361234,1.84643934467102,0.263157894736842,308.684210526316,17.5694112174061,77.3982873013485
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","4","N","N","None",NA,"0","Y",12,"Y",15,20,5,12.5,"10C",NA,25,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agropyron velutinum","Australopyrum velutinum","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 783423 NA NA",NA,NA,"1401","2","N","N","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,21,24,21,87.5,24,0.0416666666666667,4.16666666666667,0.988180837004676,0.652380952380952,445.4,21.1045018894074,87.9354245391974
"Xerochrysum subundulatum","Xerochrysum subundulatum","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1310","3","N","N","Cold","2.5","4","Y",12,"N",0,10,10,10,"10C",NA,20,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","1","N","N","None",NA,"0","Y",12,"N",0,2.5,2.5,2.5,"0C",NA,20,17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Bluff NA NA",NA,NA,NA,"15","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,18,19,18,94.7368421052632,11,0.0909090909090909,9.09090909090909,1.87635763948985,0.294117647058824,67.3529411764706,8.20688376769591,74.608034251781
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Bogong NA NA",NA,NA,NA,"7","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,16,20,16,80,10.6875,0.0935672514619883,9.35672514619883,1.53063906222957,0.358333333333333,66.5291666666667,8.15654134217848,76.3185154823717
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Howitt NA NA",NA,NA,NA,"6","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,17,20,17,85,11.6470588235294,0.0858585858585859,8.58585858585858,1.65787643484996,0.316176470588235,78.7463235294118,8.87391252658103,76.1901580565038
"Chaerophyllum eriopodum","Oreomyrrhis eriopoda","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1960","2","N","N","None",NA,"0","Y",12,"N",0,15,15,15,"15C",NA,20,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Stirling NA NA",NA,NA,NA,"9","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,14,20,14,70,11.9285714285714,0.0838323353293413,8.38323353293413,1.92118549658855,0.274725274725275,63.521978021978,7.97006762969914,66.8149382130467
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","2","N","N","Cold","2.5","4","Y",12,"N",0,20,20,20,"20C",NA,20,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luzula acutifolia","Luzula acutifolia","Venn",NA,"Australia","Australian Alps","Australia","Australia Stirling NA NA",NA,NA,NA,"7","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,17,20,17,85,22.2941176470588,0.0448548812664908,4.48548812664908,1.77798490425975,0.272058823529412,247.430147058823,15.7299124936798,70.5563357236297
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Buller NA NA",NA,NA,NA,"15","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,15,20,15,75,6.2,0.161290322580645,16.1290322580645,0.970950594454669,0.485714285714286,14.1428571428571,3.76069902316805,60.6564358575492
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Bogong NA NA",NA,NA,NA,"14","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agropyron velutinum","Australopyrum velutinum","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 783423 NA NA",NA,NA,"1401","3","N","Y","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,11,11,11,100,14,0.0714285714285714,7.14285714285714,0.865856617457224,0.654545454545455,158.6,12.5936491931449,89.9546370938924
"Xerochrysum subundulatum","Xerochrysum subundulatum","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1310","1","N","N","Cold","2.5","4","Y",12,"Y",15,20,5,12.5,"10C",NA,20,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Bogong NA NA",NA,NA,NA,"8","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia McKay NA NA",NA,NA,NA,"9","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,12,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Stirling NA NA",NA,NA,NA,"6","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia KB2 NA NA",NA,NA,NA,"16","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia McKay NA NA",NA,NA,NA,"11","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla simplicifolia","Aciphylla simplicifolia","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1360","5","N","N","None",NA,"0","Y",12,"Y",10,20,10,15,"15C",NA,20,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia HWP NA NA",NA,NA,NA,"13","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,13,20,13,65,7.53846153846154,0.13265306122449,13.265306122449,1.14011567851461,0.5,21.1346153846154,4.59723997466038,60.9837955822295
"Aciphylla glacialis","Aciphylla glacialis","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 782521 NA NA",NA,NA,"2164","1","N","N","Warm","25/15+5","42+56","Y",12,"Y",10,25,15,20,"20C",NA,25,0,25,0,0,NA,NA,NA,0,NA,0,0,NA
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","5","N","N","None",NA,"0","Y",12,"N",0,10,10,10,"10C",NA,20,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Bogong NA NA",NA,NA,NA,"5","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","5","N","N","Cold","2.5","4","Y",12,"N",0,20,20,20,"20C",NA,20,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Spion Kopje NA NA",NA,NA,NA,"4","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isolepis crassiuscula","Isolepis crassiuscula","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 870756 NA NA",NA,NA,"1588","3","N","N","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,6,16,6,37.5,18.6666666666667,0.0535714285714286,5.35714285714286,0.91829583405449,0.466666666666667,307.466666666667,17.534727447744,93.9360398986285
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Stirling NA NA",NA,NA,NA,"13","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","3","N","N","Cold","2.5","8","Y",12,"N",0,20,20,20,"20C",NA,20,12,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","2","N","N","None",NA,"0","Y",12,"N",0,10,10,10,"10C",NA,20,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colobanthus affinis","Colobanthus affinis","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 782529 NA NA",NA,NA,"2069","2","N","N","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,22,22,22,100,6.45454545454545,0.154929577464789,15.4929577464789,0.574635697837679,0.753246753246753,22.2034632034632,4.71205509342401,73.0036704614988
"Microseris lanceolata","Microseris lanceolata","Venn",NA,"Australia","Australian Alps","Australia","Australia McKay NA NA",NA,NA,NA,"12","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,12,12,12,100,12.6666666666667,0.0789473684210526,7.89473684210526,1.65002242164835,0.303030303030303,111.909090909091,10.5787093215142,83.5161262224803
"Epacris petrophila","Epacris petrophilla","Venn",NA,"Australia","Australian Alps","Australia","Australia Single NA NA",NA,NA,NA,"2","N","N","None",NA,"0","Y",12,"N",0,16,16,16,"15C",NA,20,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luzula acutifolia","Luzula acutifolia","Venn",NA,"Australia","Australian Alps","Australia","Australia Stirling NA NA",NA,NA,NA,"15","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","1","N","N","Cold","2.5","8","Y",12,"N",0,20,20,20,"20C",NA,20,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Bogong NA NA",NA,NA,NA,"8","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,18,19,18,94.7368421052632,7.38888888888889,0.135338345864662,13.5338345864662,0.944488534166205,0.61437908496732,19.5980392156863,4.42696727068162,59.9138427611046
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Spion Kopje NA NA",NA,NA,NA,"3","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,14,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome obovata","Brachyscome obovata","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 797826 NA NA",NA,NA,"2090","2","N","N","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,5,5,5,100,7,0.142857142857143,14.2857142857143,0,1,31.25,5.59016994374947,79.8595706249925
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Bluff NA NA",NA,NA,NA,"8","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,18,20,18,90,9.72222222222222,0.102857142857143,10.2857142857143,1.3355055565171,0.470588235294118,55.0882352941176,7.42214492543211,76.3420620901589
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Spion Kopje NA NA",NA,NA,NA,"14","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","4","N","N","Cold","2.5","12","Y",12,"N",0,20,20,20,"20C",NA,20,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isolepis crassiuscula","Isolepis crassiuscula","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 808779 NA NA",NA,NA,"2097","3","N","N","Warm","25/15+5","42+56","Y",12,"Y",10,25,15,20,"20C",NA,25,0,25,0,0,NA,NA,NA,0,NA,0,0,NA
"Aciphylla simplicifolia","Aciphylla simplicifolia","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1360","5","N","N","Cold","2.5","12","Y",12,"Y",15,20,5,12.5,"10C",NA,20,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia KB2 NA NA",NA,NA,NA,"10","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,14,20,14,70,6.21428571428571,0.160919540229885,16.0919540229885,1.29583638929116,0.395604395604396,14.7087912087912,3.83520419388475,61.7159295567662
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Magdala NA NA",NA,NA,NA,"4","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Howitt NA NA",NA,NA,NA,"9","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Buller NA NA",NA,NA,NA,"15","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia KB2 NA NA",NA,NA,NA,"4","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,7,9,7,77.7777777777778,8,0.125,12.5,0,1,42,6.48074069840786,81.0092587300983
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Bogong NA NA",NA,NA,NA,"14","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla glacialis","Aciphylla glacialis","Satyanti",NA,"Australia","Australian Alps","Australia","Australia 792173 NA NA",NA,NA,"1937","1","N","N","None",NA,"0","Y",12,"Y",10,25,15,20,"20C",NA,25,0,22,0,0,NA,NA,NA,0,NA,0,0,NA
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","2","N","N","None",NA,"0","Y",12,"N",0,15,15,15,"15C",NA,20,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome spathulata","Brachyscome spathulata","Venn",NA,"Australia","Australian Alps","Australia","Australia Spion Kopje NA NA",NA,NA,NA,"8","N","N","None",NA,"0","Y",14,"Y",2,12,10,11.1666666666667,"10C",NA,20,16,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla glacialis","Aciphylla glacialis","Sommerville",NA,"Australia","Australian Alps","Australia","Australia Kosciusko National Park NA NA",NA,NA,"1850","2","N","N","None",NA,"0","Y",12,"N",0,25,25,25,"25C",NA,20,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyscome rigidula","Brachyscome rigidula","Venn",NA,"Australia","Australian Alps","Australia","Australia Hotham NA NA",NA,NA,NA,"12","N","N","None",NA,"0","Y",14,"Y",10,20,10,15.8333333333333,"15C",NA,20,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
