,taxon.name.in.seed.sid,mass,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date,taxon.new
8069,Anthyllis vulneraria subsp. maura Orthodox,2.208,Anthyllis,,vulneraria,NA,subsp.,maura,Orthodox,ild-7202,TRUE,1.1,Accepted,Leguminosae,Anthyllis,,vulneraria,subsp.,maura,(Beck) Maire,ild-7202,Accepted,FALSE,FALSE,FALSE,13/04/2020,Anthyllis_vulneraria
8070,Anthyllis vulneraria L. subsp. alpestris (Kit. ex Schult.) Asch. & Graebn.,4.7699,Anthyllis,,vulneraria,NA,subsp.,alpestris,(Kit. ex Schult.) Asch. & Graebn.,ild-9137,TRUE,1.1,Accepted,Leguminosae,Anthyllis,,vulneraria,subsp.,alpestris,(Hegetschw.) Asch. & Graebn.,ild-9137,Accepted,FALSE,FALSE,FALSE,13/04/2020,Anthyllis_vulneraria
8071,Anthyllis vulneraria L. Orthodox,3.11,Anthyllis,,vulneraria,NA,NA,,L. Orthodox,ild-7194,TRUE,1.1,Accepted,Leguminosae,Anthyllis,,vulneraria,,,L.,ild-7194,Accepted,FALSE,FALSE,FALSE,13/04/2020,Anthyllis_vulneraria
8072,Anthyllis vulneraria L. subsp. boissieri (Sagorski) Bornm. Orthodox,3.6768,Anthyllis,,vulneraria,NA,subsp.,boissieri,(Sagorski) Bornm. Orthodox,ild-9140,TRUE,1.1,Accepted,Leguminosae,Anthyllis,,vulneraria,subsp.,boissieri,(Sagorski) Bornm.,ild-9140,Accepted,FALSE,FALSE,FALSE,13/04/2020,Anthyllis_vulneraria
8073,Anthyllis vulneraria L. subsp. carpatica (Pant.) Nyman Orthodox,3.657,Anthyllis,,vulneraria,NA,subsp.,carpatica,(Pant.) Nyman Orthodox,ild-29451,TRUE,1.1,Accepted,Leguminosae,Anthyllis,,vulneraria,subsp.,carpatica,(Pant.) Nyman,ild-29451,Accepted,FALSE,FALSE,FALSE,13/04/2020,Anthyllis_vulneraria
8209,Arabis alpina L. Orthodox,0.4,Arabis,,alpina,NA,NA,,L. Orthodox,kew-2645295,TRUE,1.1,Accepted,Brassicaceae,Arabis,,alpina,,,L.,kew-2645295,Accepted,FALSE,FALSE,FALSE,13/04/2020,Arabis_alpina
8332,Arenaria biflora L.,0.0872,Arenaria,,biflora,NA,NA,,L.,kew-2649126,TRUE,1.1,Accepted,Caryophyllaceae,Arenaria,,biflora,,,L.,kew-2649126,Accepted,FALSE,FALSE,FALSE,13/04/2020,Arenaria_biflora
8337,Arenaria grandiflora L.,0.5456,Arenaria,,grandiflora,NA,NA,,L.,kew-2649479,TRUE,1.1,Accepted,Caryophyllaceae,Arenaria,,grandiflora,,,L.,kew-2649479,Accepted,FALSE,FALSE,FALSE,13/04/2020,Arenaria_grandiflora
8412,Armeria alpina Willd.,1.9264,Armeria,,alpina,NA,NA,,Willd.,kew-2652209,TRUE,1.1,Accepted,Plumbaginaceae,Armeria,,alpina,,,(DC.) Willd.,kew-2652209,Accepted,FALSE,FALSE,FALSE,13/04/2020,Armeria_alpina
8415,Armeria cantabrica Boiss. & Reut. ex Willk. & Lange,1.7292,Armeria,,cantabrica,NA,NA,,Boiss. & Reut. ex Willk. & Lange,kew-2652323,TRUE,1.1,Accepted,Plumbaginaceae,Armeria,,cantabrica,,,Boiss. & Reut. ex Willk. & Lange,kew-2652323,Accepted,FALSE,FALSE,FALSE,13/04/2020,Armeria_cantabrica
8444,Arnica montana L. subsp. atlantica A.Bol\'f2s,1.0704,Arnica,,montana,NA,subsp.,atlantica,A.Bol\'f2s,gcc-103364,FALSE,1.1,Accepted,Compositae,Arnica,,montana,,,L.,gcc-103364,Accepted,FALSE,FALSE,TRUE,13/04/2020,Arnica_montana
8445,Arnica montana L. Orthodox p,1.5061,Arnica,,montana,NA,NA,p,L. Orthodox,gcc-103364,TRUE,1.1,Accepted,Compositae,Arnica,,montana,,,L.,gcc-103364,Accepted,TRUE,FALSE,FALSE,13/04/2020,Arnica_montana
8484,Artemisia genipi Weber Orthodox,0.22,Artemisia,,genipi,NA,NA,,Weber Orthodox,gcc-21038,TRUE,1.1,Accepted,Compositae,Artemisia,,genipi,,,Weber ex Stechm.,gcc-21038,Accepted,FALSE,FALSE,FALSE,13/04/2020,Artemisia_genipi
8513,Artemisia santolinifolia Turcz. ex Bess. Orthodox,0.064,Artemisia,,santolinifolia,NA,NA,,Turcz. ex Bess. Orthodox,gcc-111827,TRUE,1.1,Synonym,Compositae,Artemisia,,gmelinii,,,Weber ex Stechm.,gcc-41142,Accepted,FALSE,FALSE,FALSE,13/04/2020,Artemisia_gmelinii
8526,Artemisia umbelliformis Lam. Orthodox,0.2899,Artemisia,,umbelliformis,NA,NA,,Lam. Orthodox,gcc-107163,TRUE,1.1,Accepted,Compositae,Artemisia,,umbelliformis,,,Lam.,gcc-107163,Accepted,FALSE,FALSE,FALSE,13/04/2020,Artemisia_umbelliformis
8638,Aster alpinus L. Uncertain,0.9,Aster,,alpinus,NA,NA,,L. Uncertain,gcc-47737,TRUE,1.1,Accepted,Compositae,Aster,,alpinus,,,L.,gcc-47737,Accepted,FALSE,FALSE,FALSE,13/04/2020,Aster_alpinus
8665,Aster serpentimontanus Tamamsch. Orthodox,0.9576,Aster,,serpentimontanus,NA,NA,,Tamamsch. Orthodox,gcc-99590,TRUE,1.1,Synonym,Compositae,Aster,,alpinus,var.,serpentimontanus,(Tamamsch.) Ling,gcc-33883,Accepted,FALSE,FALSE,FALSE,13/04/2020,Aster_alpinus
9100,Azorella madreporica Clos,1.3,Azorella,,madreporica,NA,NA,,Clos,kew-2667463,TRUE,1.1,Accepted,Apiaceae,Azorella,,madreporica,,,Clos,kew-2667463,Accepted,FALSE,FALSE,FALSE,13/04/2020,Azorella_madreporica
9147,Baeckea gunniana Schauer ex Walp.,0.746,Baeckea,,gunniana,NA,NA,,Schauer ex Walp.,kew-19207,TRUE,1.1,Accepted,Myrtaceae,Baeckea,,gunniana,,,Schauer ex Walp.,kew-19207,Accepted,FALSE,FALSE,FALSE,13/04/2020,Baeckea_gunniana
9155,Baeckea utilis F.Muell. ex Miq.,0.062,Baeckea,,utilis,NA,NA,,F.Muell. ex Miq.,kew-19297,TRUE,1.1,Accepted,Myrtaceae,Baeckea,,utilis,,,F.Muell. ex Miq.,kew-19297,Accepted,FALSE,FALSE,FALSE,13/04/2020,Baeckea_utilis
9394,Bartsia alpina L. Orthodox?,0.28,Bartsia,,alpina,NA,NA,,L. Orthodox?,kew-2670487,TRUE,1.1,Accepted,Orobanchaceae,Bartsia,,alpina,,,L.,kew-2670487,Accepted,FALSE,FALSE,FALSE,13/04/2020,Bartsia_alpina
9716,Biscutella laevigata subsp. prinzerae Raffaelli & L.Baldoin Orthodox,3.974,Biscutella,,laevigata,NA,subsp.,prinzerae,Raffaelli & L.Baldoin Orthodox,kew-2676416,FALSE,1.1,Accepted,Brassicaceae,Biscutella,,laevigata,,,L.,kew-2676416,Accepted,FALSE,FALSE,TRUE,13/04/2020,Biscutella_laevigata
9717,Biscutella laevigata L. Uncertain,4.36,Biscutella,,laevigata,NA,NA,,L. Uncertain,kew-2676416,TRUE,1.1,Accepted,Brassicaceae,Biscutella,,laevigata,,,L.,kew-2676416,Accepted,FALSE,FALSE,FALSE,13/04/2020,Biscutella_laevigata
9718,Bistorta vivipara (L.) Delarbre,2.25,Bistorta,,vivipara,NA,NA,,(L.) Delarbre,kew-2676863,TRUE,1.1,Synonym,Polygonaceae,Persicaria,,vivipara,,,(L.) Ronse Decr.,kew-2572250,Accepted,FALSE,FALSE,FALSE,13/04/2020,Persicaria_vivipara
9976,Brachyscome rigidula (DC.) G.L.Davis,0.304,Brachyscome,,rigidula,NA,NA,,(DC.) G.L.Davis,gcc-95166,TRUE,1.1,Accepted,Compositae,Brachyscome,,rigidula,,,(DC.) G.L.Davis,gcc-95166,Accepted,FALSE,FALSE,FALSE,13/04/2020,Brachyscome_rigidula
9979,Brachyscome spathulata Gaudich. subsp. spathulata,0.5092,Brachyscome,,spathulata,NA,subsp.,spathulata,Gaudich.,gcc-67749,TRUE,1.1,Synonym,Compositae,Brachyscome,,spathulata,,,Gaudich.,gcc-29103,Accepted,FALSE,FALSE,FALSE,13/04/2020,Brachyscome_spathulata
9980,Brachyscome spathulata Gaudich. subsp. glabra (DC.) H.Stace,0.3284,Brachyscome,,spathulata,NA,subsp.,glabra,(DC.) H.Stace,gcc-56168,TRUE,1.1,Accepted,Compositae,Brachyscome,,spathulata,subsp.,glabra,(DC.) Stace,gcc-56168,Accepted,FALSE,FALSE,FALSE,13/04/2020,Brachyscome_spathulata
10367,Callistemon pityoides F.Muell. Orthodox p,0.25,Callistemon,,pityoides,NA,NA,p,F.Muell. Orthodox,kew-31478,FALSE,1.1,Accepted,Myrtaceae,Callistemon,,pityoides,,,F.Muell.,kew-31478,Accepted,FALSE,FALSE,TRUE,13/04/2020,Callistemon_pityoides
10388,Callitriche palustris L. Orthodox,0.082,Callitriche,,palustris,NA,NA,,L. Orthodox,kew-31649,TRUE,1.1,Accepted,Plantaginaceae,Callitriche,,palustris,,,L.,kew-31649,Accepted,FALSE,FALSE,FALSE,13/04/2020,Callitriche_palustris
10552,Campanula alpina Jacq.,0.1712,Campanula,,alpina,NA,NA,,Jacq.,kew-363905,TRUE,1.1,Accepted,Campanulaceae,Campanula,,alpina,,,Jacq.,kew-363905,Accepted,FALSE,FALSE,FALSE,13/04/2020,Campanula_alpina
10553,Campanula alpina Jacq. subsp. alpina,0.3804,Campanula,,alpina,NA,subsp.,alpina,Jacq.,kew-375957,TRUE,1.1,Synonym,Campanulaceae,Campanula,,alpina,,,Jacq.,kew-363905,Accepted,FALSE,FALSE,FALSE,13/04/2020,Campanula_alpina
10556,Campanula barbata L. Orthodox,0.1055,Campanula,,barbata,NA,NA,,L. Orthodox,kew-364044,TRUE,1.1,Accepted,Campanulaceae,Campanula,,barbata,,,L.,kew-364044,Accepted,FALSE,FALSE,FALSE,13/04/2020,Campanula_barbata
10564,Campanula collina Sims,0.0536,Campanula,,collina,NA,NA,,Sims,kew-364382,TRUE,1.1,Accepted,Campanulaceae,Campanula,,collina,,,Sims,kew-364382,Accepted,FALSE,FALSE,FALSE,13/04/2020,Campanula_collina
10565,Campanula collina Sims subsp. fondervisii (Albov) Ogan.,0.1972,Campanula,,collina,NA,subsp.,fondervisii,(Albov) Ogan.,kew-364387,TRUE,1.1,Accepted,Campanulaceae,Campanula,,collina,subsp.,fondervisii,(Albov) Ogan.,kew-364387,Accepted,FALSE,FALSE,FALSE,13/04/2020,Campanula_collina
10617,Campanula scheuchzeri Vill. Uncertain,0.0572,Campanula,,scheuchzeri,NA,NA,,Vill. Uncertain,kew-366203,TRUE,1.1,Accepted,Campanulaceae,Campanula,,scheuchzeri,,,Vill.,kew-366203,Accepted,FALSE,FALSE,FALSE,13/04/2020,Campanula_scheuchzeri
10633,Campanula thyrsoides L. Orthodox,0.0844,Campanula,,thyrsoides,NA,NA,,L. Orthodox,kew-366522,TRUE,1.1,Accepted,Campanulaceae,Campanula,,thyrsoides,,,L.,kew-366522,Accepted,FALSE,FALSE,FALSE,13/04/2020,Campanula_thyrsoides
10886,Carum carvi L. Orthodox p,2.3,Carum,,carvi,NA,NA,p,L. Orthodox,kew-2701499,TRUE,1.1,Accepted,Apiaceae,Carum,,carvi,,,L.,kew-2701499,Accepted,TRUE,FALSE,FALSE,13/04/2020,Carum_carvi
11184,Celmisia costiniana M.Gray & Given,2.977,Celmisia,,costiniana,NA,NA,,M.Gray & Given,gcc-13059,TRUE,1.1,Accepted,Compositae,Celmisia,,costiniana,,,M.Gray & Given,gcc-13059,Accepted,FALSE,FALSE,FALSE,13/04/2020,Celmisia_costiniana
11209,Celmisia pugioniformis M.Gray & Given,2.478,Celmisia,,pugioniformis,NA,NA,,M.Gray & Given,gcc-42612,TRUE,1.1,Accepted,Compositae,Celmisia,,pugioniformis,,,M.Gray & Given,gcc-42612,Accepted,FALSE,FALSE,FALSE,13/04/2020,Celmisia_pugioniformis
11304,Centaurea nervosa Willd.,3.4184,Centaurea,,nervosa,NA,NA,,Willd.,gcc-104484,TRUE,1.1,Accepted,Compositae,Centaurea,,nervosa,,,Willd.,gcc-104484,Accepted,FALSE,FALSE,FALSE,13/04/2020,Centaurea_nervosa
11428,Cerastium arvense L. Orthodox,0.188,Cerastium,,arvense,NA,NA,,L. Orthodox,kew-2709949,TRUE,1.1,Accepted,Caryophyllaceae,Cerastium,,arvense,,,L.,kew-2709949,Accepted,FALSE,FALSE,FALSE,13/04/2020,Cerastium_arvense
11448,Cerastium latifolium L.,0.35,Cerastium,,latifolium,NA,NA,,L.,kew-2710513,TRUE,1.1,Accepted,Caryophyllaceae,Cerastium,,latifolium,,,L.,kew-2710513,Accepted,FALSE,FALSE,FALSE,13/04/2020,Cerastium_latifolium
11464,Cerastium uniflorum Clairv.,0.2556,Cerastium,,uniflorum,NA,NA,,Clairv.,kew-2710981,TRUE,1.1,Accepted,Caryophyllaceae,Cerastium,,uniflorum,,,Clairv.,kew-2710981,Accepted,FALSE,FALSE,FALSE,13/04/2020,Cerastium_uniflorum
11556,Chaetanthera euphrasioides (DC.) F.Meigen,1.4546,Chaetanthera,,euphrasioides,NA,NA,,(DC.) F.Meigen,gcc-124199,TRUE,1.1,Accepted,Compositae,Chaetanthera,,euphrasioides,,,(DC.) F.Meigen,gcc-124199,Accepted,FALSE,FALSE,FALSE,13/04/2020,Chaetanthera_euphrasioides
11562,Chaetanthera microphylla (Cass.) Hook. & Arn.,0.688,Chaetanthera,,microphylla,NA,NA,,(Cass.) Hook. & Arn.,gcc-9925,TRUE,1.1,Accepted,Compositae,Chaetanthera,,microphylla,,,(Cass.) Hook. & Arn.,gcc-9925,Accepted,FALSE,FALSE,FALSE,13/04/2020,Chaetanthera_microphylla
11593,Chamaenerion angustifolium (L.) Scop. Orthodox,0.25,Chamaenerion,,angustifolium,NA,NA,,(L.) Scop. Orthodox,kew-2715606,TRUE,1.1,Synonym,Onagraceae,Epilobium,,angustifolium,,,L.,kew-2790112,Accepted,FALSE,FALSE,FALSE,13/04/2020,Epilobium_angustifolium
11864,Cirsium arvense (L.) Scop. Orthodox,1.3,Cirsium,,arvense,NA,NA,,(L.) Scop. Orthodox,gcc-106632,TRUE,1.1,Accepted,Compositae,Cirsium,,arvense,,,(L.) Scop.,gcc-106632,Accepted,FALSE,FALSE,FALSE,13/04/2020,Cirsium_arvense
11899,Cirsium incanum (S.G. Gmel.) Fisch. ex M. Bieb.,1.2688,Cirsium,,incanum,NA,NA,,(S.G. Gmel.) Fisch. ex M. Bieb.,gcc-134080,TRUE,1.1,Synonym,Compositae,Cirsium,,arvense,,,(L.) Scop.,gcc-106632,Accepted,FALSE,FALSE,FALSE,13/04/2020,Cirsium_arvense
11926,Cirsium spinosissimum (L.) Scop. Uncertain,2.8964,Cirsium,,spinosissimum,NA,NA,,(L.) Scop. Uncertain,gcc-126774,TRUE,1.1,Accepted,Compositae,Cirsium,,spinosissimum,,,(L.) Scop.,gcc-126774,Accepted,FALSE,FALSE,FALSE,13/04/2020,Cirsium_spinosissimum
12115,Clematis tangutica (Maxim.) Korsh.,1.9596,Clematis,,tangutica,NA,NA,,(Maxim.) Korsh.,kew-2726787,TRUE,1.1,Accepted,Ranunculaceae,Clematis,,tangutica,,,(Maxim.) Korsh.,kew-2726787,Accepted,FALSE,FALSE,FALSE,13/04/2020,Clematis_tangutica
12351,Colobanthus affinis (Hook.) Hook.f.,0.1256,Colobanthus,,affinis,NA,NA,,(Hook.) Hook.f.,kew-2731283,TRUE,1.1,Accepted,Caryophyllaceae,Colobanthus,,affinis,,,(Hook.) Hook.f.,kew-2731283,Accepted,FALSE,FALSE,FALSE,13/04/2020,Colobanthus_affinis
12574,Convolvulus arvensis L. Orthodox,15.1,Convolvulus,,arvensis,NA,NA,,L. Orthodox,tro-8500005,TRUE,1.1,Accepted,Convolvulaceae,Convolvulus,,arvensis,,,L.,tro-8500005,Accepted,FALSE,FALSE,FALSE,13/04/2020,Convolvulus_arvensis
13087,Craspedia jamesii J.Everett & J.Thompson,0.4458,Craspedia,,jamesii,NA,NA,,J.Everett & J.Thompson,gcc-107529,TRUE,1.1,Accepted,Compositae,Craspedia,,jamesii,,,J.Everett & Joy Thomps.,gcc-107529,Accepted,FALSE,FALSE,FALSE,13/04/2020,Craspedia_jamesii
13088,Craspedia lamicola J.Everett & Joy Thomps.,0.9644,Craspedia,,lamicola,NA,NA,,J.Everett & Joy Thomps.,gcc-9088,TRUE,1.1,Accepted,Compositae,Craspedia,,lamicola,,,J.Everett & Joy Thomps.,gcc-9088,Accepted,FALSE,FALSE,FALSE,13/04/2020,Craspedia_lamicola
13090,Craspedia leucantha F.Muell.,0.156,Craspedia,,leucantha,NA,NA,,F.Muell.,gcc-119749,TRUE,1.1,Accepted,Compositae,Craspedia,,leucantha,,,F.Muell.,gcc-119749,Accepted,FALSE,FALSE,FALSE,13/04/2020,Craspedia_leucantha
14257,Dianthus glacialis Haenke Orthodox,0.2891,Dianthus,,glacialis,NA,NA,,Haenke Orthodox,kew-2764282,TRUE,1.1,Accepted,Caryophyllaceae,Dianthus,,glacialis,,,Haenke,kew-2764282,Accepted,FALSE,FALSE,FALSE,13/04/2020,Dianthus_glacialis
14521,Diplaspis nivis Van den Borre & Henwood,1.0392,Diplaspis,,nivis,NA,NA,den,Borre & Henwood,,FALSE,1.1,,,Diplaspis,,nivis,NA,den,,,,FALSE,FALSE,FALSE,13/04/2020,Diplaspis_nivis
14783,Draba nemorosa L. Orthodox,0.04,Draba,,nemorosa,NA,NA,,L. Orthodox,kew-2777030,TRUE,1.1,Accepted,Brassicaceae,Draba,,nemorosa,,,L.,kew-2777030,Accepted,FALSE,FALSE,FALSE,13/04/2020,Draba_nemorosa
14829,Drosera arcturi Hook. Orthodox p,0.0564,Drosera,,arcturi,NA,NA,p,Hook. Orthodox,kew-64248,FALSE,1.1,Accepted,Droseraceae,Drosera,,arcturi,,,Hook.,kew-64248,Accepted,FALSE,FALSE,TRUE,13/04/2020,Drosera_arcturi
14866,Dryas octopetala subsp. octopetala Orthodox,0.4612,Dryas,,octopetala,NA,subsp.,octopetala,Orthodox,rjp-5511,TRUE,1.1,Synonym,Rosaceae,Dryas,,octopetala,,,L.,rjp-26,Accepted,FALSE,FALSE,FALSE,13/04/2020,Dryas_octopetala
14867,Dryas octopetala L. Orthodox,0.644,Dryas,,octopetala,NA,NA,,L. Orthodox,rjp-26,TRUE,1.1,Accepted,Rosaceae,Dryas,,octopetala,,,L.,rjp-26,Accepted,FALSE,FALSE,FALSE,13/04/2020,Dryas_octopetala
15230,Epacris glacialis (R.Br.) Spreng.,0.0356,Epacris,,glacialis,NA,NA,,(R.Br.) Spreng.,kew-2789684,TRUE,1.1,Accepted,Ericaceae,Epacris,,glacialis,,,(F.Muell.) M.Gray,kew-2789684,Accepted,FALSE,FALSE,FALSE,13/04/2020,Epacris_glacialis
15239,Epacris microphylla R.Br.,0.0552,Epacris,,microphylla,NA,NA,,R.Br.,kew-2789764,TRUE,1.1,Accepted,Ericaceae,Epacris,,microphylla,,,R.Br.,kew-2789764,Accepted,FALSE,FALSE,FALSE,13/04/2020,Epacris_microphylla
15243,Epacris paludosa R.Br.,0.0316,Epacris,,paludosa,NA,NA,,R.Br.,kew-2789783,TRUE,1.1,Accepted,Ericaceae,Epacris,,paludosa,,,R.Br.,kew-2789783,Accepted,FALSE,FALSE,FALSE,13/04/2020,Epacris_paludosa
15245,Epacris petrophila Hook.f.,0.0292,Epacris,,petrophila,NA,NA,,Hook.f.,kew-2789788,TRUE,1.1,Accepted,Ericaceae,Epacris,,petrophila,,,Hook.f.,kew-2789788,Accepted,FALSE,FALSE,FALSE,13/04/2020,Epacris_petrophila
15264,Epilobium angustifolium subsp. circumvagum,0.045,Epilobium,,angustifolium,NA,subsp.,circumvagum,,kew-2790117,TRUE,1.1,Accepted,Onagraceae,Epilobium,,angustifolium,subsp.,circumvagum,Mosquin,kew-2790117,Accepted,FALSE,FALSE,FALSE,13/04/2020,Epilobium_angustifolium
15265,Epilobium angustifolium L.,0.42,Epilobium,,angustifolium,NA,NA,,L.,kew-2790112,TRUE,1.1,Accepted,Onagraceae,Epilobium,,angustifolium,,,L.,kew-2790112,Accepted,FALSE,FALSE,FALSE,13/04/2020,Epilobium_angustifolium
15289,Epilobium gunnianum Hausskn.,0.0638,Epilobium,,gunnianum,NA,NA,,Hausskn.,kew-2790502,TRUE,1.1,Accepted,Onagraceae,Epilobium,,gunnianum,,,Hausskn.,kew-2790502,Accepted,FALSE,FALSE,FALSE,13/04/2020,Epilobium_gunnianum
15305,Epilobium palustre L. Orthodox,0.08,Epilobium,,palustre,NA,NA,,L. Orthodox,kew-2790841,TRUE,1.1,Accepted,Onagraceae,Epilobium,,palustre,,,L.,kew-2790841,Accepted,FALSE,FALSE,FALSE,13/04/2020,Epilobium_palustre
15623,Erigeron bellidioides Benth. & Hook.f.,0.6972,Erigeron,,bellidioides,NA,NA,,Benth. & Hook.f.,gcc-86077,TRUE,1.1,Unresolved,Compositae,Erigeron,,bellidioides,,,Benth. & Hook.f.,gcc-86077,Unresolved,FALSE,FALSE,FALSE,13/04/2020,Erigeron_bellidioides
15662,Erigeron paludicola S.J.Forbes,0.3408,Erigeron,,paludicola,NA,NA,,S.J.Forbes,gcc-22466,TRUE,1.1,Accepted,Compositae,Erigeron,,paludicola,,,S.J.Forbes,gcc-22466,Accepted,FALSE,FALSE,FALSE,13/04/2020,Erigeron_paludicola
15668,Erigeron pulchellus Michx.,0.158,Erigeron,,pulchellus,NA,NA,,Michx.,gcc-108753,TRUE,1.1,Accepted,Compositae,Erigeron,,pulchellus,,,Michx.,gcc-108753,Accepted,FALSE,FALSE,FALSE,13/04/2020,Erigeron_pulchellus
17135,Euphrasia collina subsp. tetragona (R.Br.) W.R.Barker Orthodox p,0.0588,Euphrasia,,collina,NA,subsp.,tetragona,(R.Br.) W.R.Barker Orthodox p,tro-100335450,TRUE,1.1,Unresolved,Orobanchaceae,Euphrasia,,collina,subsp.,tetragona,(R. Br.) W.R. Barker,tro-100335450,Unresolved,FALSE,FALSE,FALSE,13/04/2020,Euphrasia_collina
17136,Euphrasia collina subsp. osbornii W.R.Barker Orthodox p,0.0384,Euphrasia,,collina,NA,subsp.,osbornii,W.R.Barker Orthodox p,tro-100335438,FALSE,1.1,Unresolved,Orobanchaceae,Euphrasia,,collina,,,R. Br.,tro-100335438,Unresolved,FALSE,FALSE,TRUE,13/04/2020,Euphrasia_collina
17137,Euphrasia collina R.Br. subsp. Northwest Tasmania (A.Visom 216),0.05,Euphrasia,,collina,NA,subsp.,,R.Br. Northwest Tasmania (A.Visom 216),tro-100335438,TRUE,1.1,Unresolved,Orobanchaceae,Euphrasia,,collina,,,R. Br.,tro-100335438,Unresolved,FALSE,FALSE,FALSE,13/04/2020,Euphrasia_collina
17139,Euphrasia collina R.Br. subsp. diemenica (Spreng.) W.R.Barker,0.155,Euphrasia,,collina,NA,subsp.,diemenica,(Spreng.) W.R.Barker,tro-100335440,TRUE,1.1,Unresolved,Orobanchaceae,Euphrasia,,collina,subsp.,diemenica,(Spreng.) W.R. Barker,tro-100335440,Unresolved,FALSE,FALSE,FALSE,13/04/2020,Euphrasia_collina
17140,Euphrasia collina R.Br. subsp. diversicolor W.R.Barker,0.2504,Euphrasia,,collina,NA,subsp.,diversicolor,W.R.Barker,tro-100335438,FALSE,1.1,Unresolved,Orobanchaceae,Euphrasia,,collina,,,R. Br.,tro-100335438,Unresolved,FALSE,FALSE,TRUE,13/04/2020,Euphrasia_collina
17165,Euphrasia striata R.Br.,0.2408,Euphrasia,,striata,NA,NA,,R.Br.,tro-100335702,TRUE,1.1,Synonym,Orobanchaceae,Euphrasia,,collina,var.,striata,(R.Br.) Ewart,kew-2803972,Unresolved,FALSE,FALSE,FALSE,13/04/2020,Euphrasia_collina
17679,Galium boreale L. Uncertain,0.601,Galium,,boreale,NA,NA,,L. Uncertain,kew-85836,TRUE,1.1,Accepted,Rubiaceae,Galium,,boreale,,,L.,kew-85836,Accepted,FALSE,FALSE,FALSE,13/04/2020,Galium_boreale
17709,Galium montis-arerae Merxm. & Ehrend. Orthodox,0.6704,Galium,,montis-arerae,NA,NA,,Merxm. & Ehrend. Orthodox,kew-86891,TRUE,1.1,Accepted,Rubiaceae,Galium,,montis-arerae,,,Merxm. & Ehrend.,kew-86891,Accepted,FALSE,FALSE,FALSE,13/04/2020,Galium_montis-arerae
17887,Gaultheria pumila (L.f.) D.J.Middleton Orthodox,0.1204,Gaultheria,,pumila,NA,NA,,(L.f.) D.J.Middleton Orthodox,kew-2817997,TRUE,1.1,Accepted,Ericaceae,Gaultheria,,pumila,,,(L.f.) D.J.Middleton,kew-2817997,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gaultheria_pumila
17973,Genista umbellata Clos,3.4,Genista,,umbellata,NA,NA,,Clos,ild-27340,TRUE,1.1,Synonym,Leguminosae,Anarthrophyllum,,gayanum,,,(A.Gray) B.D.Jacks.,ild-25012,Accepted,FALSE,FALSE,FALSE,13/04/2020,Anarthrophyllum_gayanum
17974,Gentiana acaulis L.,0.306,Gentiana,,acaulis,NA,NA,,L.,kew-2819808,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,acaulis,,,L.,kew-2819808,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gentiana_acaulis
17979,Gentiana angulosa M.Bieb.,0.1132,Gentiana,,angulosa,NA,NA,,M.Bieb.,kew-2819918,TRUE,1.1,Synonym,Gentianaceae,Gentiana,,verna,subsp.,pontica,(Soltok.) Hayek,kew-2821791,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gentiana_verna
17980,Gentiana aquatica L.,0.0612,Gentiana,,aquatica,NA,NA,,L.,kew-2819951,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,aquatica,,,L.,kew-2819951,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gentiana_aquatica
17983,Gentiana clusii Perrier & Songeon,0.44,Gentiana,,clusii,NA,NA,,Perrier & Songeon,kew-2820247,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,clusii,,,Perr. & Songeon,kew-2820247,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gentiana_clusii
17995,Gentiana nivalis L. Orthodox,0.027,Gentiana,,nivalis,NA,NA,,L. Orthodox,kew-2821030,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,nivalis,,,L.,kew-2821030,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gentiana_nivalis
18000,Gentiana prostrata Haenke Orthodox,0.0583,Gentiana,,prostrata,NA,NA,,Haenke Orthodox,kew-2821243,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,prostrata,,,Haenke,kew-2821243,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gentiana_prostrata
18002,Gentiana punctata L. Uncertain,0.6989,Gentiana,,punctata,NA,NA,,L. Uncertain,kew-2821301,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,punctata,,,L.,kew-2821301,Accepted,FALSE,FALSE,FALSE,13/04/2020,Gentiana_punctata
18014,Gentiana verna L. subsp. verna,0.0744,Gentiana,,verna,NA,subsp.,verna,L.,kew-2821774,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,verna,,,L.,kew-2821774,Accepted,FALSE,FALSE,TRUE,13/04/2020,Gentiana_verna
