"","model","DIC","R2","animal","ID","Source","Region","Accession","units","variable","post.mean","l.95..CI","u.95..CI","eff.samp","pMCMC","effect","lambda","lower","upper","lambda2","lower2","upper2"
"1","Alternating","257252.37 (22.41)",0.781,"4.520 (1.987 -- 7.136)","3.676 (2.761 -- 4.614)","1.539 (0.000 -- 4.281)","1.672 (0.360 -- 3.611)","3.867 (3.093 -- 4.652)","4.286 (4.086 -- 4.472)","log(mass):Alternating",-0.136408239689881,-0.182356798584806,-0.0938810823499807,9000.00000000001,0.000111111111111111,"fixed",0.502202877062184,0.354666116796952,0.643277444156929,0.355907016474352,0.215284293616781,0.503974160945986
"2","GA3","257241.14 (11.18)",0.78,"4.541 (2.247 -- 7.278)","3.709 (2.777 -- 4.644)","1.196 (0.000 -- 3.473)","1.647 (0.277 -- 3.477)","3.808 (3.057 -- 4.578)","4.244 (4.046 -- 4.424)","log(mass):GA3",-0.208717512982736,-0.24772794751334,-0.170922759862151,8999.99999999997,0.000111111111111111,"fixed",0.506122193061581,0.367266832908862,0.646060508972571,0.357391601952034,0.216709456339727,0.496669508519658
"3","Light","257254.23 (24.27)",0.783,"4.692 (2.251 -- 7.568)","3.700 (2.723 -- 4.612)","1.608 (0.000 -- 4.343)","1.589 (0.276 -- 3.331)","3.766 (2.970 -- 4.504)","4.273 (4.079 -- 4.471)","log(mass):Light",-0.208143680466156,-0.261511130200233,-0.15479448905171,8999.99999999998,0.000111111111111111,"fixed",0.512232510715256,0.371945572088994,0.655164429896257,0.364108037015075,0.221584403771532,0.510533283022101
"4","Scarification","257254.87 (24.91)",0.781,"4.524 (2.061 -- 7.246)","3.614 (2.720 -- 4.548)","1.579 (0.000 -- 4.326)","1.688 (0.339 -- 3.591)","3.898 (3.154 -- 4.672)","4.306 (4.118 -- 4.500)","log(mass):Scarification",0.0791888149800431,0.0189734860032331,0.136378597213479,8909.91486650011,0.01,"fixed",0.500931265654493,0.355197919673332,0.644672206429853,0.357049615813686,0.209469836659278,0.500168590691054
"5","Stratification","257255.44 (25.48)",0.781,"4.504 (2.118 -- 7.142)","3.628 (2.720 -- 4.563)","1.603 (0.000 -- 4.291)","1.701 (0.333 -- 3.614)","3.905 (3.150 -- 4.700)","4.308 (4.114 -- 4.498)","log(mass):Stratification",-0.0111180892473535,-0.0555064673826564,0.0342870136664715,9000,0.614222222222222,"fixed",0.500242408551401,0.359866331724929,0.643940989719043,0.355914338890651,0.212909614016011,0.499723384218725
"6","Tmean","257229.96 (0)",0.79,"4.606 (2.165 -- 7.372)","3.607 (2.680 -- 4.495)","1.522 (0.000 -- 4.129)","1.748 (0.370 -- 3.724)","3.961 (3.192 -- 4.747)","4.156 (3.979 -- 4.350)","log(mass):Tmean",-0.292669722059379,-0.328747716295766,-0.253278407742982,7957.287902826,0.000111111111111111,"fixed",0.514787283509486,0.375692223259921,0.655437800171735,0.366115603711259,0.226888535471385,0.513616851602908
