Source,Taxon,Country,Region,Latitude,Longitude,Elevation,Stratification_temperature,Stratification_days,Stratification,Scarification,GA3,Light,Dish,Tmax,Tmin,Photoperiod,Sown,Germinated,Normal
Bu,Comastoma sp4,China,Qinghai-Tibet Plateau,35.85,102,3900,NA,0,N,N,N,Y,1,25,10,0,50,3,50
Bu,Comastoma sp4,China,Qinghai-Tibet Plateau,35.85,102,3900,NA,0,N,N,N,Y,1,20,5,0,50,10,50
Bu,Comastoma sp4,China,Qinghai-Tibet Plateau,35.85,102,3900,NA,0,N,N,N,Y,1,25,10,0,50,2,50
Bu,Convolvulus arvensis,China,Qinghai-Tibet Plateau,35.85,102,2597,NA,0,N,N,N,Y,1,20,5,12,50,20,50
Bu,Convolvulus arvensis,China,Qinghai-Tibet Plateau,35.85,102,2597,NA,0,N,N,N,Y,1,20,5,12,50,17,50
Bu,Convolvulus arvensis,China,Qinghai-Tibet Plateau,35.85,102,2597,NA,0,N,N,N,Y,1,20,5,12,50,8,50
Bu,Corispermum stauntonii,China,Qinghai-Tibet Plateau,35.85,102,3417,NA,0,N,N,N,Y,1,20,5,12,50,2,50
Bu,Corispermum stauntonii,China,Qinghai-Tibet Plateau,35.85,102,3417,NA,0,N,N,N,Y,1,20,5,12,50,1,50
Bu,Corispermum stauntonii,China,Qinghai-Tibet Plateau,35.85,102,3417,NA,0,N,N,N,Y,1,20,5,12,50,1,50
LiuGuja,Corispermum tibeticum Iljin,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,44,150
LiuGuja,Corispermum tibeticum Iljin,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,73,150
LiuGuja,Corispermum tibeticum Iljin,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,66,150
Bu,Corydalis adunca,China,Qinghai-Tibet Plateau,35.85,102,1755,NA,0,N,N,N,Y,1,20,5,12,50,4,50
Bu,Corydalis adunca,China,Qinghai-Tibet Plateau,35.85,102,1755,NA,0,N,N,N,Y,1,20,5,12,50,0,50
Bu,Corydalis adunca,China,Qinghai-Tibet Plateau,35.85,102,1755,NA,0,N,N,N,Y,1,20,5,12,50,4,50
LiuGuja,Corydalis adunca Maxim.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,4,150
LiuGuja,Corydalis adunca Maxim.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,89,150
LiuGuja,Corydalis adunca Maxim.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,0,150
Bu,Corydalis edulis,China,Qinghai-Tibet Plateau,35.85,102,2700,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Corydalis edulis,China,Qinghai-Tibet Plateau,35.85,102,2400,NA,0,N,N,N,Y,1,25,10,0,50,1,50
Bu,Corydalis edulis,China,Qinghai-Tibet Plateau,35.85,102,2400,NA,0,N,N,N,Y,1,25,10,0,50,1,50
Bu,Corydalis edulis,China,Qinghai-Tibet Plateau,35.85,102,2400,NA,0,N,N,N,Y,1,20,5,0,50,1,50
Bu,Corydalis edulis,China,Qinghai-Tibet Plateau,35.85,102,2700,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Corydalis edulis,China,Qinghai-Tibet Plateau,35.85,102,2400,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Corydalis edulis,China,Qinghai-Tibet Plateau,35.85,102,2700,NA,0,N,N,N,Y,1,20,5,0,50,1,50
Bu,Corydalis edulis,China,Qinghai-Tibet Plateau,35.85,102,2400,NA,0,N,N,N,Y,1,20,5,0,50,3,50
Bu,Corydalis edulis,China,Qinghai-Tibet Plateau,35.85,102,2700,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Corydalis edulis,China,Qinghai-Tibet Plateau,35.85,102,2400,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Corydalis edulis,China,Qinghai-Tibet Plateau,35.85,102,2700,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Corydalis edulis,China,Qinghai-Tibet Plateau,35.85,102,2700,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Corydalis melanochlora,China,Qinghai-Tibet Plateau,35.85,102,2600,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Corydalis melanochlora,China,Qinghai-Tibet Plateau,35.85,102,2600,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Corydalis melanochlora,China,Qinghai-Tibet Plateau,35.85,102,2600,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Corydalis melanochlora,China,Qinghai-Tibet Plateau,35.85,102,2600,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Corydalis melanochlora,China,Qinghai-Tibet Plateau,35.85,102,2600,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Corydalis melanochlora,China,Qinghai-Tibet Plateau,35.85,102,2600,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Corydalis ophiocarpa,China,Qinghai-Tibet Plateau,35.85,102,2691,NA,0,N,N,N,Y,1,20,5,12,50,6,50
Bu,Corydalis ophiocarpa,China,Qinghai-Tibet Plateau,35.85,102,2691,NA,0,N,N,N,Y,1,20,5,12,50,8,50
Bu,Corydalis ophiocarpa,China,Qinghai-Tibet Plateau,35.85,102,2691,NA,0,N,N,N,Y,1,20,5,12,50,3,50
LiuGuja,Corydalis pseudoimpatiens Feddle,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,0,150
LiuGuja,Corydalis pseudoimpatiens Feddle,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,0,150
LiuGuja,Corydalis pseudoimpatiens Feddle,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,0,150
Bu,Cotoneaster foveolatus,China,Qinghai-Tibet Plateau,35.85,102,2200,NA,0,N,N,N,Y,1,25,10,0,50,23,50
Bu,Cotoneaster foveolatus,China,Qinghai-Tibet Plateau,35.85,102,2200,NA,0,N,N,N,Y,1,25,10,0,50,23,50
Bu,Cotoneaster foveolatus,China,Qinghai-Tibet Plateau,35.85,102,2200,NA,0,N,N,N,Y,1,20,5,0,50,13,50
Bu,Cotoneaster foveolatus,China,Qinghai-Tibet Plateau,35.85,102,2200,NA,0,N,N,N,Y,1,25,10,0,50,23,50
Bu,Cotoneaster foveolatus,China,Qinghai-Tibet Plateau,35.85,102,2200,NA,0,N,N,N,Y,1,20,5,0,50,8,50
Bu,Cotoneaster foveolatus,China,Qinghai-Tibet Plateau,35.85,102,2200,NA,0,N,N,N,Y,1,20,5,0,50,9,50
Bu,Cremanthodium brunneopilosum,China,Qinghai-Tibet Plateau,35.85,102,3450,NA,0,N,N,N,Y,1,20,5,0,50,24,50
Bu,Cremanthodium brunneopilosum,China,Qinghai-Tibet Plateau,35.85,102,3450,NA,0,N,N,N,Y,1,25,10,0,50,24,50
Bu,Cremanthodium brunneopilosum,China,Qinghai-Tibet Plateau,35.85,102,3450,NA,0,N,N,N,Y,1,25,10,0,50,31,50
Bu,Cremanthodium brunneopilosum,China,Qinghai-Tibet Plateau,35.85,102,3450,NA,0,N,N,N,Y,1,25,10,0,50,25,50
Bu,Cremanthodium brunneopilosum,China,Qinghai-Tibet Plateau,35.85,102,3450,NA,0,N,N,N,Y,1,20,5,0,50,20,50
Bu,Cremanthodium brunneopilosum,China,Qinghai-Tibet Plateau,35.85,102,3450,NA,0,N,N,N,Y,1,20,5,0,50,32,50
LiuGuja,Cremanthodium discoideum Maxim.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,87,150
LiuGuja,Cremanthodium discoideum Maxim.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,30,150
LiuGuja,Cremanthodium discoideum Maxim.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,85,150
Bu,Cremanthodium lineare,China,Qinghai-Tibet Plateau,35.85,102,3514,NA,0,N,N,N,Y,1,20,5,12,50,49,50
Bu,Cremanthodium lineare,China,Qinghai-Tibet Plateau,35.85,102,3514,NA,0,N,N,N,Y,1,20,5,12,50,49,50
Bu,Cremanthodium lineare,China,Qinghai-Tibet Plateau,35.85,102,3514,NA,0,N,N,N,Y,1,20,5,12,50,50,50
Bu,Cremanthodium lineare,China,Qinghai-Tibet Plateau,35.85,102,3600,NA,0,N,N,N,Y,1,25,10,0,50,31,50
Bu,Cremanthodium lineare,China,Qinghai-Tibet Plateau,35.85,102,3600,NA,0,N,N,N,Y,1,20,5,0,50,46,50
Bu,Cremanthodium lineare,China,Qinghai-Tibet Plateau,35.85,102,3600,NA,0,N,N,N,Y,1,20,5,0,50,49,50
Bu,Cremanthodium lineare,China,Qinghai-Tibet Plateau,35.85,102,3600,NA,0,N,N,N,Y,1,25,10,0,50,44,50
Bu,Cremanthodium lineare,China,Qinghai-Tibet Plateau,35.85,102,3600,NA,0,N,N,N,Y,1,20,5,0,50,45,50
Bu,Cremanthodium lineare,China,Qinghai-Tibet Plateau,35.85,102,3600,NA,0,N,N,N,Y,1,25,10,0,50,42,50
Bu,Cryptothladia parviflora,China,Qinghai-Tibet Plateau,35.85,102,3800,NA,0,N,N,N,Y,1,20,5,0,50,1,50
Bu,Cryptothladia parviflora,China,Qinghai-Tibet Plateau,35.85,102,3800,NA,0,N,N,N,Y,1,25,10,0,50,10,50
Bu,Cryptothladia parviflora,China,Qinghai-Tibet Plateau,35.85,102,3800,NA,0,N,N,N,Y,1,20,5,0,50,4,50
Bu,Cryptothladia parviflora,China,Qinghai-Tibet Plateau,35.85,102,3800,NA,0,N,N,N,Y,1,25,10,0,50,3,50
Bu,Cryptothladia parviflora,China,Qinghai-Tibet Plateau,35.85,102,3800,NA,0,N,N,N,Y,1,25,10,0,50,9,50
Bu,Cryptothladia parviflora,China,Qinghai-Tibet Plateau,35.85,102,3800,NA,0,N,N,N,Y,1,20,5,0,50,2,50
LiuGuja,Cucubalus baccifer L.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,50,150
LiuGuja,Cucubalus baccifer L.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,3,150
LiuGuja,Cucubalus baccifer L.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,0,150
Bu,Curscuta euvopaea,China,Qinghai-Tibet Plateau,35.85,102,2876,NA,0,N,N,N,Y,1,20,5,12,50,1,50
Bu,Curscuta euvopaea,China,Qinghai-Tibet Plateau,35.85,102,2876,NA,0,N,N,N,Y,1,20,5,12,50,0,50
Bu,Curscuta euvopaea,China,Qinghai-Tibet Plateau,35.85,102,2876,NA,0,N,N,N,Y,1,20,5,12,50,1,50
Bu,Curscuta japonica,China,Qinghai-Tibet Plateau,35.85,102,2229,NA,0,N,N,N,Y,1,20,5,12,50,0,50
Bu,Curscuta japonica,China,Qinghai-Tibet Plateau,35.85,102,2229,NA,0,N,N,N,Y,1,20,5,12,50,0,50
Bu,Curscuta japonica,China,Qinghai-Tibet Plateau,35.85,102,2229,NA,0,N,N,N,Y,1,20,5,12,50,2,50
Bu,Cuscuta chinensis,China,Qinghai-Tibet Plateau,35.85,102,2300,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Cuscuta chinensis,China,Qinghai-Tibet Plateau,35.85,102,2300,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Cuscuta chinensis,China,Qinghai-Tibet Plateau,35.85,102,2300,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Cuscuta chinensis,China,Qinghai-Tibet Plateau,35.85,102,2300,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Cuscuta chinensis,China,Qinghai-Tibet Plateau,35.85,102,2300,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Cuscuta chinensis,China,Qinghai-Tibet Plateau,35.85,102,2300,NA,0,N,N,N,Y,1,20,5,0,50,0,50
LiuGuja,Cuscuta europaea L.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,3,150
LiuGuja,Cuscuta europaea L.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,1,150
LiuGuja,Cuscuta europaea L.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,1,150
LiuGuja,Cuscuta japonica Choisy,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,1,150
LiuGuja,Cuscuta japonica Choisy,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,5,150
LiuGuja,Cuscuta japonica Choisy,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,45,150
Bu,Cyananthus hookeri,China,Qinghai-Tibet Plateau,35.85,102,3240,NA,0,N,N,N,Y,1,20,5,12,50,41,50
Bu,Cyananthus hookeri,China,Qinghai-Tibet Plateau,35.85,102,3100,NA,0,N,N,N,Y,1,25,10,0,50,49,50
Bu,Cyananthus hookeri,China,Qinghai-Tibet Plateau,35.85,102,3100,NA,0,N,N,N,Y,1,25,10,0,50,45,50
Bu,Cyananthus hookeri,China,Qinghai-Tibet Plateau,35.85,102,3100,NA,0,N,N,N,Y,1,25,10,0,50,45,50
Bu,Cyananthus hookeri,China,Qinghai-Tibet Plateau,35.85,102,3100,NA,0,N,N,N,Y,1,20,5,0,50,50,50
Bu,Cyananthus hookeri,China,Qinghai-Tibet Plateau,35.85,102,3240,NA,0,N,N,N,Y,1,20,5,12,50,46,50
Bu,Cyananthus hookeri,China,Qinghai-Tibet Plateau,35.85,102,3100,NA,0,N,N,N,Y,1,20,5,0,50,49,50
Bu,Cyananthus hookeri,China,Qinghai-Tibet Plateau,35.85,102,3100,NA,0,N,N,N,Y,1,20,5,0,50,50,50
Bu,Cyananthus hookeri,China,Qinghai-Tibet Plateau,35.85,102,3240,NA,0,N,N,N,Y,1,20,5,12,50,42,50
LiuGuja,Cyananthus hookeri C.B.Clarke,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,106,150
LiuGuja,Cyananthus hookeri C.B.Clarke,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,137,150
LiuGuja,Cyananthus hookeri C.B.Clarke,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,107,150
Bu,Cynanchum inamoenum,China,Qinghai-Tibet Plateau,35.85,102,2188,NA,0,N,N,N,Y,1,20,5,12,50,47,50
Bu,Cynanchum inamoenum,China,Qinghai-Tibet Plateau,35.85,102,2188,NA,0,N,N,N,Y,1,20,5,12,50,41,50
Bu,Cynanchum inamoenum,China,Qinghai-Tibet Plateau,35.85,102,2188,NA,0,N,N,N,Y,1,20,5,12,50,41,50
LiuGuja,Cynanchum inamoenum (Maxim.) Loes.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,8,150
LiuGuja,Cynanchum inamoenum (Maxim.) Loes.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,54,150
LiuGuja,Cynanchum inamoenum (Maxim.) Loes.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,87,150
LiuGuja,Cynodon dactylon (L.) Pers.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,6,150
LiuGuja,Cynodon dactylon (L.) Pers.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,0,150
LiuGuja,Cynodon dactylon (L.) Pers.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,0,150
LiuGuja,Cynoglossum amabile Stapf et Drumm.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,3,150
LiuGuja,Cynoglossum amabile Stapf et Drumm.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,40,150
LiuGuja,Cynoglossum amabile Stapf et Drumm.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,147,150
Bu,Cynoglossum lanceolatum,China,Qinghai-Tibet Plateau,35.85,102,1718,NA,0,N,N,N,Y,1,20,5,12,50,50,50
Bu,Cynoglossum lanceolatum,China,Qinghai-Tibet Plateau,35.85,102,1718,NA,0,N,N,N,Y,1,20,5,12,50,48,50
Bu,Cynoglossum lanceolatum,China,Qinghai-Tibet Plateau,35.85,102,1718,NA,0,N,N,N,Y,1,20,5,12,50,50,50
Bu,Datura stramonium,China,Qinghai-Tibet Plateau,35.85,102,2252,NA,0,N,N,N,Y,1,20,5,12,50,5,50
Bu,Datura stramonium,China,Qinghai-Tibet Plateau,35.85,102,2252,NA,0,N,N,N,Y,1,20,5,12,50,6,50
Bu,Datura stramonium,China,Qinghai-Tibet Plateau,35.85,102,2252,NA,0,N,N,N,Y,1,20,5,12,50,2,50
Bu,Daucus carota,China,Qinghai-Tibet Plateau,35.85,102,3050,NA,0,N,N,N,Y,1,25,10,0,50,2,50
Bu,Daucus carota,China,Qinghai-Tibet Plateau,35.85,102,3050,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Daucus carota,China,Qinghai-Tibet Plateau,35.85,102,3050,NA,0,N,N,N,Y,1,20,5,0,50,3,50
Bu,Daucus carota,China,Qinghai-Tibet Plateau,35.85,102,3050,NA,0,N,N,N,Y,1,20,5,0,50,1,50
Bu,Daucus carota,China,Qinghai-Tibet Plateau,35.85,102,3050,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Daucus carota,China,Qinghai-Tibet Plateau,35.85,102,3050,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Delphinium albocoeruleum,China,Qinghai-Tibet Plateau,35.85,102,3740,NA,0,N,N,N,Y,1,20,5,12,50,4,50
Bu,Delphinium albocoeruleum,China,Qinghai-Tibet Plateau,35.85,102,3740,NA,0,N,N,N,Y,1,20,5,12,50,3,50
Bu,Delphinium albocoeruleum,China,Qinghai-Tibet Plateau,35.85,102,3740,NA,0,N,N,N,Y,1,20,5,12,50,8,50
LiuGuja,Delphinium albocoeruleum Maxim.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,135,150
LiuGuja,Delphinium albocoeruleum Maxim.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,146,150
LiuGuja,Delphinium albocoeruleum Maxim.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,136,150
Bu,Delphinium campylocentrum,China,Qinghai-Tibet Plateau,35.85,102,3900,NA,0,N,N,N,Y,1,20,5,0,50,2,50
Bu,Delphinium campylocentrum,China,Qinghai-Tibet Plateau,35.85,102,3900,NA,0,N,N,N,Y,1,25,10,0,50,5,50
Bu,Delphinium campylocentrum,China,Qinghai-Tibet Plateau,35.85,102,3900,NA,0,N,N,N,Y,1,25,10,0,50,1,50
Bu,Delphinium campylocentrum,China,Qinghai-Tibet Plateau,35.85,102,3900,NA,0,N,N,N,Y,1,20,5,0,50,2,50
Bu,Delphinium campylocentrum,China,Qinghai-Tibet Plateau,35.85,102,3900,NA,0,N,N,N,Y,1,20,5,0,50,1,50
Bu,Delphinium campylocentrum,China,Qinghai-Tibet Plateau,35.85,102,3900,NA,0,N,N,N,Y,1,25,10,0,50,1,50
Bu,Delphinium kamaonense,China,Qinghai-Tibet Plateau,35.85,102,3550,NA,0,N,N,N,Y,1,25,10,0,50,33,50
Bu,Delphinium kamaonense,China,Qinghai-Tibet Plateau,35.85,102,3550,NA,0,N,N,N,Y,1,20,5,0,50,39,50
Bu,Delphinium kamaonense,China,Qinghai-Tibet Plateau,35.85,102,3550,NA,0,N,N,N,Y,1,25,10,0,50,36,50
Bu,Delphinium kamaonense,China,Qinghai-Tibet Plateau,35.85,102,3550,NA,0,N,N,N,Y,1,25,10,0,50,38,50
Bu,Delphinium kamaonense,China,Qinghai-Tibet Plateau,35.85,102,3550,NA,0,N,N,N,Y,1,20,5,0,50,36,50
Bu,Delphinium kamaonense,China,Qinghai-Tibet Plateau,35.85,102,3550,NA,0,N,N,N,Y,1,20,5,0,50,37,50
Bu,Delphinium kamaonense,China,Qinghai-Tibet Plateau,35.85,102,3550,NA,0,N,N,N,Y,1,20,5,12,50,45,50
Bu,Delphinium kamaonense,China,Qinghai-Tibet Plateau,35.85,102,3550,NA,0,N,N,N,Y,1,20,5,12,50,48,50
Bu,Delphinium kamaonense,China,Qinghai-Tibet Plateau,35.85,102,3550,NA,0,N,N,N,Y,1,20,5,12,50,46,50
LiuGuja,Delphinium kamaonense Hunth var. glabrescens (W.T.Wang) W.T.Wang,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,125,150
LiuGuja,Delphinium kamaonense Hunth var. glabrescens (W.T.Wang) W.T.Wang,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,110,150
LiuGuja,Delphinium kamaonense Hunth var. glabrescens (W.T.Wang) W.T.Wang,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,113,150
LiuGuja,Delphinium pylzowii Maxim. var. trigynum W.T. Wang,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,111,150
LiuGuja,Delphinium pylzowii Maxim. var. trigynum W.T. Wang,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,108,150
LiuGuja,Delphinium pylzowii Maxim. var. trigynum W.T. Wang,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,33,150
Bu,Delphinium siwanense,China,Qinghai-Tibet Plateau,35.85,102,2430,NA,0,N,N,N,Y,1,20,5,12,50,22,50
Bu,Delphinium siwanense,China,Qinghai-Tibet Plateau,35.85,102,2430,NA,0,N,N,N,Y,1,20,5,12,50,14,50
Bu,Delphinium siwanense,China,Qinghai-Tibet Plateau,35.85,102,2430,NA,0,N,N,N,Y,1,20,5,12,50,19,50
LiuGuja,Delphinium siwanense Franch. var. leptopogon (Hand.-Mazz.) W.T.Wang,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,101,150
LiuGuja,Delphinium siwanense Franch. var. leptopogon (Hand.-Mazz.) W.T.Wang,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,101,150
LiuGuja,Delphinium siwanense Franch. var. leptopogon (Hand.-Mazz.) W.T.Wang,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,53,150
Bu,Delphinium souliei,China,Qinghai-Tibet Plateau,35.85,102,3500,NA,0,N,N,N,Y,1,20,5,12,50,50,50
Bu,Delphinium souliei,China,Qinghai-Tibet Plateau,35.85,102,3500,NA,0,N,N,N,Y,1,20,5,12,50,48,50
Bu,Delphinium souliei,China,Qinghai-Tibet Plateau,35.85,102,3500,NA,0,N,N,N,Y,1,20,5,12,50,49,50
Bu,Delphinium sp1.,China,Qinghai-Tibet Plateau,35.85,102,2800,NA,0,N,N,N,Y,1,20,5,0,50,40,50
Bu,Delphinium sp1.,China,Qinghai-Tibet Plateau,35.85,102,2800,NA,0,N,N,N,Y,1,25,10,0,50,1,50
Bu,Delphinium sp1.,China,Qinghai-Tibet Plateau,35.85,102,2800,NA,0,N,N,N,Y,1,20,5,0,50,36,50
Bu,Delphinium sp1.,China,Qinghai-Tibet Plateau,35.85,102,2800,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Delphinium sp1.,China,Qinghai-Tibet Plateau,35.85,102,2800,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Delphinium sp1.,China,Qinghai-Tibet Plateau,35.85,102,2800,NA,0,N,N,N,Y,1,20,5,0,50,38,50
Bu,Delphinium sp2.,China,Qinghai-Tibet Plateau,35.85,102,4000,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Delphinium sp2.,China,Qinghai-Tibet Plateau,35.85,102,4000,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Delphinium sp2.,China,Qinghai-Tibet Plateau,35.85,102,4000,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Delphinium sp2.,China,Qinghai-Tibet Plateau,35.85,102,4000,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Delphinium sp2.,China,Qinghai-Tibet Plateau,35.85,102,4000,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Delphinium sp2.,China,Qinghai-Tibet Plateau,35.85,102,4000,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Delphinium sp3.,China,Qinghai-Tibet Plateau,35.85,102,3150,NA,0,N,N,N,Y,1,20,5,0,50,14,50
Bu,Delphinium sp3.,China,Qinghai-Tibet Plateau,35.85,102,3150,NA,0,N,N,N,Y,1,25,10,0,50,23,50
Bu,Delphinium sp3.,China,Qinghai-Tibet Plateau,35.85,102,3150,NA,0,N,N,N,Y,1,25,10,0,50,18,50
Bu,Delphinium sp3.,China,Qinghai-Tibet Plateau,35.85,102,3150,NA,0,N,N,N,Y,1,20,5,0,50,24,50
Bu,Delphinium sp3.,China,Qinghai-Tibet Plateau,35.85,102,3150,NA,0,N,N,N,Y,1,20,5,0,50,22,50
Bu,Delphinium sp3.,China,Qinghai-Tibet Plateau,35.85,102,3150,NA,0,N,N,N,Y,1,25,10,0,50,23,50
Bu,Delphinium sp4.,China,Qinghai-Tibet Plateau,35.85,102,4000,NA,0,N,N,N,Y,1,20,5,0,50,25,50
Bu,Delphinium sp4.,China,Qinghai-Tibet Plateau,35.85,102,4000,NA,0,N,N,N,Y,1,20,5,0,50,18,50
Bu,Delphinium sp4.,China,Qinghai-Tibet Plateau,35.85,102,4000,NA,0,N,N,N,Y,1,25,10,0,50,24,50
Bu,Delphinium sp4.,China,Qinghai-Tibet Plateau,35.85,102,4000,NA,0,N,N,N,Y,1,20,5,0,50,32,50
Bu,Delphinium sp4.,China,Qinghai-Tibet Plateau,35.85,102,4000,NA,0,N,N,N,Y,1,25,10,0,50,24,50
Bu,Delphinium sp4.,China,Qinghai-Tibet Plateau,35.85,102,4000,NA,0,N,N,N,Y,1,25,10,0,50,30,50
Bu,Delphinium sparsiflorum,China,Qinghai-Tibet Plateau,35.85,102,3500,NA,0,N,N,N,Y,1,20,5,0,50,2,50
