Source,Taxon,Country,Region,Latitude,Longitude,Elevation,Stratification_temperature,Stratification_days,Stratification,Scarification,GA3,Light,Dish,Tmax,Tmin,Photoperiod,Sown,Germinated,Normal
Bu,Lilium pumilum,China,Qinghai-Tibet Plateau,35.85,102,2202,NA,0,N,N,N,Y,1,20,5,12,50,15,50
Bu,Lilium pumilum,China,Qinghai-Tibet Plateau,35.85,102,2500,NA,0,N,N,N,Y,1,25,10,0,50,16,50
Bu,Lilium pumilum,China,Qinghai-Tibet Plateau,35.85,102,2500,NA,0,N,N,N,Y,1,20,5,0,50,23,50
Bu,Lilium pumilum,China,Qinghai-Tibet Plateau,35.85,102,2500,NA,0,N,N,N,Y,1,20,5,0,50,20,50
Bu,Lilium pumilum,China,Qinghai-Tibet Plateau,35.85,102,2500,NA,0,N,N,N,Y,1,25,10,0,50,19,50
Bu,Lilium pumilum,China,Qinghai-Tibet Plateau,35.85,102,2500,NA,0,N,N,N,Y,1,25,10,0,50,25,50
Bu,Lilium pumilum,China,Qinghai-Tibet Plateau,35.85,102,2500,NA,0,N,N,N,Y,1,20,5,0,50,12,50
LiuGuja,Lilium pumilum DC.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,45,150
LiuGuja,Lilium pumilum DC.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,118,150
LiuGuja,Lilium pumilum DC.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,136,150
LiuGuja,Linum amurense Alef.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,94,150
LiuGuja,Linum amurense Alef.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,120,150
LiuGuja,Linum amurense Alef.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,123,150
Bu,Linum pallescens,China,Qinghai-Tibet Plateau,35.85,102,2251,NA,0,N,N,N,Y,1,20,5,12,50,36,50
Bu,Linum pallescens,China,Qinghai-Tibet Plateau,35.85,102,2251,NA,0,N,N,N,Y,1,20,5,12,50,42,50
Bu,Linum pallescens,China,Qinghai-Tibet Plateau,35.85,102,2251,NA,0,N,N,N,Y,1,20,5,12,50,38,50
LiuGuja,Linum perenne L.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,140,150
LiuGuja,Linum perenne L.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,131,150
LiuGuja,Linum perenne L.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,139,150
Bu,Linum usitatissimum,China,Qinghai-Tibet Plateau,35.85,102,3050,NA,0,N,N,N,Y,1,20,5,0,50,30,50
Bu,Linum usitatissimum,China,Qinghai-Tibet Plateau,35.85,102,3050,NA,0,N,N,N,Y,1,25,10,0,50,48,50
Bu,Linum usitatissimum,China,Qinghai-Tibet Plateau,35.85,102,3050,NA,0,N,N,N,Y,1,20,5,0,50,25,50
Bu,Linum usitatissimum,China,Qinghai-Tibet Plateau,35.85,102,3050,NA,0,N,N,N,Y,1,20,5,0,50,29,50
Bu,Linum usitatissimum,China,Qinghai-Tibet Plateau,35.85,102,3050,NA,0,N,N,N,Y,1,25,10,0,50,49,50
Bu,Linum usitatissimum,China,Qinghai-Tibet Plateau,35.85,102,3050,NA,0,N,N,N,Y,1,25,10,0,50,44,50
LiuGuja,Lloydia oxycarpa Franch.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,35,150
LiuGuja,Lloydia oxycarpa Franch.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,22,150
LiuGuja,Lloydia oxycarpa Franch.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,30,150
Bu,Lolium persicum,China,Qinghai-Tibet Plateau,35.85,102,2000,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Lolium persicum,China,Qinghai-Tibet Plateau,35.85,102,2000,NA,0,N,N,N,Y,1,25,10,0,50,4,50
Bu,Lolium persicum,China,Qinghai-Tibet Plateau,35.85,102,2000,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Lolium persicum,China,Qinghai-Tibet Plateau,35.85,102,2000,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Lolium persicum,China,Qinghai-Tibet Plateau,35.85,102,2000,NA,0,N,N,N,Y,1,25,10,0,50,2,50
Bu,Lolium persicum,China,Qinghai-Tibet Plateau,35.85,102,2000,NA,0,N,N,N,Y,1,25,10,0,50,2,50
Bu,Lomatogonium carinthiacum,China,Qinghai-Tibet Plateau,35.85,102,3903,NA,0,N,N,N,Y,1,20,5,12,50,0,50
Bu,Lomatogonium carinthiacum,China,Qinghai-Tibet Plateau,35.85,102,3903,NA,0,N,N,N,Y,1,20,5,12,50,1,50
Bu,Lomatogonium carinthiacum,China,Qinghai-Tibet Plateau,35.85,102,3903,NA,0,N,N,N,Y,1,20,5,12,50,0,50
Bu,Lomatogonium carinthiacum,China,Qinghai-Tibet Plateau,35.85,102,2940,NA,0,N,N,N,Y,1,25,10,0,50,27,50
Bu,Lomatogonium carinthiacum,China,Qinghai-Tibet Plateau,35.85,102,2940,NA,0,N,N,N,Y,1,20,5,0,50,34,50
Bu,Lomatogonium carinthiacum,China,Qinghai-Tibet Plateau,35.85,102,2940,NA,0,N,N,N,Y,1,20,5,0,50,39,50
Bu,Lomatogonium carinthiacum,China,Qinghai-Tibet Plateau,35.85,102,2940,NA,0,N,N,N,Y,1,20,5,0,50,39,50
Bu,Lomatogonium carinthiacum,China,Qinghai-Tibet Plateau,35.85,102,2940,NA,0,N,N,N,Y,1,25,10,0,50,37,50
Bu,Lomatogonium carinthiacum,China,Qinghai-Tibet Plateau,35.85,102,2940,NA,0,N,N,N,Y,1,25,10,0,50,32,50
LiuGuja,Lomatogonium carinthiacum (Wulf.) Reichb.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,86,150
LiuGuja,Lomatogonium carinthiacum (Wulf.) Reichb.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,97,150
LiuGuja,Lomatogonium carinthiacum (Wulf.) Reichb.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,1,150
Bu,Lomatogonium gamosepalum,China,Qinghai-Tibet Plateau,35.85,102,3011,NA,0,N,N,N,Y,1,20,5,12,50,5,50
Bu,Lomatogonium gamosepalum,China,Qinghai-Tibet Plateau,35.85,102,3011,NA,0,N,N,N,Y,1,20,5,12,50,4,50
Bu,Lomatogonium gamosepalum,China,Qinghai-Tibet Plateau,35.85,102,3011,NA,0,N,N,N,Y,1,20,5,12,50,4,50
Bu,Lomatogonium macranthum,China,Qinghai-Tibet Plateau,35.85,102,3550,NA,0,N,N,N,Y,1,20,5,12,50,31,50
Bu,Lomatogonium macranthum,China,Qinghai-Tibet Plateau,35.85,102,3550,NA,0,N,N,N,Y,1,20,5,12,50,36,50
Bu,Lomatogonium macranthum,China,Qinghai-Tibet Plateau,35.85,102,3550,NA,0,N,N,N,Y,1,20,5,12,50,36,50
LiuGuja,Lomatogonium macranthum (Diels et Gilg) Fern.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,101,150
LiuGuja,Lomatogonium macranthum (Diels et Gilg) Fern.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,72,150
LiuGuja,Lomatogonium macranthum (Diels et Gilg) Fern.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,3,150
Bu,Lomatogonium sp,China,Qinghai-Tibet Plateau,35.85,102,2350,NA,0,N,N,N,Y,1,25,10,0,50,10,50
Bu,Lomatogonium sp,China,Qinghai-Tibet Plateau,35.85,102,2350,NA,0,N,N,N,Y,1,25,10,0,50,8,50
Bu,Lomatogonium sp,China,Qinghai-Tibet Plateau,35.85,102,2350,NA,0,N,N,N,Y,1,20,5,0,50,12,50
Bu,Lomatogonium sp,China,Qinghai-Tibet Plateau,35.85,102,2350,NA,0,N,N,N,Y,1,25,10,0,50,7,50
Bu,Lomatogonium sp,China,Qinghai-Tibet Plateau,35.85,102,2350,NA,0,N,N,N,Y,1,20,5,0,50,7,50
Bu,Lomatogonium sp,China,Qinghai-Tibet Plateau,35.85,102,2350,NA,0,N,N,N,Y,1,20,5,0,50,15,50
Bu,Luzula multiflora,China,Qinghai-Tibet Plateau,35.85,102,3472,NA,0,N,N,N,Y,1,20,5,12,50,49,50
Bu,Luzula multiflora,China,Qinghai-Tibet Plateau,35.85,102,3472,NA,0,N,N,N,Y,1,20,5,12,50,50,50
Bu,Luzula multiflora,China,Qinghai-Tibet Plateau,35.85,102,3472,NA,0,N,N,N,Y,1,20,5,12,50,50,50
Bu,Lysimachia barystachys,China,Qinghai-Tibet Plateau,35.85,102,2188,NA,0,N,N,N,Y,1,20,5,12,50,26,50
Bu,Lysimachia barystachys,China,Qinghai-Tibet Plateau,35.85,102,2188,NA,0,N,N,N,Y,1,20,5,12,50,38,50
Bu,Lysimachia barystachys,China,Qinghai-Tibet Plateau,35.85,102,2188,NA,0,N,N,N,Y,1,20,5,12,50,35,50
Bu,Macleaya microcarpa,China,Qinghai-Tibet Plateau,35.85,102,3300,NA,0,N,N,N,Y,1,20,5,12,50,38,50
Bu,Macleaya microcarpa,China,Qinghai-Tibet Plateau,35.85,102,3300,NA,0,N,N,N,Y,1,20,5,12,50,39,50
Bu,Macleaya microcarpa,China,Qinghai-Tibet Plateau,35.85,102,3300,NA,0,N,N,N,Y,1,20,5,12,50,30,50
Bu,Malcolmia africana,China,Qinghai-Tibet Plateau,35.85,102,3500,NA,0,N,N,N,Y,1,20,5,12,50,1,50
Bu,Malcolmia africana,China,Qinghai-Tibet Plateau,35.85,102,3500,NA,0,N,N,N,Y,1,20,5,12,50,5,50
Bu,Malcolmia africana,China,Qinghai-Tibet Plateau,35.85,102,3500,NA,0,N,N,N,Y,1,20,5,12,50,6,50
Bu,Malcolmia africana,China,Qinghai-Tibet Plateau,35.85,102,3300,NA,0,N,N,N,Y,1,20,5,0,50,1,50
Bu,Malcolmia africana,China,Qinghai-Tibet Plateau,35.85,102,3300,NA,0,N,N,N,Y,1,20,5,0,50,1,50
Bu,Malcolmia africana,China,Qinghai-Tibet Plateau,35.85,102,3300,NA,0,N,N,N,Y,1,25,10,0,50,6,50
Bu,Malcolmia africana,China,Qinghai-Tibet Plateau,35.85,102,3300,NA,0,N,N,N,Y,1,20,5,0,50,1,50
Bu,Malcolmia africana,China,Qinghai-Tibet Plateau,35.85,102,3300,NA,0,N,N,N,Y,1,25,10,0,50,1,50
Bu,Malcolmia africana,China,Qinghai-Tibet Plateau,35.85,102,3300,NA,0,N,N,N,Y,1,25,10,0,50,1,50
LiuGuja,Malcolmia africana (L.) R.Br.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,32,150
LiuGuja,Malcolmia africana (L.) R.Br.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,70,150
LiuGuja,Malcolmia africana (L.) R.Br.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,18,150
Bu,Malva sp.,China,Qinghai-Tibet Plateau,35.85,102,3450,NA,0,N,N,N,Y,1,25,10,0,50,14,50
Bu,Malva sp.,China,Qinghai-Tibet Plateau,35.85,102,3450,NA,0,N,N,N,Y,1,25,10,0,50,25,50
Bu,Malva sp.,China,Qinghai-Tibet Plateau,35.85,102,3450,NA,0,N,N,N,Y,1,20,5,0,50,26,50
Bu,Malva sp.,China,Qinghai-Tibet Plateau,35.85,102,3450,NA,0,N,N,N,Y,1,20,5,0,50,23,50
Bu,Malva sp.,China,Qinghai-Tibet Plateau,35.85,102,3450,NA,0,N,N,N,Y,1,20,5,0,50,20,50
Bu,Malva sp.,China,Qinghai-Tibet Plateau,35.85,102,3450,NA,0,N,N,N,Y,1,25,10,0,50,24,50
Bu,Malva verticillata,China,Qinghai-Tibet Plateau,35.85,102,2950,NA,0,N,N,N,Y,1,25,10,0,50,9,50
Bu,Malva verticillata,China,Qinghai-Tibet Plateau,35.85,102,2950,NA,0,N,N,N,Y,1,25,10,0,50,12,50
Bu,Malva verticillata,China,Qinghai-Tibet Plateau,35.85,102,2950,NA,0,N,N,N,Y,1,25,10,0,50,18,50
Bu,Malva verticillata,China,Qinghai-Tibet Plateau,35.85,102,2950,NA,0,N,N,N,Y,1,20,5,0,50,11,50
Bu,Malva verticillata,China,Qinghai-Tibet Plateau,35.85,102,2950,NA,0,N,N,N,Y,1,20,5,0,50,11,50
Bu,Malva verticillata,China,Qinghai-Tibet Plateau,35.85,102,2950,NA,0,N,N,N,Y,1,20,5,0,50,8,50
Bu,Malva verticillata,China,Qinghai-Tibet Plateau,35.85,102,2700,NA,0,N,N,N,Y,1,20,5,0,50,14,50
Bu,Malva verticillata,China,Qinghai-Tibet Plateau,35.85,102,2700,NA,0,N,N,N,Y,1,25,10,0,50,15,50
Bu,Malva verticillata,China,Qinghai-Tibet Plateau,35.85,102,2700,NA,0,N,N,N,Y,1,20,5,0,50,13,50
Bu,Malva verticillata,China,Qinghai-Tibet Plateau,35.85,102,2700,NA,0,N,N,N,Y,1,25,10,0,50,16,50
Bu,Malva verticillata,China,Qinghai-Tibet Plateau,35.85,102,2700,NA,0,N,N,N,Y,1,20,5,0,50,13,50
Bu,Malva verticillata,China,Qinghai-Tibet Plateau,35.85,102,2700,NA,0,N,N,N,Y,1,25,10,0,50,7,50
Bu,Malva verticillata,China,Qinghai-Tibet Plateau,35.85,102,2532,NA,0,N,N,N,Y,1,20,5,12,50,16,50
Bu,Malva verticillata,China,Qinghai-Tibet Plateau,35.85,102,2532,NA,0,N,N,N,Y,1,20,5,12,50,18,50
Bu,Malva verticillata,China,Qinghai-Tibet Plateau,35.85,102,2532,NA,0,N,N,N,Y,1,20,5,12,50,13,50
LiuGuja,Malva verticillata L. var. chinensis (Miller) S.Y.Hu,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,49,150
LiuGuja,Malva verticillata L. var. chinensis (Miller) S.Y.Hu,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,15,150
LiuGuja,Malva verticillata L. var. chinensis (Miller) S.Y.Hu,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,37,150
Bu,Meconopsis horridula,China,Qinghai-Tibet Plateau,35.85,102,3903,NA,0,N,N,N,Y,1,20,5,12,50,36,50
Bu,Meconopsis horridula,China,Qinghai-Tibet Plateau,35.85,102,3903,NA,0,N,N,N,Y,1,20,5,12,50,33,50
Bu,Meconopsis horridula,China,Qinghai-Tibet Plateau,35.85,102,3903,NA,0,N,N,N,Y,1,20,5,12,50,34,50
LiuGuja,Meconopsis horridula Hook. f. et Thoms.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,34,150
LiuGuja,Meconopsis horridula Hook. f. et Thoms.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,98,150
LiuGuja,Meconopsis horridula Hook. f. et Thoms.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,87,150
Bu,Meconopsis integrifolia,China,Qinghai-Tibet Plateau,35.85,102,3150,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Meconopsis integrifolia,China,Qinghai-Tibet Plateau,35.85,102,3150,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Meconopsis integrifolia,China,Qinghai-Tibet Plateau,35.85,102,3150,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Meconopsis integrifolia,China,Qinghai-Tibet Plateau,35.85,102,3150,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Meconopsis integrifolia,China,Qinghai-Tibet Plateau,35.85,102,3150,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Meconopsis integrifolia,China,Qinghai-Tibet Plateau,35.85,102,3150,NA,0,N,N,N,Y,1,25,10,0,50,0,50
LiuGuja,Meconopsis integrifolia (Maxim.) Franch.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,0,150
LiuGuja,Meconopsis integrifolia (Maxim.) Franch.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,0,150
LiuGuja,Meconopsis integrifolia (Maxim.) Franch.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,0,150
LiuGuja,Meconopsis punicea Maxim.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,0,150
LiuGuja,Meconopsis punicea Maxim.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,1,150
LiuGuja,Meconopsis punicea Maxim.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,0,150
LiuGuja,Meconopsis quintuplinervia Regel,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,0,150
LiuGuja,Meconopsis quintuplinervia Regel,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,0,150
LiuGuja,Meconopsis quintuplinervia Regel,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,0,150
LiuGuja,Medicago archiducis-nicolai Sirj.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,25,150
LiuGuja,Medicago archiducis-nicolai Sirj.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,29,150
LiuGuja,Medicago archiducis-nicolai Sirj.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,27,150
Bu,Medicago archiduisni,China,Qinghai-Tibet Plateau,35.85,102,3582,NA,0,N,N,N,Y,1,20,5,12,50,1,50
Bu,Medicago archiduisni,China,Qinghai-Tibet Plateau,35.85,102,3582,NA,0,N,N,N,Y,1,20,5,12,50,1,50
Bu,Medicago archiduisni,China,Qinghai-Tibet Plateau,35.85,102,3582,NA,0,N,N,N,Y,1,20,5,12,50,3,50
Bu,Medicago lupulina,China,Qinghai-Tibet Plateau,35.85,102,2081,NA,0,N,N,N,Y,1,20,5,12,50,4,50
Bu,Medicago lupulina,China,Qinghai-Tibet Plateau,35.85,102,2081,NA,0,N,N,N,Y,1,20,5,12,50,2,50
Bu,Medicago lupulina,China,Qinghai-Tibet Plateau,35.85,102,2081,NA,0,N,N,N,Y,1,20,5,12,50,0,50
Bu,Medicago lupulina,China,Qinghai-Tibet Plateau,35.85,102,2100,NA,0,N,N,N,Y,1,20,5,0,50,1,50
Bu,Medicago lupulina,China,Qinghai-Tibet Plateau,35.85,102,2100,NA,0,N,N,N,Y,1,20,5,0,50,4,50
Bu,Medicago lupulina,China,Qinghai-Tibet Plateau,35.85,102,2100,NA,0,N,N,N,Y,1,25,10,0,50,2,50
Bu,Medicago lupulina,China,Qinghai-Tibet Plateau,35.85,102,2100,NA,0,N,N,N,Y,1,20,5,0,50,2,50
Bu,Medicago lupulina,China,Qinghai-Tibet Plateau,35.85,102,2100,NA,0,N,N,N,Y,1,25,10,0,50,3,50
Bu,Medicago lupulina,China,Qinghai-Tibet Plateau,35.85,102,2100,NA,0,N,N,N,Y,1,25,10,0,50,2,50
LiuGuja,Medicago lupulina L.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,6,150
LiuGuja,Medicago lupulina L.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,9,150
LiuGuja,Medicago lupulina L.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,10,150
Bu,Medicago minima,China,Qinghai-Tibet Plateau,35.85,102,2900,NA,0,N,N,N,Y,1,20,5,0,50,1,50
Bu,Medicago minima,China,Qinghai-Tibet Plateau,35.85,102,2900,NA,0,N,N,N,Y,1,20,5,0,50,10,50
Bu,Medicago minima,China,Qinghai-Tibet Plateau,35.85,102,2900,NA,0,N,N,N,Y,1,25,10,0,50,5,50
Bu,Medicago minima,China,Qinghai-Tibet Plateau,35.85,102,2900,NA,0,N,N,N,Y,1,20,5,0,50,6,50
Bu,Medicago minima,China,Qinghai-Tibet Plateau,35.85,102,2900,NA,0,N,N,N,Y,1,25,10,0,50,1,50
Bu,Medicago minima,China,Qinghai-Tibet Plateau,35.85,102,2900,NA,0,N,N,N,Y,1,25,10,0,50,9,50
Bu,Medicago ruthenica,China,Qinghai-Tibet Plateau,35.85,102,2926,NA,0,N,N,N,Y,1,20,5,12,50,12,50
Bu,Medicago ruthenica,China,Qinghai-Tibet Plateau,35.85,102,2926,NA,0,N,N,N,Y,1,20,5,12,50,17,50
Bu,Medicago ruthenica,China,Qinghai-Tibet Plateau,35.85,102,2926,NA,0,N,N,N,Y,1,20,5,12,50,20,50
Bu,Medicago ruthenica,China,Qinghai-Tibet Plateau,35.85,102,2900,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Medicago ruthenica,China,Qinghai-Tibet Plateau,35.85,102,2900,NA,0,N,N,N,Y,1,25,10,0,50,1,50
Bu,Medicago ruthenica,China,Qinghai-Tibet Plateau,35.85,102,2900,NA,0,N,N,N,Y,1,20,5,0,50,3,50
Bu,Medicago ruthenica,China,Qinghai-Tibet Plateau,35.85,102,2900,NA,0,N,N,N,Y,1,25,10,0,50,1,50
Bu,Medicago ruthenica,China,Qinghai-Tibet Plateau,35.85,102,2900,NA,0,N,N,N,Y,1,20,5,0,50,1,50
Bu,Medicago ruthenica,China,Qinghai-Tibet Plateau,35.85,102,2900,NA,0,N,N,N,Y,1,20,5,0,50,4,50
LiuGuja,Medicago ruthenica (L.) Trautv.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,16,150
LiuGuja,Medicago ruthenica (L.) Trautv.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,25,150
LiuGuja,Medicago ruthenica (L.) Trautv.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,9,150
Bu,Medicago sativa,China,Qinghai-Tibet Plateau,35.85,102,2380,NA,0,N,N,N,Y,1,20,5,12,50,8,50
Bu,Medicago sativa,China,Qinghai-Tibet Plateau,35.85,102,2380,NA,0,N,N,N,Y,1,20,5,12,50,14,50
Bu,Medicago sativa,China,Qinghai-Tibet Plateau,35.85,102,2380,NA,0,N,N,N,Y,1,20,5,12,50,14,50
Bu,Medicago sp,China,Qinghai-Tibet Plateau,35.85,102,2955,NA,0,N,N,N,Y,1,20,5,12,50,2,50
Bu,Medicago sp,China,Qinghai-Tibet Plateau,35.85,102,2955,NA,0,N,N,N,Y,1,20,5,12,50,2,50
Bu,Medicago sp,China,Qinghai-Tibet Plateau,35.85,102,2955,NA,0,N,N,N,Y,1,20,5,12,50,1,50
Bu,Medicago sp.,China,Qinghai-Tibet Plateau,35.85,102,2400,NA,0,N,N,N,Y,1,25,10,0,50,2,50
Bu,Medicago sp.,China,Qinghai-Tibet Plateau,35.85,102,2400,NA,0,N,N,N,Y,1,20,5,0,50,3,50
Bu,Medicago sp.,China,Qinghai-Tibet Plateau,35.85,102,2400,NA,0,N,N,N,Y,1,25,10,0,50,6,50
Bu,Medicago sp.,China,Qinghai-Tibet Plateau,35.85,102,2400,NA,0,N,N,N,Y,1,25,10,0,50,0,50
Bu,Medicago sp.,China,Qinghai-Tibet Plateau,35.85,102,2400,NA,0,N,N,N,Y,1,20,5,0,50,1,50
Bu,Medicago sp.,China,Qinghai-Tibet Plateau,35.85,102,2400,NA,0,N,N,N,Y,1,20,5,0,50,3,50
LiuGuja,Medicago varia Martyn.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,25,150
LiuGuja,Medicago varia Martyn.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,25,150
LiuGuja,Medicago varia Martyn.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,33,150
LiuGuja,Megacarpaea delavayi Franch.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,10,150
LiuGuja,Megacarpaea delavayi Franch.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,2,150
LiuGuja,Megacarpaea delavayi Franch.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,4,150
LiuGuja,Melandrium apricum (Turcz. ex Fisch. et. Mey.) Rohrb.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,25,5,0.5,150,150,150
LiuGuja,Melandrium apricum (Turcz. ex Fisch. et. Mey.) Rohrb.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,20,10,0.5,150,140,150
LiuGuja,Melandrium apricum (Turcz. ex Fisch. et. Mey.) Rohrb.,China,Qinghai-Tibet Plateau,35.85,102,2800-4200,NA,0,N,N,N,Y,1,15,15,0.5,150,149,150
Bu,Melandrium sp1.,China,Qinghai-Tibet Plateau,35.85,102,2000,NA,0,N,N,N,Y,1,20,5,0,50,1,50
Bu,Melandrium sp1.,China,Qinghai-Tibet Plateau,35.85,102,2000,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Melandrium sp1.,China,Qinghai-Tibet Plateau,35.85,102,2000,NA,0,N,N,N,Y,1,25,10,0,50,49,50
Bu,Melandrium sp1.,China,Qinghai-Tibet Plateau,35.85,102,2000,NA,0,N,N,N,Y,1,20,5,0,50,0,50
Bu,Melandrium sp1.,China,Qinghai-Tibet Plateau,35.85,102,2000,NA,0,N,N,N,Y,1,25,10,0,50,61,50
Bu,Melandrium sp1.,China,Qinghai-Tibet Plateau,35.85,102,2000,NA,0,N,N,N,Y,1,25,10,0,50,50,50
Bu,Melandrium sp10.,China,Qinghai-Tibet Plateau,35.85,102,2400,NA,0,N,N,N,Y,1,20,5,0,50,31,50
Bu,Melandrium sp10.,China,Qinghai-Tibet Plateau,35.85,102,2400,NA,0,N,N,N,Y,1,20,5,0,50,35,50
