ID,Days,Germinated,Tmax,Tmin,Light
9.6,60,1,20,5,0
9.6,60,2,20,5,0
9.61,60,1,20,5,0
9.61,60,2,20,5,0
9.61,60,0,20,5,0
9.64,60,5,20,5,0
9.64,60,7,20,5,0
9.64,60,4,20,5,0
9.65,60,8,20,5,0
9.65,60,6,20,5,0
9.65,60,4,20,5,0
9.66,60,7,20,5,0
9.66,60,8,20,5,0
9.66,60,8,20,5,0
9.67,60,21,20,5,0
9.67,60,22,20,5,0
9.67,60,23,20,5,0
9.68,60,8,20,5,0
9.68,60,4,20,5,0
9.68,60,10,20,5,0
9.69,60,4,20,5,0
9.69,60,2,20,5,0
9.69,60,7,20,5,0
10.01,60,48,20,5,0
10.01,60,46,20,5,0
10.01,60,37,20,5,0
10.02,60,39,20,5,0
10.02,60,39,20,5,0
10.02,60,36,20,5,0
10.03,60,43,20,5,0
10.03,60,49,20,5,0
10.03,60,42,20,5,0
10.04,60,43,20,5,0
10.04,60,42,20,5,0
10.04,60,58,20,5,0
10.05,60,51,20,5,0
10.05,60,51,20,5,0
10.05,60,48,20,5,0
10.06,60,42,20,5,0
10.06,60,43,20,5,0
10.06,60,45,20,5,0
10.07,60,45,20,5,0
10.07,60,40,20,5,0
10.07,60,49,20,5,0
10.08,60,0,20,5,0
10.08,60,0,20,5,0
10.08,60,0,20,5,0
10.09,60,46,20,5,0
10.09,60,37,20,5,0
10.09,60,38,20,5,0
10.1,60,41,20,5,0
10.1,60,44,20,5,0
10.1,60,47,20,5,0
10.11,60,45,20,5,0
10.11,60,42,20,5,0
10.11,60,38,20,5,0
10.12,60,84,20,5,0
10.12,60,86,20,5,0
10.12,60,82,20,5,0
10.13,60,41,20,5,0
10.13,60,41,20,5,0
10.13,60,33,20,5,0
10.14,60,38,20,5,0
10.14,60,44,20,5,0
10.14,60,26,20,5,0
10.15,60,47,20,5,0
10.15,60,48,20,5,0
10.15,60,34,20,5,0
10.16,60,9,20,5,0
10.16,60,6,20,5,0
10.16,60,7,20,5,0
10.17,60,43,20,5,0
10.17,60,46,20,5,0
10.17,60,46,20,5,0
10.19,60,0,20,5,0
10.19,60,1,20,5,0
10.19,60,0,20,5,0
10.2,60,48,20,5,0
10.2,60,47,20,5,0
10.2,60,47,20,5,0
10.21,60,54,20,5,0
10.21,60,45,20,5,0
10.21,60,35,20,5,0
10.22,60,8,20,5,0
10.22,60,11,20,5,0
10.22,60,4,20,5,0
10.23,60,47,20,5,0
10.23,60,47,20,5,0
10.23,60,47,20,5,0
10.24,60,0,20,5,0
10.24,60,0,20,5,0
10.24,60,0,20,5,0
10.25,60,46,20,5,0
10.25,60,34,20,5,0
10.25,60,35,20,5,0
10.26,60,2,20,5,0
10.26,60,4,20,5,0
10.26,60,0,20,5,0
10.27,60,31,20,5,0
10.27,60,23,20,5,0
10.27,60,26,20,5,0
10.28,60,31,20,5,0
10.28,60,36,20,5,0
