"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date","Name","Longevity","Dispersal","Elevation","Days","Germinated","Tmax","Tmin","Light"
"Orostachys fimbriatus","Orostachys","","fimbriatus",NA,NA,"","","kew-2387115",TRUE,"1.1","Accepted","Crassulaceae","Orostachys","","fimbriata","","","(Turcz.) A.Berger","kew-2387115","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Orostachys fimbriata","P","unassisted",2282,40,30,20,5,12
"Orostachys fimbriatus","Orostachys","","fimbriatus",NA,NA,"","","kew-2387115",TRUE,"1.1","Accepted","Crassulaceae","Orostachys","","fimbriata","","","(Turcz.) A.Berger","kew-2387115","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Orostachys fimbriata","P","unassisted",2282,40,23,20,5,12
"Orostachys fimbriatus","Orostachys","","fimbriatus",NA,NA,"","","kew-2387115",TRUE,"1.1","Accepted","Crassulaceae","Orostachys","","fimbriata","","","(Turcz.) A.Berger","kew-2387115","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Orostachys fimbriata","P","unassisted",2282,40,28,20,5,12
"Oryzopsis munroi Stapf ex Hook.f.Michx.","Oryzopsis","","munroi",NA,NA,"","Stapf ex Hook.f.Michx.","kew-426829",TRUE,"1.1","Synonym","Poaceae","Piptatherum","","munroi","","","(Stapf ex Hook.f.) Mez","kew-434470","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Piptatherum munroi","P","unassisted",2940,60,40,25,10,0
"Oryzopsis munroi Stapf ex Hook.f.Michx.","Oryzopsis","","munroi",NA,NA,"","Stapf ex Hook.f.Michx.","kew-426829",TRUE,"1.1","Synonym","Poaceae","Piptatherum","","munroi","","","(Stapf ex Hook.f.) Mez","kew-434470","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Piptatherum munroi","P","unassisted",2940,60,44,20,5,0
"Oryzopsis munroi Stapf ex Hook.f.Michx.","Oryzopsis","","munroi",NA,NA,"","Stapf ex Hook.f.Michx.","kew-426829",TRUE,"1.1","Synonym","Poaceae","Piptatherum","","munroi","","","(Stapf ex Hook.f.) Mez","kew-434470","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Piptatherum munroi","P","unassisted",2940,60,47,20,5,0
"Oryzopsis munroi Stapf ex Hook.f.Michx.","Oryzopsis","","munroi",NA,NA,"","Stapf ex Hook.f.Michx.","kew-426829",TRUE,"1.1","Synonym","Poaceae","Piptatherum","","munroi","","","(Stapf ex Hook.f.) Mez","kew-434470","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Piptatherum munroi","P","unassisted",2940,60,52,25,10,0
"Oryzopsis munroi Stapf ex Hook.f.Michx.","Oryzopsis","","munroi",NA,NA,"","Stapf ex Hook.f.Michx.","kew-426829",TRUE,"1.1","Synonym","Poaceae","Piptatherum","","munroi","","","(Stapf ex Hook.f.) Mez","kew-434470","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Piptatherum munroi","P","unassisted",2940,60,41,20,5,0
"Oryzopsis munroi Stapf ex Hook.f.Michx.","Oryzopsis","","munroi",NA,NA,"","Stapf ex Hook.f.Michx.","kew-426829",TRUE,"1.1","Synonym","Poaceae","Piptatherum","","munroi","","","(Stapf ex Hook.f.) Mez","kew-434470","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Piptatherum munroi","P","unassisted",2940,60,51,25,10,0
"Oryzopsis tibetica","Oryzopsis","","tibetica",NA,NA,"","","kew-426875",TRUE,"1.1","Synonym","Poaceae","Piptatherum","","tibeticum","","","Roshev.","kew-434508","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Piptatherum tibeticum","P","unassisted",2659,40,21,20,5,12
"Oryzopsis tibetica","Oryzopsis","","tibetica",NA,NA,"","","kew-426875",TRUE,"1.1","Synonym","Poaceae","Piptatherum","","tibeticum","","","Roshev.","kew-434508","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Piptatherum tibeticum","P","unassisted",2659,40,25,20,5,12
"Oryzopsis tibetica","Oryzopsis","","tibetica",NA,NA,"","","kew-426875",TRUE,"1.1","Synonym","Poaceae","Piptatherum","","tibeticum","","","Roshev.","kew-434508","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Piptatherum tibeticum","P","unassisted",2659,40,20,20,5,12
"Oxytropis coerulea(Pall.)DC","Oxytropis","","coerulea",NA,NA,"","(Pall.)DC","ild-45473",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","coerulea","","","(Pall.) DC.","ild-45473","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis coerulea","P","unassisted",2700,60,8,20,5,0
"Oxytropis coerulea(Pall.)DC","Oxytropis","","coerulea",NA,NA,"","(Pall.)DC","ild-45473",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","coerulea","","","(Pall.) DC.","ild-45473","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis coerulea","P","unassisted",2700,60,5,20,5,0
"Oxytropis coerulea(Pall.)DC","Oxytropis","","coerulea",NA,NA,"","(Pall.)DC","ild-45473",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","coerulea","","","(Pall.) DC.","ild-45473","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis coerulea","P","unassisted",2700,60,3,25,10,0
"Oxytropis coerulea(Pall.)DC","Oxytropis","","coerulea",NA,NA,"","(Pall.)DC","ild-45473",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","coerulea","","","(Pall.) DC.","ild-45473","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis coerulea","P","unassisted",2700,60,4,25,10,0
"Oxytropis coerulea(Pall.)DC","Oxytropis","","coerulea",NA,NA,"","(Pall.)DC","ild-45473",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","coerulea","","","(Pall.) DC.","ild-45473","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis coerulea","P","unassisted",2700,60,1,25,10,0
"Oxytropis coerulea(Pall.)DC","Oxytropis","","coerulea",NA,NA,"","(Pall.)DC","ild-45473",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","coerulea","","","(Pall.) DC.","ild-45473","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis coerulea","P","unassisted",2700,60,2,20,5,0
"Oxytropis falcata Bge","Oxytropis","","falcata",NA,NA,"","Bge","ild-45486",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","falcata","","","Bunge","ild-45486","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis falcata","P","unassisted",3450,60,13,25,10,0
"Oxytropis falcata Bge","Oxytropis","","falcata",NA,NA,"","Bge","ild-45486",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","falcata","","","Bunge","ild-45486","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis falcata","P","unassisted",3450,60,7,25,10,0
"Oxytropis falcata Bge","Oxytropis","","falcata",NA,NA,"","Bge","ild-45486",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","falcata","","","Bunge","ild-45486","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis falcata","P","unassisted",3450,60,4,20,5,0
"Oxytropis falcata Bge","Oxytropis","","falcata",NA,NA,"","Bge","ild-45486",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","falcata","","","Bunge","ild-45486","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis falcata","P","unassisted",3450,60,8,20,5,0
"Oxytropis falcata Bge","Oxytropis","","falcata",NA,NA,"","Bge","ild-45486",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","falcata","","","Bunge","ild-45486","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis falcata","P","unassisted",3450,60,11,25,10,0
"Oxytropis falcata Bge","Oxytropis","","falcata",NA,NA,"","Bge","ild-45486",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","falcata","","","Bunge","ild-45486","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis falcata","P","unassisted",3450,60,5,20,5,0
"Oxytropis kansuensis","Oxytropis","","kansuensis",NA,NA,"","","ild-45524",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","kansuensis","","","Bunge","ild-45524","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis kansuensis","P","unassisted",3550,40,2,20,5,12
"Oxytropis kansuensis","Oxytropis","","kansuensis",NA,NA,"","","ild-45524",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","kansuensis","","","Bunge","ild-45524","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis kansuensis","P","unassisted",3550,40,9,20,5,12
"Oxytropis kansuensis","Oxytropis","","kansuensis",NA,NA,"","","ild-45524",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","kansuensis","","","Bunge","ild-45524","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis kansuensis","P","unassisted",3550,40,11,20,5,12
"Oxytropis kansuensis Bunge","Oxytropis","","kansuensis",NA,NA,"","Bunge","ild-45524",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","kansuensis","","","Bunge","ild-45524","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis kansuensis","P","unassisted",3500,60,5,25,10,0
"Oxytropis kansuensis Bunge","Oxytropis","","kansuensis",NA,NA,"","Bunge","ild-45524",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","kansuensis","","","Bunge","ild-45524","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis kansuensis","P","unassisted",3500,60,3,25,10,0
"Oxytropis kansuensis Bunge","Oxytropis","","kansuensis",NA,NA,"","Bunge","ild-45524",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","kansuensis","","","Bunge","ild-45524","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis kansuensis","P","unassisted",3500,60,4,25,10,0
"Oxytropis kansuensis Bunge","Oxytropis","","kansuensis",NA,NA,"","Bunge","ild-45524",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","kansuensis","","","Bunge","ild-45524","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis kansuensis","P","unassisted",3500,60,7,20,5,0
"Oxytropis kansuensis Bunge","Oxytropis","","kansuensis",NA,NA,"","Bunge","ild-45524",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","kansuensis","","","Bunge","ild-45524","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis kansuensis","P","unassisted",3500,60,5,20,5,0
"Oxytropis kansuensis Bunge","Oxytropis","","kansuensis",NA,NA,"","Bunge","ild-45524",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","kansuensis","","","Bunge","ild-45524","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis kansuensis","P","unassisted",3500,60,8,20,5,0
"Oxytropis longipedunculata","Oxytropis","","longipedunculata",NA,NA,"","","ild-45544",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","longipedunculata","","","C.W.Chang","ild-45544","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis longipedunculata","P","unassisted",3021,40,7,20,5,12
"Oxytropis longipedunculata","Oxytropis","","longipedunculata",NA,NA,"","","ild-45544",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","longipedunculata","","","C.W.Chang","ild-45544","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis longipedunculata","P","unassisted",3021,40,10,20,5,12
"Oxytropis longipedunculata","Oxytropis","","longipedunculata",NA,NA,"","","ild-45544",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","longipedunculata","","","C.W.Chang","ild-45544","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis longipedunculata","P","unassisted",3021,40,11,20,5,12
"Oxytropis ochrocephala","Oxytropis","","ochrocephala",NA,NA,"","","ild-32347",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","ochrocephala","","","Bunge","ild-32347","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis ochrocephala","P","unassisted",3240,40,5,20,5,12
"Oxytropis ochrocephala","Oxytropis","","ochrocephala",NA,NA,"","","ild-32347",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","ochrocephala","","","Bunge","ild-32347","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis ochrocephala","P","unassisted",3240,40,2,20,5,12
"Oxytropis ochrocephala","Oxytropis","","ochrocephala",NA,NA,"","","ild-32347",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","ochrocephala","","","Bunge","ild-32347","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis ochrocephala","P","unassisted",3240,40,1,20,5,12
"Oxytropis ochrocephala ","Oxytropis","","ochrocephala",NA,NA,"","","ild-32347",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","ochrocephala","","","Bunge","ild-32347","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis ochrocephala","P","unassisted",2954,40,10,20,5,12
"Oxytropis ochrocephala ","Oxytropis","","ochrocephala",NA,NA,"","","ild-32347",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","ochrocephala","","","Bunge","ild-32347","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis ochrocephala","P","unassisted",2954,40,7,20,5,12
"Oxytropis ochrocephala ","Oxytropis","","ochrocephala",NA,NA,"","","ild-32347",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","ochrocephala","","","Bunge","ild-32347","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis ochrocephala","P","unassisted",2954,40,9,20,5,12
"Oxytropis ochrocephala Bunge","Oxytropis","","ochrocephala",NA,NA,"","Bunge","ild-32347",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","ochrocephala","","","Bunge","ild-32347","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis ochrocephala","P","unassisted",3050,60,2,25,10,0
"Oxytropis ochrocephala Bunge","Oxytropis","","ochrocephala",NA,NA,"","Bunge","ild-32347",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","ochrocephala","","","Bunge","ild-32347","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis ochrocephala","P","unassisted",3050,60,5,25,10,0
"Oxytropis ochrocephala Bunge","Oxytropis","","ochrocephala",NA,NA,"","Bunge","ild-32347",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","ochrocephala","","","Bunge","ild-32347","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis ochrocephala","P","unassisted",3050,60,0,20,5,0
"Oxytropis ochrocephala Bunge","Oxytropis","","ochrocephala",NA,NA,"","Bunge","ild-32347",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","ochrocephala","","","Bunge","ild-32347","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis ochrocephala","P","unassisted",3050,60,2,20,5,0
"Oxytropis ochrocephala Bunge","Oxytropis","","ochrocephala",NA,NA,"","Bunge","ild-32347",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","ochrocephala","","","Bunge","ild-32347","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis ochrocephala","P","unassisted",3050,60,3,20,5,0
"Oxytropis ochrocephala Bunge","Oxytropis","","ochrocephala",NA,NA,"","Bunge","ild-32347",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","ochrocephala","","","Bunge","ild-32347","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis ochrocephala","P","unassisted",3050,60,6,25,10,0
"Oxytropis sp1.","Oxytropis","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp1.","P","unassisted",2200,60,5,25,10,0
"Oxytropis sp1.","Oxytropis","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp1.","P","unassisted",2200,60,3,25,10,0
"Oxytropis sp1.","Oxytropis","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp1.","P","unassisted",2200,60,1,20,5,0
"Oxytropis sp1.","Oxytropis","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp1.","P","unassisted",2200,60,3,20,5,0
"Oxytropis sp1.","Oxytropis","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp1.","P","unassisted",2200,60,4,20,5,0
"Oxytropis sp1.","Oxytropis","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp1.","P","unassisted",2200,60,4,25,10,0
"Oxytropis sp2.","Oxytropis","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp2.","P","unassisted",2400,60,5,20,5,0
"Oxytropis sp2.","Oxytropis","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp2.","P","unassisted",2400,60,3,25,10,0
"Oxytropis sp2.","Oxytropis","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp2.","P","unassisted",2400,60,6,25,10,0
"Oxytropis sp2.","Oxytropis","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp2.","P","unassisted",2400,60,6,20,5,0
"Oxytropis sp2.","Oxytropis","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp2.","P","unassisted",2400,60,4,25,10,0
"Oxytropis sp2.","Oxytropis","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp2.","P","unassisted",2400,60,5,20,5,0
"Oxytropis sp3.","Oxytropis","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp3.","P","unassisted",2200,60,2,20,5,0
"Oxytropis sp3.","Oxytropis","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp3.","P","unassisted",2200,60,3,25,10,0
"Oxytropis sp3.","Oxytropis","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp3.","P","unassisted",2200,60,6,20,5,0
"Oxytropis sp3.","Oxytropis","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp3.","P","unassisted",2200,60,7,25,10,0
"Oxytropis sp3.","Oxytropis","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp3.","P","unassisted",2200,60,4,20,5,0
"Oxytropis sp3.","Oxytropis","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp3.","P","unassisted",2200,60,3,25,10,0
"Oxytropis sp4.","Oxytropis","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp4.","P","unassisted",3500,60,4,20,5,0
"Oxytropis sp4.","Oxytropis","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp4.","P","unassisted",3500,60,6,20,5,0
"Oxytropis sp4.","Oxytropis","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp4.","P","unassisted",3500,60,2,25,10,0
"Oxytropis sp4.","Oxytropis","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp4.","P","unassisted",3500,60,8,20,5,0
"Oxytropis sp4.","Oxytropis","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp4.","P","unassisted",3500,60,2,25,10,0
"Oxytropis sp4.","Oxytropis","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Oxytropis sp4.","P","unassisted",3500,60,3,25,10,0
"Paeonia veitchii Lynch","Paeonia","","veitchii",NA,NA,"","Lynch","kew-2560989",TRUE,"1.1","Synonym","Paeoniaceae","Paeonia","","anomala","subsp.","veitchii","(Lynch) D.Y.Hong & K.Y.Pan","kew-2560919","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Paeonia anomala","P","unassisted",3550,60,0,20,5,0
"Paeonia veitchii Lynch","Paeonia","","veitchii",NA,NA,"","Lynch","kew-2560989",TRUE,"1.1","Synonym","Paeoniaceae","Paeonia","","anomala","subsp.","veitchii","(Lynch) D.Y.Hong & K.Y.Pan","kew-2560919","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Paeonia anomala","P","unassisted",3550,60,0,25,10,0
"Paeonia veitchii Lynch","Paeonia","","veitchii",NA,NA,"","Lynch","kew-2560989",TRUE,"1.1","Synonym","Paeoniaceae","Paeonia","","anomala","subsp.","veitchii","(Lynch) D.Y.Hong & K.Y.Pan","kew-2560919","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Paeonia anomala","P","unassisted",3550,60,0,25,10,0
"Paeonia veitchii Lynch","Paeonia","","veitchii",NA,NA,"","Lynch","kew-2560989",TRUE,"1.1","Synonym","Paeoniaceae","Paeonia","","anomala","subsp.","veitchii","(Lynch) D.Y.Hong & K.Y.Pan","kew-2560919","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Paeonia anomala","P","unassisted",3550,60,0,25,10,0
"Paeonia veitchii Lynch","Paeonia","","veitchii",NA,NA,"","Lynch","kew-2560989",TRUE,"1.1","Synonym","Paeoniaceae","Paeonia","","anomala","subsp.","veitchii","(Lynch) D.Y.Hong & K.Y.Pan","kew-2560919","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Paeonia anomala","P","unassisted",3550,60,3,20,5,0
"Paeonia veitchii Lynch","Paeonia","","veitchii",NA,NA,"","Lynch","kew-2560989",TRUE,"1.1","Synonym","Paeoniaceae","Paeonia","","anomala","subsp.","veitchii","(Lynch) D.Y.Hong & K.Y.Pan","kew-2560919","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Paeonia anomala","P","unassisted",3550,60,6,20,5,0
"Parasenecio roborowskii","Parasenecio","","roborowskii",NA,NA,"","","gcc-1461",TRUE,"1.1","Accepted","Compositae","Parasenecio","","roborowskii","","","(Maxim.) Y.L.Chen","gcc-1461","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Parasenecio roborowskii","P","wind",2081,40,29,20,5,12
"Parasenecio roborowskii","Parasenecio","","roborowskii",NA,NA,"","","gcc-1461",TRUE,"1.1","Accepted","Compositae","Parasenecio","","roborowskii","","","(Maxim.) Y.L.Chen","gcc-1461","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Parasenecio roborowskii","P","wind",2081,40,42,20,5,12
"Parasenecio roborowskii","Parasenecio","","roborowskii",NA,NA,"","","gcc-1461",TRUE,"1.1","Accepted","Compositae","Parasenecio","","roborowskii","","","(Maxim.) Y.L.Chen","gcc-1461","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Parasenecio roborowskii","P","wind",2081,40,33,20,5,12
"Parasenecio sinica","Parasenecio","","sinica",NA,NA,"","","gcc-40692",TRUE,"1.1","Accepted","Compositae","Parasenecio","","sinicus","","","(Ling) Y.L.Chen","gcc-40692","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Parasenecio sinicus","P","wind",2691,40,39,20,5,12
"Parasenecio sinica","Parasenecio","","sinica",NA,NA,"","","gcc-40692",TRUE,"1.1","Accepted","Compositae","Parasenecio","","sinicus","","","(Ling) Y.L.Chen","gcc-40692","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Parasenecio sinicus","P","wind",2691,40,38,20,5,12
"Parasenecio sinica","Parasenecio","","sinica",NA,NA,"","","gcc-40692",TRUE,"1.1","Accepted","Compositae","Parasenecio","","sinicus","","","(Ling) Y.L.Chen","gcc-40692","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Parasenecio sinicus","P","wind",2691,40,35,20,5,12
"Parassia brevistyle ","Parassia","","brevistyle",NA,NA,"","","",FALSE,"1.1","","","Parassia","","brevistyle",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Parassia brevistyle","P","unassisted",3061,40,19,20,5,12
"Parassia brevistyle ","Parassia","","brevistyle",NA,NA,"","","",FALSE,"1.1","","","Parassia","","brevistyle",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Parassia brevistyle","P","unassisted",3061,40,13,20,5,12
"Parassia brevistyle ","Parassia","","brevistyle",NA,NA,"","","",FALSE,"1.1","","","Parassia","","brevistyle",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Parassia brevistyle","P","unassisted",3061,40,22,20,5,12
"Parassia oreophila ","Parassia","","oreophila",NA,NA,"","","",FALSE,"1.1","","","Parassia","","oreophila",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Parassia oreophila","P","unassisted",3080,40,39,20,5,12
"Parassia oreophila ","Parassia","","oreophila",NA,NA,"","","",FALSE,"1.1","","","Parassia","","oreophila",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Parassia oreophila","P","unassisted",3080,40,29,20,5,12
"Parassia oreophila ","Parassia","","oreophila",NA,NA,"","","",FALSE,"1.1","","","Parassia","","oreophila",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Parassia oreophila","P","unassisted",3080,40,34,20,5,12
"Parietaria micrantha Ledeb.","Parietaria","","micrantha",NA,NA,"","Ledeb.","kew-2546413",TRUE,"1.1","Synonym","Urticaceae","Parietaria","","debilis","","","G.Forst.","kew-2546214","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Parietaria debilis","A","unassisted",3300,60,46,25,10,0
"Parietaria micrantha Ledeb.","Parietaria","","micrantha",NA,NA,"","Ledeb.","kew-2546413",TRUE,"1.1","Synonym","Urticaceae","Parietaria","","debilis","","","G.Forst.","kew-2546214","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Parietaria debilis","A","unassisted",3300,60,50,20,5,0
