"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date","Name","Longevity","Dispersal","Elevation","Days","Germinated","Tmax","Tmin","Light"
"Cyananthus hookeri","Cyananthus","","hookeri",NA,NA,"","","kew-368051",TRUE,"1.1","Accepted","Campanulaceae","Cyananthus","","hookeri","","","C.B.Clarke","kew-368051","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Cyananthus hookeri","A","unassisted",3240,40,41,20,5,12
"Cyananthus hookeri","Cyananthus","","hookeri",NA,NA,"","","kew-368051",TRUE,"1.1","Accepted","Campanulaceae","Cyananthus","","hookeri","","","C.B.Clarke","kew-368051","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Cyananthus hookeri","A","unassisted",3100,60,49,25,10,0
"Cyananthus hookeri","Cyananthus","","hookeri",NA,NA,"","","kew-368051",TRUE,"1.1","Accepted","Campanulaceae","Cyananthus","","hookeri","","","C.B.Clarke","kew-368051","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Cyananthus hookeri","A","unassisted",3100,60,45,25,10,0
"Cyananthus hookeri","Cyananthus","","hookeri",NA,NA,"","","kew-368051",TRUE,"1.1","Accepted","Campanulaceae","Cyananthus","","hookeri","","","C.B.Clarke","kew-368051","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Cyananthus hookeri","A","unassisted",3100,60,45,25,10,0
"Cyananthus hookeri","Cyananthus","","hookeri",NA,NA,"","","kew-368051",TRUE,"1.1","Accepted","Campanulaceae","Cyananthus","","hookeri","","","C.B.Clarke","kew-368051","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Cyananthus hookeri","A","unassisted",3100,60,50,20,5,0
"Cyananthus hookeri","Cyananthus","","hookeri",NA,NA,"","","kew-368051",TRUE,"1.1","Accepted","Campanulaceae","Cyananthus","","hookeri","","","C.B.Clarke","kew-368051","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Cyananthus hookeri","A","unassisted",3240,40,46,20,5,12
"Cyananthus hookeri","Cyananthus","","hookeri",NA,NA,"","","kew-368051",TRUE,"1.1","Accepted","Campanulaceae","Cyananthus","","hookeri","","","C.B.Clarke","kew-368051","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Cyananthus hookeri","A","unassisted",3100,60,49,20,5,0
"Cyananthus hookeri","Cyananthus","","hookeri",NA,NA,"","","kew-368051",TRUE,"1.1","Accepted","Campanulaceae","Cyananthus","","hookeri","","","C.B.Clarke","kew-368051","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Cyananthus hookeri","A","unassisted",3100,60,50,20,5,0
"Cyananthus hookeri","Cyananthus","","hookeri",NA,NA,"","","kew-368051",TRUE,"1.1","Accepted","Campanulaceae","Cyananthus","","hookeri","","","C.B.Clarke","kew-368051","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Cyananthus hookeri","A","unassisted",3240,40,42,20,5,12
"Cynanchum inamoenum","Cynanchum","","inamoenum",NA,NA,"","","kew-2751176",TRUE,"1.1","Unresolved","Apocynaceae","Cynanchum","","inamoenum","","","(Maxim.) Loes. ex Gilg. & Loes.","kew-2751176","Unresolved",FALSE,FALSE,FALSE,2019-10-28,"Cynanchum inamoenum","P","wind",2188,40,47,20,5,12
"Cynanchum inamoenum","Cynanchum","","inamoenum",NA,NA,"","","kew-2751176",TRUE,"1.1","Unresolved","Apocynaceae","Cynanchum","","inamoenum","","","(Maxim.) Loes. ex Gilg. & Loes.","kew-2751176","Unresolved",FALSE,FALSE,FALSE,2019-10-28,"Cynanchum inamoenum","P","wind",2188,40,41,20,5,12
"Cynanchum inamoenum","Cynanchum","","inamoenum",NA,NA,"","","kew-2751176",TRUE,"1.1","Unresolved","Apocynaceae","Cynanchum","","inamoenum","","","(Maxim.) Loes. ex Gilg. & Loes.","kew-2751176","Unresolved",FALSE,FALSE,FALSE,2019-10-28,"Cynanchum inamoenum","P","wind",2188,40,41,20,5,12
"Cynoglossum lanceolatum ","Cynoglossum","","lanceolatum",NA,NA,"","","kew-2752016",TRUE,"1.1","Accepted","Boraginaceae","Cynoglossum","","lanceolatum","","","Forssk.","kew-2752016","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Cynoglossum lanceolatum","P","unassisted",1718,40,50,20,5,12
"Cynoglossum lanceolatum ","Cynoglossum","","lanceolatum",NA,NA,"","","kew-2752016",TRUE,"1.1","Accepted","Boraginaceae","Cynoglossum","","lanceolatum","","","Forssk.","kew-2752016","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Cynoglossum lanceolatum","P","unassisted",1718,40,48,20,5,12
"Cynoglossum lanceolatum ","Cynoglossum","","lanceolatum",NA,NA,"","","kew-2752016",TRUE,"1.1","Accepted","Boraginaceae","Cynoglossum","","lanceolatum","","","Forssk.","kew-2752016","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Cynoglossum lanceolatum","P","unassisted",1718,40,50,20,5,12
"Datura stramonium","Datura","","stramonium",NA,NA,"","","kew-2757848",TRUE,"1.1","Accepted","Solanaceae","Datura","","stramonium","","","L.","kew-2757848","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Datura stramonium","A","unassisted",2252,40,5,20,5,12
"Datura stramonium","Datura","","stramonium",NA,NA,"","","kew-2757848",TRUE,"1.1","Accepted","Solanaceae","Datura","","stramonium","","","L.","kew-2757848","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Datura stramonium","A","unassisted",2252,40,6,20,5,12
"Datura stramonium","Datura","","stramonium",NA,NA,"","","kew-2757848",TRUE,"1.1","Accepted","Solanaceae","Datura","","stramonium","","","L.","kew-2757848","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Datura stramonium","A","unassisted",2252,40,2,20,5,12
"Daucus carota","Daucus","","carota",NA,NA,"","","kew-2757936",TRUE,"1.1","Accepted","Apiaceae","Daucus","","carota","","","L.","kew-2757936","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Daucus carota","B","unassisted",3050,60,2,25,10,0
"Daucus carota","Daucus","","carota",NA,NA,"","","kew-2757936",TRUE,"1.1","Accepted","Apiaceae","Daucus","","carota","","","L.","kew-2757936","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Daucus carota","B","unassisted",3050,60,0,25,10,0
"Daucus carota","Daucus","","carota",NA,NA,"","","kew-2757936",TRUE,"1.1","Accepted","Apiaceae","Daucus","","carota","","","L.","kew-2757936","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Daucus carota","B","unassisted",3050,60,3,20,5,0
"Daucus carota","Daucus","","carota",NA,NA,"","","kew-2757936",TRUE,"1.1","Accepted","Apiaceae","Daucus","","carota","","","L.","kew-2757936","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Daucus carota","B","unassisted",3050,60,1,20,5,0
"Daucus carota","Daucus","","carota",NA,NA,"","","kew-2757936",TRUE,"1.1","Accepted","Apiaceae","Daucus","","carota","","","L.","kew-2757936","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Daucus carota","B","unassisted",3050,60,0,25,10,0
"Daucus carota","Daucus","","carota",NA,NA,"","","kew-2757936",TRUE,"1.1","Accepted","Apiaceae","Daucus","","carota","","","L.","kew-2757936","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Daucus carota","B","unassisted",3050,60,0,20,5,0
"Delphinium albocoeruleum ","Delphinium","","albocoeruleum",NA,NA,"","","kew-2759391",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","albocoeruleum","","","Maxim.","kew-2759391","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Delphinium albocoeruleum","P","unassisted",3740,40,4,20,5,12
"Delphinium albocoeruleum ","Delphinium","","albocoeruleum",NA,NA,"","","kew-2759391",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","albocoeruleum","","","Maxim.","kew-2759391","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Delphinium albocoeruleum","P","unassisted",3740,40,3,20,5,12
"Delphinium albocoeruleum ","Delphinium","","albocoeruleum",NA,NA,"","","kew-2759391",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","albocoeruleum","","","Maxim.","kew-2759391","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Delphinium albocoeruleum","P","unassisted",3740,40,8,20,5,12
"Delphinium camphylocentrum Maxim.","Delphinium","","camphylocentrum",NA,NA,"","Maxim.","kew-2759549",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","campylocentrum","","","Maxim.","kew-2759549","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium campylocentrum","P","unassisted",3900,60,2,20,5,0
"Delphinium camphylocentrum Maxim.","Delphinium","","camphylocentrum",NA,NA,"","Maxim.","kew-2759549",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","campylocentrum","","","Maxim.","kew-2759549","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium campylocentrum","P","unassisted",3900,60,5,25,10,0
"Delphinium camphylocentrum Maxim.","Delphinium","","camphylocentrum",NA,NA,"","Maxim.","kew-2759549",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","campylocentrum","","","Maxim.","kew-2759549","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium campylocentrum","P","unassisted",3900,60,1,25,10,0
"Delphinium camphylocentrum Maxim.","Delphinium","","camphylocentrum",NA,NA,"","Maxim.","kew-2759549",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","campylocentrum","","","Maxim.","kew-2759549","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium campylocentrum","P","unassisted",3900,60,2,20,5,0
"Delphinium camphylocentrum Maxim.","Delphinium","","camphylocentrum",NA,NA,"","Maxim.","kew-2759549",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","campylocentrum","","","Maxim.","kew-2759549","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium campylocentrum","P","unassisted",3900,60,1,20,5,0
"Delphinium camphylocentrum Maxim.","Delphinium","","camphylocentrum",NA,NA,"","Maxim.","kew-2759549",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","campylocentrum","","","Maxim.","kew-2759549","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium campylocentrum","P","unassisted",3900,60,1,25,10,0
"Delphinium kamaoense var. glabrescens W.T.Wang","Delphinium","","kamaoense",NA,"var.","glabrescens","W.T.Wang","kew-2759935",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","kamaonense","var.","glabrescens","(W.T.Wang) W.T.Wang","kew-2759935","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium kamaonense","P","unassisted",3550,60,33,25,10,0
"Delphinium kamaoense var. glabrescens W.T.Wang","Delphinium","","kamaoense",NA,"var.","glabrescens","W.T.Wang","kew-2759935",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","kamaonense","var.","glabrescens","(W.T.Wang) W.T.Wang","kew-2759935","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium kamaonense","P","unassisted",3550,60,39,20,5,0
"Delphinium kamaoense var. glabrescens W.T.Wang","Delphinium","","kamaoense",NA,"var.","glabrescens","W.T.Wang","kew-2759935",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","kamaonense","var.","glabrescens","(W.T.Wang) W.T.Wang","kew-2759935","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium kamaonense","P","unassisted",3550,60,36,25,10,0
"Delphinium kamaoense var. glabrescens W.T.Wang","Delphinium","","kamaoense",NA,"var.","glabrescens","W.T.Wang","kew-2759935",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","kamaonense","var.","glabrescens","(W.T.Wang) W.T.Wang","kew-2759935","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium kamaonense","P","unassisted",3550,60,38,25,10,0
"Delphinium kamaoense var. glabrescens W.T.Wang","Delphinium","","kamaoense",NA,"var.","glabrescens","W.T.Wang","kew-2759935",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","kamaonense","var.","glabrescens","(W.T.Wang) W.T.Wang","kew-2759935","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium kamaonense","P","unassisted",3550,60,36,20,5,0
"Delphinium kamaoense var. glabrescens W.T.Wang","Delphinium","","kamaoense",NA,"var.","glabrescens","W.T.Wang","kew-2759935",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","kamaonense","var.","glabrescens","(W.T.Wang) W.T.Wang","kew-2759935","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium kamaonense","P","unassisted",3550,60,37,20,5,0
"Delphinium kamaoense var.glabrescens","Delphinium","","kamaoense",NA,"var.","glabrescens","","kew-2759935",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","kamaonense","var.","glabrescens","(W.T.Wang) W.T.Wang","kew-2759935","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium kamaonense","P","unassisted",3550,40,45,20,5,12
"Delphinium kamaoense var.glabrescens","Delphinium","","kamaoense",NA,"var.","glabrescens","","kew-2759935",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","kamaonense","var.","glabrescens","(W.T.Wang) W.T.Wang","kew-2759935","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium kamaonense","P","unassisted",3550,40,48,20,5,12
"Delphinium kamaoense var.glabrescens","Delphinium","","kamaoense",NA,"var.","glabrescens","","kew-2759935",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","kamaonense","var.","glabrescens","(W.T.Wang) W.T.Wang","kew-2759935","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium kamaonense","P","unassisted",3550,40,46,20,5,12
"Delphinium sivanense","Delphinium","","sivanense",NA,NA,"","","kew-2760392",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","siwanense","","","Franch.","kew-2760392","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium siwanense","P","unassisted",2430,40,22,20,5,12
"Delphinium sivanense","Delphinium","","sivanense",NA,NA,"","","kew-2760392",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","siwanense","","","Franch.","kew-2760392","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium siwanense","P","unassisted",2430,40,14,20,5,12
"Delphinium sivanense","Delphinium","","sivanense",NA,NA,"","","kew-2760392",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","siwanense","","","Franch.","kew-2760392","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Delphinium siwanense","P","unassisted",2430,40,19,20,5,12
"Delphinium Souliei","Delphinium","","souliei",NA,NA,"","","kew-2760402",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","souliei","","","Franch.","kew-2760402","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Delphinium souliei","P","unassisted",3500,40,50,20,5,12
"Delphinium Souliei","Delphinium","","souliei",NA,NA,"","","kew-2760402",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","souliei","","","Franch.","kew-2760402","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Delphinium souliei","P","unassisted",3500,40,48,20,5,12
"Delphinium Souliei","Delphinium","","souliei",NA,NA,"","","kew-2760402",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","souliei","","","Franch.","kew-2760402","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Delphinium souliei","P","unassisted",3500,40,49,20,5,12
"Delphinium sp1.","Delphinium","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp1.","P","unassisted",2800,60,40,20,5,0
"Delphinium sp1.","Delphinium","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp1.","P","unassisted",2800,60,1,25,10,0
"Delphinium sp1.","Delphinium","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp1.","P","unassisted",2800,60,36,20,5,0
"Delphinium sp1.","Delphinium","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp1.","P","unassisted",2800,60,0,25,10,0
"Delphinium sp1.","Delphinium","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp1.","P","unassisted",2800,60,0,25,10,0
"Delphinium sp1.","Delphinium","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp1.","P","unassisted",2800,60,38,20,5,0
"Delphinium sp2.","Delphinium","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp2.","P","unassisted",4000,60,0,20,5,0
"Delphinium sp2.","Delphinium","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp2.","P","unassisted",4000,60,0,25,10,0
"Delphinium sp2.","Delphinium","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp2.","P","unassisted",4000,60,0,25,10,0
"Delphinium sp2.","Delphinium","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp2.","P","unassisted",4000,60,0,20,5,0
"Delphinium sp2.","Delphinium","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp2.","P","unassisted",4000,60,0,25,10,0
"Delphinium sp2.","Delphinium","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp2.","P","unassisted",4000,60,0,20,5,0
"Delphinium sp3.","Delphinium","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp3.","P","unassisted",3150,60,14,20,5,0
"Delphinium sp3.","Delphinium","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp3.","P","unassisted",3150,60,23,25,10,0
"Delphinium sp3.","Delphinium","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp3.","P","unassisted",3150,60,18,25,10,0
"Delphinium sp3.","Delphinium","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp3.","P","unassisted",3150,60,24,20,5,0
"Delphinium sp3.","Delphinium","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp3.","P","unassisted",3150,60,22,20,5,0
"Delphinium sp3.","Delphinium","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp3.","P","unassisted",3150,60,23,25,10,0
"Delphinium sp4.","Delphinium","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp4.","P","unassisted",4000,60,25,20,5,0
"Delphinium sp4.","Delphinium","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp4.","P","unassisted",4000,60,18,20,5,0
"Delphinium sp4.","Delphinium","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp4.","P","unassisted",4000,60,24,25,10,0
"Delphinium sp4.","Delphinium","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp4.","P","unassisted",4000,60,32,20,5,0
"Delphinium sp4.","Delphinium","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp4.","P","unassisted",4000,60,24,25,10,0
"Delphinium sp4.","Delphinium","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Delphinium","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sp4.","P","unassisted",4000,60,30,25,10,0
"Delphinium sparsiflorum Maxim.","Delphinium","","sparsiflorum",NA,NA,"","Maxim.","kew-2760403",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","sparsiflorum","","","Maxim.","kew-2760403","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sparsiflorum","P","unassisted",3500,60,2,20,5,0
"Delphinium sparsiflorum Maxim.","Delphinium","","sparsiflorum",NA,NA,"","Maxim.","kew-2760403",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","sparsiflorum","","","Maxim.","kew-2760403","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sparsiflorum","P","unassisted",3500,60,0,20,5,0
"Delphinium sparsiflorum Maxim.","Delphinium","","sparsiflorum",NA,NA,"","Maxim.","kew-2760403",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","sparsiflorum","","","Maxim.","kew-2760403","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sparsiflorum","P","unassisted",3500,60,0,20,5,0
"Delphinium sparsiflorum Maxim.","Delphinium","","sparsiflorum",NA,NA,"","Maxim.","kew-2760403",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","sparsiflorum","","","Maxim.","kew-2760403","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sparsiflorum","P","unassisted",3500,60,0,25,10,0
"Delphinium sparsiflorum Maxim.","Delphinium","","sparsiflorum",NA,NA,"","Maxim.","kew-2760403",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","sparsiflorum","","","Maxim.","kew-2760403","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sparsiflorum","P","unassisted",3500,60,3,25,10,0
"Delphinium sparsiflorum Maxim.","Delphinium","","sparsiflorum",NA,NA,"","Maxim.","kew-2760403",TRUE,"1.1","Accepted","Ranunculaceae","Delphinium","","sparsiflorum","","","Maxim.","kew-2760403","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Delphinium sparsiflorum","P","unassisted",3500,60,0,25,10,0
"Dendranthema levandulifolium ","Dendranthema","","levandulifolium",NA,NA,"","","gcc-87586",TRUE,"1.1","Accepted","Compositae","Dendranthema","","lavandulifolium","","","(fischer ex Trautv.) Kitam.","gcc-87586","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Dendranthema lavandulifolium","P","wind",2570,40,48,20,5,12
"Dendranthema levandulifolium ","Dendranthema","","levandulifolium",NA,NA,"","","gcc-87586",TRUE,"1.1","Accepted","Compositae","Dendranthema","","lavandulifolium","","","(fischer ex Trautv.) Kitam.","gcc-87586","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Dendranthema lavandulifolium","P","wind",2570,40,47,20,5,12
"Dendranthema levandulifolium ","Dendranthema","","levandulifolium",NA,NA,"","","gcc-87586",TRUE,"1.1","Accepted","Compositae","Dendranthema","","lavandulifolium","","","(fischer ex Trautv.) Kitam.","gcc-87586","Accepted",TRUE,FALSE,FALSE,2019-10-28,"Dendranthema lavandulifolium","P","wind",2570,40,45,20,5,12
"Deschampsia caespitosa ","Deschampsia","","caespitosa",NA,NA,"","","kew-407577",TRUE,"1.1","Synonym","Poaceae","Deschampsia","","cespitosa","","","(L.) P.Beauv.","kew-407579","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Deschampsia cespitosa","P","unassisted",3500,40,49,20,5,12
"Deschampsia caespitosa ","Deschampsia","","caespitosa",NA,NA,"","","kew-407577",TRUE,"1.1","Synonym","Poaceae","Deschampsia","","cespitosa","","","(L.) P.Beauv.","kew-407579","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Deschampsia cespitosa","P","unassisted",3500,40,48,20,5,12
"Deschampsia caespitosa ","Deschampsia","","caespitosa",NA,NA,"","","kew-407577",TRUE,"1.1","Synonym","Poaceae","Deschampsia","","cespitosa","","","(L.) P.Beauv.","kew-407579","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Deschampsia cespitosa","P","unassisted",3500,40,48,20,5,12
"Deschampsia littoralis ","Deschampsia","","littoralis",NA,NA,"","","kew-407753",TRUE,"1.1","Synonym","Poaceae","Deschampsia","","cespitosa","","","(L.) P.Beauv.","kew-407579","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Deschampsia cespitosa","P","unassisted",3113,40,48,20,5,12
"Deschampsia littoralis ","Deschampsia","","littoralis",NA,NA,"","","kew-407753",TRUE,"1.1","Synonym","Poaceae","Deschampsia","","cespitosa","","","(L.) P.Beauv.","kew-407579","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Deschampsia cespitosa","P","unassisted",3113,40,50,20,5,12
"Deschampsia littoralis ","Deschampsia","","littoralis",NA,NA,"","","kew-407753",TRUE,"1.1","Synonym","Poaceae","Deschampsia","","cespitosa","","","(L.) P.Beauv.","kew-407579","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Deschampsia cespitosa","P","unassisted",3113,40,49,20,5,12
"Deschampsia littoralis(Gaud.)Reuter","Deschampsia","","littoralis",NA,NA,"","(Gaud.)Reuter","kew-407753",TRUE,"1.1","Synonym","Poaceae","Deschampsia","","cespitosa","","","(L.) P.Beauv.","kew-407579","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Deschampsia cespitosa","P","unassisted",3100,60,42,25,10,0
"Deschampsia littoralis(Gaud.)Reuter","Deschampsia","","littoralis",NA,NA,"","(Gaud.)Reuter","kew-407753",TRUE,"1.1","Synonym","Poaceae","Deschampsia","","cespitosa","","","(L.) P.Beauv.","kew-407579","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Deschampsia cespitosa","P","unassisted",3100,60,36,20,5,0
"Deschampsia littoralis(Gaud.)Reuter","Deschampsia","","littoralis",NA,NA,"","(Gaud.)Reuter","kew-407753",TRUE,"1.1","Synonym","Poaceae","Deschampsia","","cespitosa","","","(L.) P.Beauv.","kew-407579","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Deschampsia cespitosa","P","unassisted",3100,60,50,25,10,0
"Deschampsia littoralis(Gaud.)Reuter","Deschampsia","","littoralis",NA,NA,"","(Gaud.)Reuter","kew-407753",TRUE,"1.1","Synonym","Poaceae","Deschampsia","","cespitosa","","","(L.) P.Beauv.","kew-407579","Accepted",FALSE,FALSE,FALSE,2019-10-28,"Deschampsia cespitosa","P","unassisted",3100,60,34,25,10,0
