ID,Family,Genus,Species,Life form,Longivity,dispersal mode,alditude (m)
,Rosaceae,Rosa Linn.,Rosa omeiensis Rolfe,W,P,vertebrate,2950
21.25,Rosaceae,Sanguisorba Linn.,Sanguisorba filiformis,F,P,unassisted,2700
21.24,Rosaceae,Sibbaldia Linn.,Sibbaldia procumbens var.aphanopetala,F,P,unassisted,3100
21.22,Rosaceae,Sibiraea Maxim.,Sibiraea angustata,W,P,unassisted,3400
21.11,Rosaceae,Sorbaria(Ser.)A.Br.ex Aschers.,Sorbaria sp1,W,P,unassisted,2300
21.17,Rosaceae,Sorbaria(Ser.)A.Br.ex Aschers.,Sorbaria sp2,W,P,unassisted,2200
21.27,Rosaceae,Spiraea Linn.,Spiraea mongolica,W,P,unassisted,3500
21.18,Rosaceae,Spiraea Linn.,Spiraea sp1.,W,P,unassisted,3000
21.19,Rosaceae,Spiraea Linn.,Spiraea sp2.,W,P,unassisted,2300
20.04,Rubiaceae,Galium Linn.,Galium sp1.,F,P,unassisted,3500
20.05,Rubiaceae,Galium Linn.,Galium sp2.,F,P,unassisted,2700
20.03,Rubiaceae,Galium Linn.,Galium verum,F,P,unassisted,2200
20.01,Rubiaceae,Rubia Linn.,Rubia sp1.,F,P,unassisted,2400
1260,Rubiaceae,Rubia Linn.,Rubia sp2.,F,P,unassisted,2900
51.23,Saxifragaceae ,Chrysosplenium L.,Chrysosplenium uniflorum ,F,P,unassisted,4000
86,Saxifragaceae ,Parnassia Linn.,Parnassia brevistyle ,F,P,unassisted,3300
762,Saxifragaceae ,Parnassia Linn.,Parnassia oreophila ,F,P,unassisted,3850
11.03,Saxifragaceae ,Parnassia Linn.,Parnassia sp1.,F,P,unassisted,2000
11.06,Saxifragaceae ,Parnassia Linn.,Parnassia sp2.,F,P,unassisted,2350
11.08,Saxifragaceae ,Parnassia Linn.,Parnassia sp3.,F,P,unassisted,3050
11.07,Saxifragaceae ,Parnassia Linn.,Parnassia sp4.,F,P,unassisted,2350
604,Saxifragaceae ,Parnassia Linn.,Parnassia sp5.,F,P,unassisted,3500
11.04,Saxifragaceae ,Parnassia Linn.,Parnassia trinervis Drude,F,P,unassisted,2700
11.1,Saxifragaceae ,Philadelphus Linn,Philadelphus incanus Koehne,W,P,unassisted,2300
710,Saxifragaceae ,Saxifrage Tourn.ex Linn.,Saxifraga egregia Engl.,F,P,unassisted,3850
11.05,Saxifragaceae ,Saxifrage Tourn.ex Linn.,Saxifraga montana H.Smith,F,P,unassisted,3600
735,Saxifragaceae ,Saxifrage Tourn.ex Linn.,Saxifraga tangutica Engl.,F,P,unassisted,4100
29.01,Scrophulariaceae,Euphrasia Linn.,Euphrasia pectinata,F,A,unassisted,2940
29.24,Scrophulariaceae,Euphrasia Linn.,Euphrasia sp1,F,A,unassisted,3500
29.26,Scrophulariaceae,Euphrasia Linn.,Euphrasia sp2,F,A,unassisted,2100
970,Scrophulariaceae,Euphrasia Linn.,Euphrasia sp3,F,A,unassisted,2200
29.31,Scrophulariaceae,Lancea Hook.f.et Thoms,Lancea sp,F,P,unassisted,2900
29.34,Scrophulariaceae,Lancea Hook.f.et Thoms,Lancea tibetica Hook.f.et Thoms,F,P,unassisted,2940
463,Scrophulariaceae,Mimulus Linn.,Mimulus szechuanensis Pai,F,P,unassisted,2350
29.16,Scrophulariaceae,Pedicularis Linn.,Pedicularis alaschanica Maxim.,F,P,unassisted,3100
29.11,Scrophulariaceae,Pedicularis Linn.,Pedicularis albiflora,F,A,unassisted,2940
29.32,Scrophulariaceae,Pedicularis Linn.,Pedicularis cheilanthifolia Schrenk,F,P,unassisted,3000
29.2,Scrophulariaceae,Pedicularis Linn.,Pedicularis cranolopha Maxim.var.longicornuta Prain,F,P,unassisted,2400
1052,Scrophulariaceae,Pedicularis Linn.,Pedicularis ingens Maxim.,F,P,unassisted,3300
29.19,Scrophulariaceae,Pedicularis Linn.,Pedicularis kansuensis Maxim.,F,A/B,unassisted,2400
29.09,Scrophulariaceae,Pedicularis Linn.,Pedicularis labellata,F,P,unassisted,3630
29.08,Scrophulariaceae,Pedicularis Linn.,Pedicularis lasiophrys Maxim.var.lasiophrys,F,P,unassisted,3600
29.33,Scrophulariaceae,Pedicularis Linn.,Pedicularis longiflora Rudolph,F,A,unassisted,3050
29.25,Scrophulariaceae,Pedicularis Linn.,Pedicularis longiflora var.tubiformis(Klotz.)Tsoong,F,A,unassisted,2940
29.29,Scrophulariaceae,Pedicularis Linn.,Pedicularis longipes Maxim.,F,P,unassisted,3000
1004,Scrophulariaceae,Pedicularis Linn.,Pedicularis polyodonta Li,F,A,unassisted,3300
29.18,Scrophulariaceae,Pedicularis Linn.,Pedicularis pseudo-ingens,F,P,unassisted,2400
29.28,Scrophulariaceae,Pedicularis Linn.,Pedicularis semitorta Maxim.,F,A,unassisted,3800
29.36,Scrophulariaceae,Pedicularis Linn.,Pedicularis sp1.,F,P,unassisted,2940
29.04,Scrophulariaceae,Pedicularis Linn.,Pedicularis sp2.,F,P,unassisted,2900
1003,Scrophulariaceae,Pedicularis Linn.,Pedicularis sp3.,F,P,unassisted,3600
1257,Scrophulariaceae,Pedicularis Linn.,Pedicularis sp4.,F,P,unassisted,3200
29.17,Scrophulariaceae,Pedicularis Linn.,Pedicularis spicata Pall.,F,A,unassisted,3100
29.02,Scrophulariaceae,Pedicularis Linn.,Pedicularis striata,F,P,unassisted,2400
29.05,Scrophulariaceae,Pedicularis Linn.,Pedicularis torta Maxim.,F,P,unassisted,2940
706,Scrophulariaceae,Pedicularis Linn.,Veronica eriogyne H.Winkl.,F,P,unassisted,4000
29.1,Scrophulariaceae,Scrofella Maxim.,Scrofella chinensis Maxim.,F,P,unassisted,3100
675,Scrophulariaceae,Veronica Linn.,Veronica rockii Li,F,P,unassisted,3500
316,Scrophulariaceae,Veronica Linn.,Veronica sp1,F,P,unassisted,4000
810,Scrophulariaceae,Veronica Linn.,Veronica sp2,F,P,unassisted,3050
29.15,Scrophulariaceae,Veronica Linn.,Veronica sp3,F,P,unassisted,2800
29.21,Scrophulariaceae,Veronica Linn.,Veronica sp4,F,P,unassisted,3500
29.22,Scrophulariaceae,Veronica Linn.,Veronica sp5,F,P,unassisted,2700
786,Scrophulariaceae,Veronica Linn.,Veronica sp6,F,P,unassisted,4000
29.12,Scrophulariaceae,Veronica Linn.,Veronica vendellioides Maxim.,F,P,unassisted,3300
22.01,Solanaceae,Hyoscyamus Linn.,Hyoscyamus niger Linn.,F,B,unassisted,2200
51.21,Thymelaeaceae,Stellera L.,Stellera chamaejasme L.,F,P,unassisted,3000
1089,Urticaceae,Parietaria Linn.,Parietaria micrantha Ledeb.,F,A,unassisted,3300
1036,Urticaceae,Urtica Linn,Urtica Cannabina Linn.,F,P,unassisted,3600
1267,Urticaceae,Urtica Linn,Urtica triangularis subsp.pinnatifida,F,P,unassisted,2900
2.01,Valerianaceae ,Nardostachys DC.,Nardostachys chinensis Batal.,F,P,unassisted,3900
2.02,Valerianaceae ,Nardostachys DC.,Nardostachys sp.,F,P,unassisted,3100
2.04,Valerianaceae ,Patrinia Juss.,Patrinia heterophylla,F,P,unassisted,2200
10.29,Valerianaceae ,Valeriana L.,Valeriana pseudofficinalis,F,P,unassisted,2400
48,Valerianaceae ,Valeriana L.,Valeriana sp,F,P,unassisted,2900
0.01,Verbenaceae,Caryopteris Bunge,Caryopteris divaricata,W,P,unassisted,2500
0.02,Verbenaceae,Caryopteris Bunge,Caryopteris mongholica ,W,P,unassisted,2300
51.04,Violaceae,Viola L.,Viola bulbosa,F,P,unassisted,3500
13.77,Zygophyllaceae,Peganum L.,Peganum harmala,F,P,unassisted,2800
51.17,Zygophyllaceae,Zygophyllum L.,Zygophyllum macranthum ,F,P,unassisted,2800
