ID,Germinated,Days,Tmax,Tmin,Light
2.012,13,40,20,5,12
2.012,4,40,20,5,12
2.012,6,40,20,5,12
2.121,4,40,20,5,12
2.121,2,40,20,5,12
2.121,5,40,20,5,12
2.122,27,40,20,5,12
2.122,16,40,20,5,12
2.122,19,40,20,5,12
2.124,1,40,20,5,12
2.124,2,40,20,5,12
2.124,1,40,20,5,12
2.125,0,40,20,5,12
2.125,0,40,20,5,12
2.125,1,40,20,5,12
2.126,36,40,20,5,12
2.126,31,40,20,5,12
2.126,36,40,20,5,12
2.128,1,40,20,5,12
2.128,0,40,20,5,12
2.128,1,40,20,5,12
2.13,42,40,20,5,12
2.13,46,40,20,5,12
2.13,42,40,20,5,12
2.013,3,40,20,5,12
2.013,5,40,20,5,12
2.013,0,40,20,5,12
2.132,7,40,20,5,12
2.132,7,40,20,5,12
2.132,8,40,20,5,12
2.133,45,40,20,5,12
2.133,43,40,20,5,12
2.133,44,40,20,5,12
2.134,49,40,20,5,12
2.134,50,40,20,5,12
2.134,48,40,20,5,12
2.135,40,40,20,5,12
2.135,38,40,20,5,12
2.135,39,40,20,5,12
2.136,42,40,20,5,12
2.136,42,40,20,5,12
2.136,43,40,20,5,12
2.137,48,40,20,5,12
2.137,49,40,20,5,12
2.137,48,40,20,5,12
2.138,50,40,20,5,12
2.138,50,40,20,5,12
2.138,49,40,20,5,12
