ID,Germinated,Days,Tmax,Tmin,Light
2.139,48,40,20,5,12
2.139,48,40,20,5,12
2.139,48,40,20,5,12
2.14,22,40,20,5,12
2.14,19,40,20,5,12
2.14,14,40,20,5,12
2.014,38,40,20,5,12
2.014,49,40,20,5,12
2.014,43,40,20,5,12
2.142,0,40,20,5,12
2.142,3,40,20,5,12
2.142,0,40,20,5,12
2.143,4,40,20,5,12
2.143,4,40,20,5,12
2.143,3,40,20,5,12
2.144,8,40,20,5,12
2.144,8,40,20,5,12
2.144,3,40,20,5,12
2.145,0,40,20,5,12
2.145,1,40,20,5,12
2.145,0,40,20,5,12
2.146,2,40,20,5,12
2.146,2,40,20,5,12
2.146,4,40,20,5,12
2.147,1,40,20,5,12
2.147,2,40,20,5,12
2.147,3,40,20,5,12
2.148,5,40,20,5,12
2.148,6,40,20,5,12
2.148,4,40,20,5,12
2.149,48,40,20,5,12
2.149,48,40,20,5,12
2.149,49,40,20,5,12
2.15,43,40,20,5,12
2.15,39,40,20,5,12
2.15,35,40,20,5,12
2.015,23,40,20,5,12
2.015,22,40,20,5,12
2.015,24,40,20,5,12
2.151,44,40,20,5,12
2.151,44,40,20,5,12
2.151,48,40,20,5,12
2.152,7,40,20,5,12
2.152,3,40,20,5,12
2.152,4,40,20,5,12
2.153,5,40,20,5,12
2.153,1,40,20,5,12
2.153,2,40,20,5,12
2.154,17,40,20,5,12
2.154,12,40,20,5,12
2.154,20,40,20,5,12
2.155,20,40,20,5,12
2.155,20,40,20,5,12
2.155,21,40,20,5,12
2.156,0,40,20,5,12
2.156,4,40,20,5,12
2.156,2,40,20,5,12
2.157,50,40,20,5,12
2.157,45,40,20,5,12
2.157,48,40,20,5,12
2.158,39,40,20,5,12
2.158,39,40,20,5,12
2.158,39,40,20,5,12
2.159,34,40,20,5,12
2.159,38,40,20,5,12
2.159,38,40,20,5,12
2.16,4,40,20,5,12
2.16,8,40,20,5,12
2.16,6,40,20,5,12
2.016,24,40,20,5,12
2.016,24,40,20,5,12
2.016,24,40,20,5,12
2.161,38,40,20,5,12
2.161,48,40,20,5,12
2.161,39,40,20,5,12
2.162,1,40,20,5,12
2.162,3,40,20,5,12
2.162,4,40,20,5,12
2.163,46,40,20,5,12
2.163,37,40,20,5,12
2.163,45,40,20,5,12
2.164,22,40,20,5,12
2.164,16,40,20,5,12
2.164,22,40,20,5,12
2.165,26,40,20,5,12
2.165,29,40,20,5,12
2.165,38,40,20,5,12
2.166,1,40,20,5,12
2.166,1,40,20,5,12
2.166,1,40,20,5,12
2.167,1,40,20,5,12
2.167,0,40,20,5,12
2.167,0,40,20,5,12
2.169,35,40,20,5,12
2.169,40,40,20,5,12
2.169,34,40,20,5,12
2.17,19,40,20,5,12
2.17,41,40,20,5,12
2.17,42,40,20,5,12
2.017,47,40,20,5,12
2.017,46,40,20,5,12
2.017,47,40,20,5,12
2.171,21,40,20,5,12
2.171,13,40,20,5,12
2.171,14,40,20,5,12
2.173,23,40,20,5,12
2.173,14,40,20,5,12
2.173,14,40,20,5,12
2.174,33,40,20,5,12
2.174,32,40,20,5,12
2.174,31,40,20,5,12
2.175,0,40,20,5,12
2.175,1,40,20,5,12
2.175,1,40,20,5,12
2.176,4,40,20,5,12
2.176,1,40,20,5,12
2.176,3,40,20,5,12
2.177,29,40,20,5,12
2.177,15,40,20,5,12
2.177,18,40,20,5,12
2.178,47,40,20,5,12
2.178,49,40,20,5,12
2.178,49,40,20,5,12
2.18,9,40,20,5,12
2.18,14,40,20,5,12
2.18,16,40,20,5,12
2.018,6,40,20,5,12
2.018,12,40,20,5,12
2.018,11,40,20,5,12
2.19,49,40,20,5,12
2.19,50,40,20,5,12
2.19,49,40,20,5,12
2.2,50,40,20,5,12
2.2,50,40,20,5,12
2.2,50,40,20,5,12
2.02,17,40,20,5,12
2.02,19,40,20,5,12
2.02,19,40,20,5,12
2.21,41,40,20,5,12
2.21,45,40,20,5,12
2.21,43,40,20,5,12
2.22,21,40,20,5,12
2.22,16,40,20,5,12
2.22,20,40,20,5,12
2.23,22,40,20,5,12
2.23,34,40,20,5,12
2.23,31,40,20,5,12
2.24,15,40,20,5,12
2.24,28,40,20,5,12
2.24,28,40,20,5,12
2.25,31,40,20,5,12
2.25,35,40,20,5,12
2.25,33,40,20,5,12
2.26,48,40,20,5,12
2.26,49,40,20,5,12
2.26,48,40,20,5,12
2.27,49,40,20,5,12
2.27,47,40,20,5,12
2.27,48,40,20,5,12
2.28,8,40,20,5,12
2.28,8,40,20,5,12
2.28,6,40,20,5,12
2.29,46,40,20,5,12
2.29,43,40,20,5,12
2.29,43,40,20,5,12
2.03,47,40,20,5,12
2.03,50,40,20,5,12
2.03,48,40,20,5,12
2.3,25,40,20,5,12
2.3,11,40,20,5,12
2.3,22,40,20,5,12
2.31,42,40,20,5,12
2.31,44,40,20,5,12
2.31,37,40,20,5,12
2.32,48,40,20,5,12
2.32,47,40,20,5,12
2.32,48,40,20,5,12
2.33,42,40,20,5,12
2.33,44,40,20,5,12
2.33,40,40,20,5,12
2.34,46,40,20,5,12
2.34,51,40,20,5,12
2.34,50,40,20,5,12
2.35,11,40,20,5,12
2.35,13,40,20,5,12
2.35,15,40,20,5,12
2.36,28,40,20,5,12
2.36,27,40,20,5,12
2.36,10,40,20,5,12
2.37,1,40,20,5,12
2.37,1,40,20,5,12
2.37,2,40,20,5,12
2.38,38,40,20,5,12
2.38,37,40,20,5,12
2.38,41,40,20,5,12
2.39,45,40,20,5,12
2.39,50,40,20,5,12
2.39,50,40,20,5,12
2.4,39,40,20,5,12
2.4,45,40,20,5,12
2.4,42,40,20,5,12
2.04,50,40,20,5,12
2.04,46,40,20,5,12
2.04,48,40,20,5,12
2.41,16,40,20,5,12
2.41,13,40,20,5,12
2.41,22,40,20,5,12
2.42,45,40,20,5,12
2.42,48,40,20,5,12
2.42,48,40,20,5,12
2.43,1,40,20,5,12
2.43,2,40,20,5,12
2.43,3,40,20,5,12
2.44,2,40,20,5,12
2.44,2,40,20,5,12
2.44,2,40,20,5,12
2.45,40,40,20,5,12
2.45,35,40,20,5,12
2.45,35,40,20,5,12
2.46,30,40,20,5,12
2.46,39,40,20,5,12
2.46,38,40,20,5,12
2.48,12,40,20,5,12
2.48,17,40,20,5,12
2.48,17,40,20,5,12
2.49,12,40,20,5,12
2.49,5,40,20,5,12
2.49,8,40,20,5,12
2.5,5,40,20,5,12
2.5,1,40,20,5,12
2.5,5,40,20,5,12
2.51,45,40,20,5,12
2.51,47,40,20,5,12
2.51,43,40,20,5,12
2.52,50,40,20,5,12
2.52,40,40,20,5,12
2.52,49,40,20,5,12
2.54,15,40,20,5,12
2.54,20,40,20,5,12
2.54,18,40,20,5,12
2.55,40,40,20,5,12
2.55,42,40,20,5,12
2.55,44,40,20,5,12
2.56,38,40,20,5,12
2.56,44,40,20,5,12
2.56,40,40,20,5,12
2.57,0,40,20,5,12
2.57,1,40,20,5,12
2.57,1,40,20,5,12
2.06,0,40,20,5,12
2.06,1,40,20,5,12
2.06,2,40,20,5,12
2.6,1,40,20,5,12
2.6,1,40,20,5,12
2.6,0,40,20,5,12
2.62,12,40,20,5,12
2.62,20,40,20,5,12
2.62,36,40,20,5,12
2.63,50,40,20,5,12
2.63,50,40,20,5,12
2.63,50,40,20,5,12
2.64,44,40,20,5,12
2.64,50,40,20,5,12
2.64,47,40,20,5,12
2.65,29,40,20,5,12
2.65,42,40,20,5,12
2.65,33,40,20,5,12
2.66,35,40,20,5,12
2.66,44,40,20,5,12
2.66,34,40,20,5,12
2.67,45,40,20,5,12
2.67,48,40,20,5,12
2.67,41,40,20,5,12
2.68,48,40,20,5,12
2.68,49,40,20,5,12
2.68,46,40,20,5,12
2.69,47,40,20,5,12
2.69,46,40,20,5,12
2.69,46,40,20,5,12
2.07,32,40,20,5,12
2.07,22,40,20,5,12
2.07,33,40,20,5,12
2.7,36,40,20,5,12
2.7,14,40,20,5,12
2.7,23,40,20,5,12
2.71,44,40,20,5,12
2.71,47,40,20,5,12
2.71,39,40,20,5,12
2.72,21,40,20,5,12
2.72,23,40,20,5,12
2.72,23,40,20,5,12
2.73,46,40,20,5,12
2.73,50,40,20,5,12
2.73,48,40,20,5,12
2.74,47,40,20,5,12
2.74,50,40,20,5,12
2.74,49,40,20,5,12
2.75,46,40,20,5,12
2.75,48,40,20,5,12
2.75,46,40,20,5,12
2.76,45,40,20,5,12
2.76,47,40,20,5,12
2.76,44,40,20,5,12
2.78,31,40,20,5,12
2.78,34,40,20,5,12
2.78,25,40,20,5,12
2.79,7,40,20,5,12
2.79,15,40,20,5,12
2.79,15,40,20,5,12
2.08,48,40,20,5,12
2.08,43,40,20,5,12
2.08,32,40,20,5,12
2.8,1,40,20,5,12
2.8,5,40,20,5,12
2.8,6,40,20,5,12
2.81,22,40,20,5,12
2.81,18,40,20,5,12
2.81,12,40,20,5,12
2.82,1,40,20,5,12
2.82,1,40,20,5,12
2.82,1,40,20,5,12
2.83,8,40,20,5,12
2.83,22,40,20,5,12
2.83,19,40,20,5,12
2.85,1,40,20,5,12
2.85,2,40,20,5,12
2.85,0,40,20,5,12
2.86,1,40,20,5,12
2.86,0,40,20,5,12
2.86,0,40,20,5,12
2.87,49,40,20,5,12
2.87,44,40,20,5,12
2.87,48,40,20,5,12
2.88,49,40,20,5,12
2.88,49,40,20,5,12
2.88,49,40,20,5,12
2.89,42,40,20,5,12
2.89,46,40,20,5,12
2.89,43,40,20,5,12
2.9,50,40,20,5,12
2.9,49,40,20,5,12
2.9,49,40,20,5,12
2.09,47,40,20,5,12
2.09,46,40,20,5,12
2.09,43,40,20,5,12
2.91,44,40,20,5,12
2.91,25,40,20,5,12
2.91,33,40,20,5,12
2.92,49,40,20,5,12
2.92,47,40,20,5,12
2.92,49,40,20,5,12
2.93,10,40,20,5,12
2.93,11,40,20,5,12
2.93,21,40,20,5,12
2.94,47,40,20,5,12
2.94,50,40,20,5,12
2.94,49,40,20,5,12
2.95,13,40,20,5,12
2.95,19,40,20,5,12
2.95,20,40,20,5,12
2.97,42,40,20,5,12
2.97,41,40,20,5,12
2.97,38,40,20,5,12
2.98,33,40,20,5,12
2.98,34,40,20,5,12
2.98,36,40,20,5,12
2.99,6,40,20,5,12
2.99,6,40,20,5,12
2.99,4,40,20,5,12
3.01,49,40,20,5,12
3.01,50,40,20,5,12
3.01,46,40,20,5,12
3.1,11,40,20,5,12
3.1,11,40,20,5,12
3.1,18,40,20,5,12
3.11,37,40,20,5,12
3.11,25,40,20,5,12
3.11,31,40,20,5,12
3.12,0,40,20,5,12
3.12,0,40,20,5,12
3.12,1,40,20,5,12
3.13,50,40,20,5,12
3.13,48,40,20,5,12
3.13,48,40,20,5,12
3.14,28,40,20,5,12
3.14,22,40,20,5,12
3.14,19,40,20,5,12
3.15,26,40,20,5,12
3.15,24,40,20,5,12
3.15,25,40,20,5,12
3.16,12,40,20,5,12
3.16,16,40,20,5,12
3.16,11,40,20,5,12
3.18,10,40,20,5,12
3.18,11,40,20,5,12
3.18,6,40,20,5,12
3.19,0,40,20,5,12
3.19,0,40,20,5,12
3.19,1,40,20,5,12
3.21,47,40,20,5,12
3.21,46,40,20,5,12
3.21,46,40,20,5,12
3.22,46,40,20,5,12
3.22,46,40,20,5,12
3.22,47,40,20,5,12
3.23,21,40,20,5,12
3.23,20,40,20,5,12
3.23,6,40,20,5,12
3.25,44,40,20,5,12
3.25,46,40,20,5,12
3.25,49,40,20,5,12
3.26,26,40,20,5,12
3.26,27,40,20,5,12
3.26,20,40,20,5,12
3.27,49,40,20,5,12
3.27,50,40,20,5,12
3.27,49,40,20,5,12
3.28,1,40,20,5,12
3.28,2,40,20,5,12
3.28,2,40,20,5,12
3.29,42,40,20,5,12
3.29,37,40,20,5,12
3.29,38,40,20,5,12
3.3,50,40,20,5,12
3.3,50,40,20,5,12
3.3,47,40,20,5,12
3.31,35,40,20,5,12
3.31,36,40,20,5,12
3.31,40,40,20,5,12
3.33,34,40,20,5,12
3.33,29,40,20,5,12
3.33,31,40,20,5,12
3.34,0,40,20,5,12
3.34,1,40,20,5,12
3.34,3,40,20,5,12
3.35,6,40,20,5,12
3.35,13,40,20,5,12
3.35,12,40,20,5,12
3.36,5,40,20,5,12
3.36,6,40,20,5,12
3.36,6,40,20,5,12
3.37,7,40,20,5,12
3.37,5,40,20,5,12
3.37,1,40,20,5,12
3.38,45,40,20,5,12
3.38,36,40,20,5,12
3.38,40,40,20,5,12
3.08,48,40,20,5,12
3.08,45,40,20,5,12
3.08,41,40,20,5,12
3.81,2,40,20,5,12
3.81,1,40,20,5,12
3.81,0,40,20,5,12
3.09,36,40,20,5,12
3.09,35,40,20,5,12
3.09,32,40,20,5,12
4.1,31,40,20,5,12
4.1,37,40,20,5,12
4.1,41,40,20,5,12
4.01,25,40,20,5,12
4.01,27,40,20,5,12
4.01,29,40,20,5,12
4.001,25,40,20,5,12
4.001,2,40,20,5,12
4.001,37,40,20,5,12
4.101,36,40,20,5,12
4.101,38,40,20,5,12
4.101,42,40,20,5,12
4.102,4,40,20,5,12
4.102,0,40,20,5,12
4.102,4,40,20,5,12
4.103,2,40,20,5,12
4.103,5,40,20,5,12
4.103,4,40,20,5,12
4.11,3,40,20,5,12
4.11,1,40,20,5,12
4.11,3,40,20,5,12
4.14,27,40,20,5,12
4.14,28,40,20,5,12
4.14,24,40,20,5,12
4.15,40,40,20,5,12
4.15,31,40,20,5,12
4.15,39,40,20,5,12
4.16,20,40,20,5,12
4.16,23,40,20,5,12
4.16,27,40,20,5,12
4.17,12,40,20,5,12
4.17,14,40,20,5,12
4.17,15,40,20,5,12
4.19,2,40,20,5,12
4.19,3,40,20,5,12
4.19,4,40,20,5,12
4.2,17,40,20,5,12
4.2,13,40,20,5,12
4.2,18,40,20,5,12
4.21,5,40,20,5,12
4.21,4,40,20,5,12
4.21,8,40,20,5,12
4.22,17,40,20,5,12
4.22,18,40,20,5,12
4.22,28,40,20,5,12
4.23,47,40,20,5,12
4.23,41,40,20,5,12
4.23,49,40,20,5,12
4.24,5,40,20,5,12
4.24,12,40,20,5,12
4.24,12,40,20,5,12
4.26,46,40,20,5,12
4.26,42,40,20,5,12
4.26,41,40,20,5,12
4.27,5,40,20,5,12
4.27,4,40,20,5,12
4.27,7,40,20,5,12
4.28,27,40,20,5,12
4.28,24,40,20,5,12
4.28,20,40,20,5,12
4.29,6,40,20,5,12
4.29,8,40,20,5,12
4.29,3,40,20,5,12
4.03,27,40,20,5,12
4.03,21,40,20,5,12
4.03,28,40,20,5,12
4.3,49,40,20,5,12
4.3,44,40,20,5,12
4.3,49,40,20,5,12
4.32,10,40,20,5,12
4.32,12,40,20,5,12
4.32,12,40,20,5,12
4.33,1,40,20,5,12
4.33,0,40,20,5,12
4.33,3,40,20,5,12
4.35,3,40,20,5,12
4.35,1,40,20,5,12
4.35,0,40,20,5,12
4.36,5,40,20,5,12
4.36,6,40,20,5,12
4.36,2,40,20,5,12
4.37,39,40,20,5,12
4.37,34,40,20,5,12
4.37,38,40,20,5,12
4.38,47,40,20,5,12
4.38,49,40,20,5,12
4.38,50,40,20,5,12
4.39,42,40,20,5,12
4.39,45,40,20,5,12
4.39,42,40,20,5,12
4.4,39,40,20,5,12
4.4,41,40,20,5,12
4.4,41,40,20,5,12
4.04,5,40,20,5,12
4.04,8,40,20,5,12
4.04,13,40,20,5,12
4.41,50,40,20,5,12
4.41,48,40,20,5,12
4.41,50,40,20,5,12
4.44,4,40,20,5,12
4.44,2,40,20,5,12
4.44,3,40,20,5,12
4.45,48,40,20,5,12
4.45,41,40,20,5,12
4.45,43,40,20,5,12
4.46,3,40,20,5,12
4.46,1,40,20,5,12
4.46,2,40,20,5,12
4.47,35,40,20,5,12
4.47,31,40,20,5,12
4.47,34,40,20,5,12
4.49,41,40,20,5,12
4.49,43,40,20,5,12
4.49,42,40,20,5,12
4.05,41,40,20,5,12
4.05,44,40,20,5,12
4.05,41,40,20,5,12
4.51,1,40,20,5,12
4.51,0,40,20,5,12
4.51,0,40,20,5,12
4.52,35,40,20,5,12
4.52,39,40,20,5,12
4.52,40,40,20,5,12
4.53,1,40,20,5,12
4.53,0,40,20,5,12
4.53,1,40,20,5,12
4.54,20,40,20,5,12
4.54,17,40,20,5,12
4.54,13,40,20,5,12
4.55,0,40,20,5,12
4.55,3,40,20,5,12
4.55,0,40,20,5,12
4.56,17,40,20,5,12
4.56,8,40,20,5,12
4.56,20,40,20,5,12
4.57,47,40,20,5,12
4.57,5,40,20,5,12
4.57,42,40,20,5,12
4.58,2,40,20,5,12
4.58,0,40,20,5,12
4.58,1,40,20,5,12
4.59,47,40,20,5,12
4.59,49,40,20,5,12
4.59,44,40,20,5,12
4.06,19,40,20,5,12
4.06,46,40,20,5,12
4.06,25,40,20,5,12
4.6,15,40,20,5,12
4.6,22,40,20,5,12
4.6,20,40,20,5,12
4.62,25,40,20,5,12
4.62,28,40,20,5,12
4.62,35,40,20,5,12
4.63,15,40,20,5,12
4.63,4,40,20,5,12
4.63,14,40,20,5,12
4.64,13,40,20,5,12
4.64,18,40,20,5,12
4.64,16,40,20,5,12
4.65,0,40,20,5,12
4.65,1,40,20,5,12
4.65,0,40,20,5,12
4.67,29,40,20,5,12
4.67,39,40,20,5,12
4.67,34,40,20,5,12
4.68,22,40,20,5,12
4.68,19,40,20,5,12
4.68,13,40,20,5,12
4.69,0,40,20,5,12
4.69,0,40,20,5,12
4.69,1,40,20,5,12
4.07,47,40,20,5,12
4.07,46,40,20,5,12
4.07,46,40,20,5,12
4.7,26,40,20,5,12
4.7,19,40,20,5,12
4.7,20,40,20,5,12
4.71,38,40,20,5,12
4.71,33,40,20,5,12
4.71,27,40,20,5,12
4.72,29,40,20,5,12
4.72,32,40,20,5,12
4.72,32,40,20,5,12
4.73,16,40,20,5,12
4.73,22,40,20,5,12
4.73,23,40,20,5,12
4.74,48,40,20,5,12
4.74,49,40,20,5,12
4.74,45,40,20,5,12
4.76,1,40,20,5,12
4.76,4,40,20,5,12
4.76,1,40,20,5,12
4.77,5,40,20,5,12
4.77,8,40,20,5,12
4.77,5,40,20,5,12
4.78,41,40,20,5,12
4.78,47,40,20,5,12
4.78,41,40,20,5,12
4.79,42,40,20,5,12
4.79,46,40,20,5,12
4.79,43,40,20,5,12
4.8,0,40,20,5,12
4.8,2,40,20,5,12
4.8,0,40,20,5,12
4.08,4,40,20,5,12
4.08,9,40,20,5,12
4.08,14,40,20,5,12
4.81,7,40,20,5,12
4.81,5,40,20,5,12
4.81,8,40,20,5,12
4.82,46,40,20,5,12
4.82,42,40,20,5,12
4.82,43,40,20,5,12
4.83,2,40,20,5,12
4.83,0,40,20,5,12
4.83,0,40,20,5,12
4.84,41,40,20,5,12
4.84,38,40,20,5,12
4.84,41,40,20,5,12
4.87,15,40,20,5,12
4.87,27,40,20,5,12
4.87,13,40,20,5,12
4.88,35,40,20,5,12
4.88,35,40,20,5,12
4.88,31,40,20,5,12
4.89,50,40,20,5,12
4.89,50,40,20,5,12
4.89,50,40,20,5,12
4.09,7,40,20,5,12
4.09,9,40,20,5,12
4.09,6,40,20,5,12
4.9,26,40,20,5,12
4.9,35,40,20,5,12
4.9,38,40,20,5,12
4.91,1,40,20,5,12
4.91,1,40,20,5,12
4.91,0,40,20,5,12
4.92,34,40,20,5,12
4.92,35,40,20,5,12
4.92,36,40,20,5,12
4.93,12,40,20,5,12
4.93,7,40,20,5,12
4.93,2,40,20,5,12
4.94,43,40,20,5,12
4.94,39,40,20,5,12
4.94,37,40,20,5,12
4.95,2,40,20,5,12
4.95,0,40,20,5,12
4.95,0,40,20,5,12
4.96,31,40,20,5,12
4.96,34,40,20,5,12
4.96,25,40,20,5,12
4.97,1,40,20,5,12
4.97,3,40,20,5,12
4.97,3,40,20,5,12
9.22,8,40,20,5,12
9.22,14,40,20,5,12
9.22,14,40,20,5,12
9.23,8,40,20,5,12
9.23,7,40,20,5,12
9.23,6,40,20,5,12
9.24,1,40,20,5,12
9.24,2,40,20,5,12
9.24,5,40,20,5,12
10.23,49,40,20,5,12
10.23,49,40,20,5,12
10.23,50,40,20,5,12
10.55,45,40,20,5,12
10.55,46,40,20,5,12
10.55,47,40,20,5,12
10.56,47,40,20,5,12
10.56,44,40,20,5,12
10.56,47,40,20,5,12
10.57,41,40,20,5,12
10.57,47,40,20,5,12
10.57,45,40,20,5,12
10.58,0,40,20,5,12
10.58,1,40,20,5,12
10.58,1,40,20,5,12
11.05,28,40,20,5,12
11.05,31,40,20,5,12
11.05,29,40,20,5,12
13.33,46,40,20,5,12
13.33,41,40,20,5,12
13.33,44,40,20,5,12
13.34,44,40,20,5,12
13.34,44,40,20,5,12
13.34,43,40,20,5,12
13.35,41,40,20,5,12
13.35,43,40,20,5,12
13.35,44,40,20,5,12
13.37,27,40,20,5,12
13.37,37,40,20,5,12
13.37,35,40,20,5,12
13.38,33,40,20,5,12
13.38,15,40,20,5,12
13.38,29,40,20,5,12
13.39,39,40,20,5,12
13.39,37,40,20,5,12
13.39,41,40,20,5,12
13.4,2,40,20,5,12
13.4,9,40,20,5,12
13.4,3,40,20,5,12
13.42,43,40,20,5,12
13.42,49,40,20,5,12
13.42,48,40,20,5,12
13.43,49,40,20,5,12
13.43,44,40,20,5,12
13.43,48,40,20,5,12
13.44,46,40,20,5,12
13.44,48,40,20,5,12
13.44,49,40,20,5,12
13.45,43,40,20,5,12
13.45,46,40,20,5,12
13.45,44,40,20,5,12
13.46,48,40,20,5,12
13.46,48,40,20,5,12
13.46,48,40,20,5,12
13.47,47,40,20,5,12
13.47,48,40,20,5,12
13.47,47,40,20,5,12
13.48,30,40,20,5,12
13.48,23,40,20,5,12
13.48,33,40,20,5,12
13.49,0,40,20,5,12
13.49,1,40,20,5,12
13.49,0,40,20,5,12
13.5,49,40,20,5,12
13.5,49,40,20,5,12
13.5,46,40,20,5,12
13.51,44,40,20,5,12
13.51,44,40,20,5,12
13.51,37,40,20,5,12
13.52,48,40,20,5,12
13.52,47,40,20,5,12
13.52,49,40,20,5,12
13.53,39,40,20,5,12
13.53,42,40,20,5,12
13.53,41,40,20,5,12
13.54,49,40,20,5,12
13.54,49,40,20,5,12
13.54,48,40,20,5,12
13.55,45,40,20,5,12
13.55,45,40,20,5,12
13.55,43,40,20,5,12
13.56,30,40,20,5,12
13.56,28,40,20,5,12
13.56,26,40,20,5,12
13.57,41,40,20,5,12
13.57,46,40,20,5,12
13.57,41,40,20,5,12
13.58,0,40,20,5,12
13.58,3,40,20,5,12
13.58,3,40,20,5,12
13.59,49,40,20,5,12
13.59,49,40,20,5,12
13.59,47,40,20,5,12
13.6,39,40,20,5,12
13.6,49,40,20,5,12
13.6,41,40,20,5,12
13.61,41,40,20,5,12
13.61,39,40,20,5,12
13.61,43,40,20,5,12
13.62,49,40,20,5,12
13.62,48,40,20,5,12
13.62,50,40,20,5,12
13.63,36,40,20,5,12
13.63,33,40,20,5,12
13.63,40,40,20,5,12
13.64,27,40,20,5,12
13.64,33,40,20,5,12
13.64,29,40,20,5,12
13.65,47,40,20,5,12
13.65,47,40,20,5,12
13.65,49,40,20,5,12
13.66,40,40,20,5,12
13.66,37,40,20,5,12
13.66,43,40,20,5,12
13.67,50,40,20,5,12
13.67,49,40,20,5,12
13.67,44,40,20,5,12
13.68,40,40,20,5,12
13.68,42,40,20,5,12
13.68,44,40,20,5,12
13.69,28,40,20,5,12
13.69,29,40,20,5,12
13.69,31,40,20,5,12
13.7,24,40,20,5,12
13.7,16,40,20,5,12
13.7,27,40,20,5,12
13.71,15,40,20,5,12
13.71,15,40,20,5,12
13.71,21,40,20,5,12
13.72,37,40,20,5,12
13.72,38,40,20,5,12
13.72,40,40,20,5,12
13.73,19,40,20,5,12
13.73,28,40,20,5,12
13.73,31,40,20,5,12
13.74,35,40,20,5,12
13.74,28,40,20,5,12
13.74,35,40,20,5,12
13.75,17,40,20,5,12
13.75,14,40,20,5,12
13.75,18,40,20,5,12
13.76,48,40,20,5,12
13.76,48,40,20,5,12
13.76,48,40,20,5,12
13.77,36,40,20,5,12
13.77,40,40,20,5,12
13.77,43,40,20,5,12
13.78,18,40,20,5,12
13.78,15,40,20,5,12
13.78,20,40,20,5,12
13.79,33,40,20,5,12
13.79,38,40,20,5,12
13.79,37,40,20,5,12
13.8,43,40,20,5,12
13.8,46,40,20,5,12
13.8,46,40,20,5,12
13.81,48,40,20,5,12
13.81,45,40,20,5,12
13.81,48,40,20,5,12
13.82,49,40,20,5,12
13.82,48,40,20,5,12
13.82,47,40,20,5,12
13.83,35,40,20,5,12
13.83,29,40,20,5,12
13.83,29,40,20,5,12
13.84,47,40,20,5,12
13.84,48,40,20,5,12
13.84,49,40,20,5,12
15.15,0,40,20,5,12
15.15,2,40,20,5,12
15.15,1,40,20,5,12
15.56,18,40,20,5,12
15.56,18,40,20,5,12
15.56,15,40,20,5,12
19.14,48,40,20,5,12
19.14,50,40,20,5,12
19.14,49,40,20,5,12
24.17,3,40,20,5,12
24.17,2,40,20,5,12
24.17,3,40,20,5,12
26.1,10,40,20,5,12
26.1,3,40,20,5,12
26.1,4,40,20,5,12
26.11,1,40,20,5,12
26.11,4,40,20,5,12
26.11,2,40,20,5,12
26.05,1,40,20,5,12
26.05,0,40,20,5,12
26.05,0,40,20,5,12
