"TPLName","Dormancy"
"Uapaca corbisieri","ND"
"Uapaca kirkiana","PD"
"Ugni candollei","PD"
"Ugni molinae","PD"
"Ulex europaeus","PY"
"Ulex minor","PY"
"Ulex parviflorus","PY"
"Ullucus tuberosus","PD"
"Ulmus americana","ND"
"Ulmus crassifolia","PD"
"Ulmus davidiana","ND"
"Ulmus glabra","PD"
"Ulmus laevigata","ND"
"Ulmus laevis","ND"
"Ulmus mexicana","ND"
"Ulmus minor","ND"
"Ulmus parvifolia","PD"
"Ulmus pumila","PD"
"Ulmus rubra","ND"
"Ulmus serotina","PD"
"Ulmus wallichiana","ND"
"Umbellularia californica","PD"
"Uncarina stellulifera","PD"
"Uniola paniculata","PD"
"Unonopsis guatterioides","MPD"
"Unonopsis pittieri","MPD"
"Upuna boreensis","ND"
"Uraria cylindracea","PY"
"Uraria picta","PY"
"Urena lobata","PY"
"Urera baccifera","PD"
"Urera caracasana","ND"
"Urera kaalae","PD"
"Urera lobata","PY"
"Ureraaccifera NA","PY"
"Urochloa mosambicensis","PD"
"Urophyllum hirsutum","ND"
"Urophyllum streptopodium","ND"
"Ursinia anthemoides","PD"
"Ursinia cakilefolia","PD"
"Ursinia speciosa","PD"
"Urtica cannabina","ND"
"Urtica dioica","PD"
"Urtica ferox","PD"
"Urtica fissa","PD"
"Urtica triangularis","PD"
"Urtica urens","PD"
"Urvillea ulmacea","PY"
"Utricularia minor","MPD"
"Utricularia vulgaris","MPD"
"Uvariastrum insculptum","MD"
"Uvularia grandiflora","MPD"
"Uvularia perfoliata","MPD"
"Vaccaria hispanica","PD"
"Vaccinium angustifolium","PD"
"Vaccinium arctostaphylos","PD"
"Vaccinium ashei","PD"
"Vaccinium boreale","ND"
"Vaccinium caespitosum","PD"
"Vaccinium calycinum","PD"
"Vaccinium corymbosum","PD"
"Vaccinium cylindraceum","PD"
"Vaccinium darrowii","PD"
"Vaccinium dentatum","PD"
"Vaccinium hirsutum","PD"
"Vaccinium macrocarpon","PD"
"Vaccinium membranaceum","PD"
"Vaccinium microcarpum","PD"
"Vaccinium myrsinites","PD"
"Vaccinium myrtilloides","PD"
"Vaccinium myrtillus","PD"
"Vaccinium ovalifolium","PD"
"Vaccinium ovatum","PD"
"Vaccinium oxycoccos","PD"
"Vaccinium padifolium","PD"
"Vaccinium pallidum","PD"
"Vaccinium parviflorum","PD"
"Vaccinium reticulatum","PD"
"Vaccinium smallii","PD"
"Vaccinium tenellum","PD"
"Vaccinium uliginosum","PD"
"Vaccinium vitis-idaea","PD"
"Valeriana californica","PD"
"Valeriana dioica","PD"
"Valeriana montana","PD"
"Valeriana officinalis","PD"
"Valeriana pseudofficinalis","PD"
"Valeriana samolifolia","PD"
"Valeriana supina","PD"
"Valerianella carinata","PD"
"Valerianella dentata","PD"
"Valerianella locusta","PD"
"Valerianella radiata","PD"
"Valerianella umbilicata","PD"
"Vallisneria americana","PD"
"Vallisneria densiserrulata","PD"
"Vallisneria natans","PD"
"Vallisneria spinulosa","PD"
"Vallisneria spiralis","ND"
"Vangueria infausta","PD"
"Vanroyenella plumosa","ND"
"Vantanea depleta","PD"
"Vantanea guianensis","ND"
"Vantanea occidentalis","PD"
"Vantanea parviflora","PD"
"Varilla texana","PD"
"Vatairea guianensis","PY"
"Vatairea macrocarpa","PY"
"Vataireopsis araroba","ND"
"Vataireopsis speciosa","ND"
"Vateria indica","ND"
"Vatica bella","PD"
"Vatica cinerea","ND"
"Vatica copallifera","ND"
"Vatica indica","ND"
"Vatica lowii","ND"
"Vatica mangachapoi","ND"
"Vatica pauciflora","PD"
"Vatica stapfiana","ND"
"Vatica umbonata","ND"
"Vatica wallichii","ND"
"Veitchia arecina","MPD"
"Veitchia joannis","MD"
"Vella bourgaeana","PD"
"Vella pseudocytisus","PD"
"Velleia discophora","PD"
"Velleia foliosa","PD"
"Velleia glabrata","PD"
"Velleia rosea","PD"
"Velleia trinervis","PD"
"Vellozia alutacea","MD"
"Vellozia declinans","ND"
"Vellozia epidendroides","ND"
"Vellozia gigantea","MD"
"Vellozia glandulifera","MD"
"Ventilago viminalis","PY"
"Vepris suaveolens","PD"
"Vepris verdoorniana","PD"
"Veratrum californicum","MPD"
"Veratrum dahuricum","MPD"
"Veratrum nigrum","MPD"
"Veratrum oxysepalum","MPD"
"Verbascum album","PD"
"Verbascum blattaria","PD"
"Verbascum densiflorum","PD"
"Verbascum lychnitis","PD"
"Verbascum nigrum","PD"
"Verbascum phoeniceum","PD"
"Verbascum sinaiticum","PD"
"Verbascum thapsus","PD"
"Verbena bipinnatifida","PD"
"Verbena brasiliensis","ND"
"Verbena hastata","PD"
"Verbena officinalis","PD"
"Verbena stricta","PD"
"Verbena urticifolia","PD"
"Verbesina alternifolia","PD"
"Verbesina caracasana","PD"
"Verbesina encelioides","PD"
"Verbesina gigantea","ND"
"Verbesina virginica","PD"
"Vernicia fordii","PD"
"Vernonanthura discolor","ND"
"Vernonanthura ferruginea","ND"
"Vernonanthura nudiflora","PD"
"Vernonanthura phosphorica","ND"
"Vernonia amygdalina","ND"
"Vernonia camescems","ND"
"Vernonia fasciculata","PD"
"Vernonia gigantea","PD"
"Vernonia missurica","PD"
"Vernonia noveboracensis","PD"
"Vernonia volkameriifolia","ND"
"Veronica alpina","PD"
"Veronica americana","PD"
"Veronica anagallis","PD"
"Veronica anagallis-aquatica","PD"
"Veronica aphylla","PD"
"Veronica arguteserrata","PD"
"Veronica arvensis","PD"
"Veronica beccabunga","PD"
"Veronica bellidioides","PD"
"Veronica biloba","ND"
"Veronica bullii","PD"
"Veronica campylopoda","PD"
"Veronica cardiocarpa","PD"
"Veronica chamaedrys","PD"
"Veronica ciliata","PD"
"Veronica dillenii","PD"
"Veronica eriogyne","PD"
"Veronica fruticans","PD"
"Veronica hederifolia","PD"
"Veronica longifolia","PD"
"Veronica officinalis","PD"
"Veronica peregrina","PD"
"Veronica persica","PD"
"Veronica plebeia","PD"
"Veronica polita","PD"
"Veronica rockii","PD"
"Veronica scutellata","PD"
"Veronica speciosa","PD"
"Veronica spicata","PD"
"Veronica szechuanica","PD"
"Veronica triphyllos","PD"
"Veronica urticifolia","PD"
"Veronica wyomingensis","PD"
"Veronicastrum virginicum","PD"
"Verreauxia reinwardtii","PD"
"Verschaffeltia splendida","MPD"
"Verticordia albida","PD"
"Verticordia attenuata","PD"
"Verticordia aurea","PD"
"Verticordia bifimbriata","PD"
"Verticordia brownii","PD"
"Verticordia carinata","PD"
"Verticordia chrysantha","PD"
"Verticordia comosa","PD"
"Verticordia dasystylis","PD"
"Verticordia densiflora","PD"
"Verticordia drummondii","PD"
"Verticordia endlicheriana","PD"
"Verticordia eriocephala","PD"
"Verticordia etheliana","PD"
"Verticordia fimbrilepis","PD"
"Verticordia grandiflora","PD"
"Verticordia harveyi","PD"
"Verticordia helichrysantha","PD"
"Verticordia huegelii","PD"
"Verticordia hughanii","PD"
"Verticordia lepidophylla","PD"
"Verticordia lindleyi","PD"
"Verticordia mitchelliana","PD"
"Verticordia monadelpha","PD"
"Verticordia muelleriana","PD"
"Verticordia multiflora","PD"
"Verticordia nitens","PD"
"Verticordia oculata","PD"
"Verticordia penicillaris","PD"
"Verticordia pennigera","PD"
"Verticordia pholidophylla","PD"
"Verticordia picta","PD"
"Verticordia plumosa","PD"
"Verticordia roei","PD"
"Verticordia serrata","PD"
"Verticordia spicata","PD"
"Verticordia staminosa","PD"
"Viburnum acerifolium","MPD"
"Viburnum alnifolium","MPD"
"Viburnum betulifolium","MPD"
"Viburnum bracteatum","MPD"
"Viburnum burejaeticum","MPD"
"Viburnum cassinoides","MPD"
"Viburnum dentatum","MPD"
"Viburnum dilatatum","MPD"
"Viburnum erubescens","MPD"
"Viburnum farreri","MPD"
"Viburnum foetidum","MPD"
"Viburnum formosanum","MPD"
"Viburnum glomeratum","MPD"
"Viburnum lantana","MPD"
"Viburnum lentago","MPD"
"Viburnum nudum","MPD"
"Viburnum odoratissimum","MPD"
"Viburnum opulus","MPD"
"Viburnum prunifolium","MPD"
"Viburnum pubescens","MPD"
"Viburnum rafinesquianum","MPD"
"Viburnum recognitum","MPD"
"Viburnum rufidulum","MPD"
"Viburnum sargentii","MPD"
"Viburnum scabrellum","MPD"
"Viburnum sempervirens","MPD"
"Viburnum stulletum","MPD"
"Viburnum tinus","MPD"
"Viburnum trilobum","MPD"
"Vicia benghalensis","PY"
"Vicia cassubica","PY"
"Vicia cracca","PY"
"Vicia disperma","PY"
"Vicia hirsuta","PYPD"
"Vicia hyrcanica","PY"
"Vicia lutea","PY"
"Vicia melanops","PY"
"Vicia menziensis","PY"
"Vicia pannonica","PY"
"Vicia parviflora","PY"
"Vicia peregrina","PY"
"Vicia pubescens","PY"
"Vicia rigidula","PY"
"Vicia sativa","PYPD"
"Vicia sepium","PY"
"Vicia sylvatica","PY"
"Vicia tenuifolia","PY"
"Vicia tetrasperma","PY"
"Vicia unijuga","PY"
"Vicia vicioides","PY"
"Vicia villosa","PY"
"Vigna lanceolata","PY"
"Vigna marina","PY"
"Vigna trilobata","PY"
"Viguiera dentata","PD"
"Viguiera stenoloba","PD"
"Viminaria juncea","PY"
"Vincetoxicum rossicum","PD"
"Viola adunca","PD"
"Viola arvensis","PD"
"Viola bicolor","PD"
"Viola biflora","PD"
"Viola chamissoniana","PD"
"Viola collina","PD"
"Viola declinata","PD"
"Viola elatior","PD"
"Viola lutea","PD"
"Viola odorata","PD"
"Viola palustris","PD"
"Viola pedata","PD"
"Viola pedatifida","PD"
"Viola persicifolia","PD"
"Viola pumila","PD"
"Viola riviniana","PD"
"Viola sagittata","PD"
"Viola septemloba","PD"
"Viola yezoensis","PD"
"Virgilia divaricata","PY"
"Virola calophylla","MD"
"Virola koschnyi","MD"
"Virola multinervia","MD"
"Virola sebifera","MPD"
"Virola surinamensis","MPD"
"Virola tucanorum","PD"
"Virola venosa","MD"
"Viscum album","PD"
"Viscum minimum","PD"
"Vismia brasiliensis","PD"
"Vismia guianensis","PD"
"Vismia japurensis","ND"
"Vismia latifolia","PD"
"Vitaliana primuliflora","MPD"
"Vitellaria paradoxa","ND"
"Vitex agnus-castus","PD"
"Vitex canescens","PD"
"Vitex cymosa","PD"
"Vitex doniana","PD"
"Vitex ferruginea","PD"
"Vitex keniensis","PD"
"Vitex lucens","PD"
"Vitex micrantha","PD"
"Vitex negundo","PD"
"Vitex peduncularis","PD"
"Vitex pinnata","PD"
"Vitex polygama","PD"
"Vitex quinata","PD"
"Vitex trifolia","PD"
"Vitex vestita","PD"
"Vitis aestivalis","MPD"
"Vitis amurensis","MPD"
"Vitis bicolor","MPD"
"Vitis diversifolia","MPD"
"Vitis labrusca","MPD"
"Vitis rotundifolia","MPD"
"Vitis spp.","PD"
"Vitis vinifera","MPD"
"Vitis vulpina","MPD"
"Vittadinia muelleri","PD"
"Vittadinia pterochaeta","PD"
"Voacanga africana","PD"
"Vochysia allenii","ND"
"Vochysia bifalcata","PD"
"Vochysia cinnamomea","PD"
"Vochysia ferruginea","PD"
"Vochysia guatemalensis","ND"
"Vochysia haenkeana","PD"
"Vochysia magnifica","PD"
"Vochysia obscura","ND"
"Vochysia thyrsoidea","ND"
"Vochysia tucanorum","PD"
