FoCh name,Range,Habitat,Alpine,Min elevation,Max elevation,Standardized name,Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
,700-4700 m,"Gravel and rocky slopes; 700-4700 m. Gansu, Hebei, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan, Xinjiang, Xizang [Kashmir, Kazakhstan (Tian Shan), Kyrgyzstan, Mongolia, Nepal, Tajikistan, Uzbekistan].",Euryalpine,700,4700,Stipa breviflora,Stipa breviflora ,Stipa,,breviflora,NA,NA,,,kew-444803,TRUE,1.1,Accepted,Poaceae,Stipa,,breviflora,,,Griseb.,kew-444803,Accepted,FALSE,FALSE,FALSE,28/10/2019
Potentilla multifida,700--5000 m,"Forest margins, meadows, grassy mountain slopes, alpine valleys, ravines, sandy river banks; 700--5000 m. Gansu, Hebei, Heilongjiang, Jilin, Liaoning, Nei Mongol, Qinghai, Shaanxi, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Asia, Europe, North America].",Euryalpine,700,5000,Potentilla muitifide,Potentilla muitifide ,Potentilla,,muitifide,NA,NA,,,,FALSE,1.1,,,Potentilla,,muitifide,NA,,,,,FALSE,FALSE,FALSE,28/10/2019
Potentilla multifida,700--5000 m,"Forest margins, meadows, grassy mountain slopes, alpine valleys, ravines, sandy river banks; 700--5000 m. Gansu, Hebei, Heilongjiang, Jilin, Liaoning, Nei Mongol, Qinghai, Shaanxi, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Asia, Europe, North America].",Euryalpine,700,5000,Potentilla multifolia,Potentilla multifolia,Potentilla,,multifolia,NA,NA,,,,FALSE,1.1,,,Potentilla,,multifolia,NA,,,,,FALSE,FALSE,FALSE,06/09/2019
,800-4200 m,"Dry slopes, rocky cliffs, stony places, Artemisia-Stipa formations, xerophytic shrublands, riverbanks, roadsides; 800-4200 m. S Gansu, E Qinghai, Shaanxi, W Sichuan, E Xizang.",Euryalpine,800,4200,Aster poliothamnus,Aster poliothamnus Diels,Aster,,poliothamnus,NA,NA,,Diels,gcc-123659,TRUE,1.1,Accepted,Compositae,Aster,,poliothamnus,,,Diels,gcc-123659,Accepted,FALSE,FALSE,FALSE,06/09/2019
,800-4500 m,"800-4500 m. Hebei, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, N and NW Sichuan [Mongolia, Russia (E Siberia)]",Euryalpine,800,4500,Gentiana dahurica,Gentiana dahurica Fisch.,Gentiana,,dahurica,NA,NA,,Fisch.,kew-2820341,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,dahurica,,,Fisch.,kew-2820341,Accepted,FALSE,FALSE,FALSE,28/10/2019
,800--4900 m,"Forest margins, grassy slopes, streamsides, lakesides; 800--4900 m. C and S Gansu, W Guangxi, Guizhou, N and W Hebei, NW Henan, SW Hubei, S Nei Mongol, Ningxia, E Qinghai, Shaanxi, Sichuan, W Xinjiang, E and S Xizang, Yunnan [Bhutan, India, Indonesia (Sumatra), Nepal, Sikkim, Sri Lanka].",Euryalpine,800,4900,Anemone rivularis,Anemone rivularis Buch.-Ham.,Anemone,,rivularis,NA,NA,,Buch.-Ham.,kew-2638651,TRUE,1.1,Accepted,Ranunculaceae,Anemone,,rivularis,,,Buch.-Ham. ex DC.,kew-2638651,Accepted,FALSE,FALSE,FALSE,06/09/2019
,800--4900 m,"Forest margins, grassy slopes, streamsides, lakesides; 800--4900 m. C and S Gansu, W Guangxi, Guizhou, N and W Hebei, NW Henan, SW Hubei, S Nei Mongol, Ningxia, E Qinghai, Shaanxi, Sichuan, W Xinjiang, E and S Xizang, Yunnan [Bhutan, India, Indonesia (Sumatra), Nepal, Sikkim, Sri Lanka].",Euryalpine,800,4900,Anemone rivularis,Anemone rivularis var.barbulata Turcz,Anemone,,rivularis,NA,var.,barbulata,Turcz,kew-2890779,TRUE,1.1,Synonym,Ranunculaceae,Anemone,,rivularis,var.,flore-minore,Maxim.,kew-2638653,Accepted,FALSE,FALSE,FALSE,28/10/2019
Pennisetum flaccidum,800-5000 m,"Hillsides, field margins, roadsides on dry sandy soils, sometimes also on slightly saline alluvial soils on flood plains; 800-5000 m. Gansu, Hebei, Heilongjiang, Henan, Hubei, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Afghanistan, Bhutan, NW India, Kashmir, Nepal, Pakistan, Tajikistan; SW Asia (Iran)].",Euryalpine,800,5000,Pennisetum centrasiaticum,Pennisetum centrasiaticum Tzvel.,Pennisetum,,centrasiaticum,NA,NA,,Tzvel.,kew-432636,TRUE,1.1,Accepted,Poaceae,Pennisetum,,centrasiaticum,,,Tzvelev,kew-432636,Accepted,FALSE,FALSE,FALSE,06/09/2019
Achnatherum splendens,900-4500 m,"Dry mountain slopes, grassy places on slightly alkaline, sandy soil; 900-4500 m. Gansu, Heilongjiang, Henan, Nei Mongol, Ningxia, Qinghai, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Afghanistan, N India, Kazakhstan, Kyrgyzstan, Mongolia, Pakistan, Russia, Tajikistan, Turkmenstan, Uzbekistan].",Euryalpine,900,4500,Achnatherum splenolens,Achnatherum splenolens ,Achnatherum,,splenolens,NA,NA,,,,FALSE,1.1,,,Achnatherum,,splenolens,NA,,,,,FALSE,FALSE,FALSE,28/10/2019
,900-4500 m,"Rocky slopes, roadsides, forests, grassy areas, river banks, alpine meadows, rocky outcrops; 900-4500 m. Gansu, Hebei, Jiangsu, Jilin, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [India, Kazakhstan, Korea, Mongolia, Pakistan, Russia].",Euryalpine,900,4500,Sisymbrium heteromallum,Sisymbrium heteromallum C.A.Mey.,Sisymbrium,,heteromallum,NA,NA,,C.A.Mey.,tro-4103130,TRUE,1.1,Accepted,Brassicaceae,Sisymbrium,,heteromallum,,,C.A. Mey.,tro-4103130,Accepted,FALSE,FALSE,FALSE,06/09/2019
,900-4500 m,"Dry mountain slopes, grassy places on slightly alkaline, sandy soil; 900-4500 m. Gansu, Heilongjiang, Henan, Nei Mongol, Ningxia, Qinghai, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Afghanistan, N India, Kazakhstan, Kyrgyzstan, Mongolia, Pakistan, Russia, Tajikistan, Turkmenstan, Uzbekistan].",Euryalpine,900,4500,Stipa splendens,Achnatherum splendens (Trin.) Nevski,Achnatherum,,splendens,NA,NA,,(Trin.) Nevski,kew-387159,TRUE,1.1,Synonym,Poaceae,Stipa,,splendens,,,Trin.,kew-445779,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1000-4200 m,"Forests, forest margins, hills, grasslands, bamboo or grassy slopes, rocky places, valleys, wetlands; 1000-4200 m. S Gansu, N Guangdong, N Guangxi, Guizhou, W Henan, W Hubei, SW and W Hunan, NW Jiangxi, E Qinghai, S Shaanxi, S Shanxi, Sichuan, Yunnan.",Euryalpine,1000,4200,Anaphalis aureopunctata,Anaphalis aureo-punctata Lingelsh et Borza,Anaphalis,,aureo-punctata,NA,NA,,Lingelsh et Borza,gcc-9820,TRUE,1.1,Accepted,Compositae,Anaphalis,,aureopunctata,,,Lingelsh. & Borza,gcc-9820,Accepted,TRUE,FALSE,FALSE,06/09/2019
,1000-4300 m,"Grassy slopes, moist valleys, along ditches; 1000-4300 m. S Gansu, Guangxi, Guizhou, Henan, Hubei, Hunan, SW Qinghai, S Shaanxi, Sichuan, Xizang, Yunnan [Afghanistan, Bhutan, India, Indonesia, Japan (introduced), Myanmar, Nepal, Pakistan, Sikkim, Tajikistan, Vietnam; SW Asia].",Euryalpine,1000,4300,Rumex nepalensis,Rumex nepalensis Spreng.,Rumex,,nepalensis,NA,NA,,Spreng.,kew-2424706,TRUE,1.1,Accepted,Polygonaceae,Rumex,,nepalensis,,,Spreng.,kew-2424706,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1000-4800(-5000) m,"Grassy marshlands, floodlands, rocky slopes, waysides, outer forest margins; 1000-4800(-5000) m. Gansu, SW Nei Mongol, Qinghai, W Sichuan, N Xinjiang, Xizang, W Yunnan [N India, Nepal, N Pakistan, Tajikistan].",Euryalpine,1000,4800,Artemisia hedinii,Artemisia hedinii Ostenf. et Pauls.,Artemisia,,hedinii,NA,NA,,Ostenf. et Pauls.,gcc-144952,TRUE,1.1,Accepted,Compositae,Artemisia,,hedinii,,,Ostenf.,gcc-144952,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1000-4900 m or below,"Hills, waysides, shrublands, slopes, often dominant on S slopes, roadsides, forest steppes, steppes, meadows, dry floodlands, wastelands; 1000-4900 m or below. Anhui, Gansu, Guangdong, Hebei, Heilongjiang, Henan, Hubei, Jiangsu, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Xizang; one variety widespread throughout China [Afghanistan, N India, Japan, Kazakhstan, Korea, Kyrgyzstan, Mongolia, Nepal, N Pakistan, Russia, Tajikistan, Uzbekistan; E Europe].",Euryalpine,1000,4900,Artemisia gmelinii,Artemisia sacrorum Ledeb.,Artemisia,,sacrorum,NA,NA,,Ledeb.,gcc-105691,TRUE,1.1,Synonym,Compositae,Artemisia,,gmelinii,,,Weber ex Stechm.,gcc-41142,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1100-4700 m,"Along streams, river banks, wet places in valleys, grassland slopes, bog meadows, scrub meadows, forests, clearings in forests; 1100-4700 m. Hebei, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Xizang [Kashmir, Korea, Mongolia, Russia].",Euryalpine,1100,4700,Gentiana aquatica,Gentiana pseudo-aquatica Kusnez.,Gentiana,,pseudo-aquatica,NA,NA,,Kusnez.,kew-2821263,TRUE,1.1,Synonym,Gentianaceae,Gentiana,,aquatica,var.,pseudoaquatica,(Kusn.) S.Agrawal,kew-2819960,Accepted,TRUE,FALSE,FALSE,06/09/2019
,1100-4900 m,"Mountain slopes, meadows, scrub, gravelly streamsides, roadsides; 1100-4900 m. Gansu, Qinghai, Xinjiang, Xizang [Afghanistan, India, Kashmir, Kazakhstan, Kyrgyzstan, Pakistan, Russia, Sikkim, Tajikistan, E Turkmenistan, Uzbekistan].",Euryalpine,1100,4900,Draba lanceolata,Draba lanceolata var.Leiocarpa ,Draba,,lanceolata,NA,var.,,Leiocarpa,kew-2776873,TRUE,1.1,Accepted,Brassicaceae,Draba,,lanceolata,,,Royle,kew-2776873,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1100-4900 m,"Beside streams, meadow slopes, forests; 1100-4900 m. Gansu, Hebei, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan, Xizang, Yunnan [Bhutan, India, Nepal, Sikkim].",Euryalpine,1100,4900,Gentianopsis paludosa,Gentianopsis paludosa (Hook. f.) Ma,Gentianopsis,,paludosa,NA,NA,,(Hook. f.) Ma,kew-2822446,TRUE,1.1,Accepted,Gentianaceae,Gentianopsis,,paludosa,,,(Hook.f.) Ma,kew-2822446,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1100-4900 m,"1100-4900 m. Gansu, Hebei, W Hubei, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan, Xizang, Yunnan [Bhutan, India, Nepal, Sikkim]",Euryalpine,1100,4900,Gentianopsis paludosa,Gentianopsis paludosa (Hook. f.) Ma var. ovato-deltoidea (Burk.) Ma ex T.N.Ho.,Gentianopsis,,paludosa,NA,var.,ovato-deltoidea,(Burk.) Ma ex T.N.Ho.,kew-2822448,TRUE,1.1,Accepted,Gentianaceae,Gentianopsis,,paludosa,var.,ovatodeltoidea,(Burkill) Ma ex T.N.Ho,kew-2822448,Accepted,TRUE,FALSE,FALSE,28/10/2019
,1100-5000 m,"Mountain meadows, dry rocky places; 1100-5000 m. Gansu, Nei Mongol, Ningxia, Qinghai, Shanxi, Sichuan, Xinjiang, Xizang [Russia]",Euryalpine,1100,5000,Dracocephalum heterophyllum,Dracocephalum heterophyllum Benth,Dracocephalum,,heterophyllum,NA,NA,,Benth,kew-63797,TRUE,1.1,Accepted,Lamiaceae,Dracocephalum,,heterophyllum,,,Benth.,kew-63797,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1200-4200 m,"Grassy hillsides, stony hillsides, alpine meadows; 1200-4200 m. Xinjiang, Xizang [Bhutan, Japan, Kazakhstan, Kyrgyzstan, Korea, Mongolia, E Russia, Sikkim; North America].",Euryalpine,1200,4200,Gentiana algida,Gentiana purdomii Marq.,Gentiana,,purdomii,NA,NA,,Marq.,kew-2821307,TRUE,1.1,Synonym,Gentianaceae,Gentiana,,algida,var.,purdomii,(C.Marquand) T.N.Ho,kew-2819868,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1200--4500 m,"Meadows on mountain slopes, marshes; 1200--4500 m. Sichuan, Xizang, Yunnan [Bhutan, Sikkim].",Euryalpine,1200,4500,Sanguisorba filiformis,Sanguisorba filiformis,Sanguisorba,,filiformis,NA,NA,,,rjp-6597,TRUE,1.1,Accepted,Rosaceae,Sanguisorba,,filiformis,,,(Hook.f.) Hand.-Mazz.,rjp-6597,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1200--4800 m,"Gullies, slopes, plateaus; 1200--4800 m. Qinghai, Sichuan, Xinjiang, Xizang, Yunnan.",Euryalpine,1200,4800,Stellaria uda,Stellaria uda,Stellaria,,uda,NA,NA,,,tro-50097917,TRUE,1.1,Accepted,Caryophyllaceae,Stellaria,,uda,,,F.N. Williams,tro-50097917,Accepted,FALSE,FALSE,FALSE,28/10/2019
Polygonum viviparum,1200-5100 m,"Forest margins, grassy slopes, alpine steppes; 1200-5100 m. Gansu, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Jilin, Liaoning, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [Bhutan, India, Japan, Kazakhstan, Korea, Kyrgyzstan, Mongolia, Myanmar, Nepal, Russia, Sikkim, Tajikistan, Thailand; SW Asia, Europe, North America].",Euryalpine,1200,5100,Persicaria vivipara,Polygonum viviparum Linn. ,Polygonum,,viviparum,NA,NA,,Linn.,kew-2574216,TRUE,1.1,Synonym,Polygonaceae,Persicaria,,vivipara,,,(L.) Ronse Decr.,kew-2572250,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1300-4100 m,"Subalpine grasslands or meadows, open slopes, open Picea woodlands, forest margins, Rhododendron and shrub thickets, roadsides; 1300-4100 m. SE Gansu, N Hebei, E Qinghai, Shanxi, W Sichuan.",Euryalpine,1300,4100,Aster farreri,Aster farreri W. W. Sm. et J. F. Jeffr.,Aster,,farreri,NA,NA,,W. W. Sm. et J. F. Jeffr.,gcc-119644,TRUE,1.1,Accepted,Compositae,Aster,,farreri,,,W.W.Sm. & Jeffrey,gcc-119644,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1300-4200 m,"Sandy areas along riverbanks, alpine grasslands, grassy slopes near villages, crevices of steep rocky slopes; 1300-4200 m. Gansu, Hebei, Qinghai, Shanxi, Sichuan, Xizang, Yunnan",Euryalpine,1300,4200,Ajuga lupulina,Ajuga lupulina Maxim.,Ajuga,,lupulina,NA,NA,,Maxim.,kew-5312,TRUE,1.1,Accepted,Lamiaceae,Ajuga,,lupulina,,,Maxim.,kew-5312,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1300-4400 m,"Montane ditches, swampy meadows, river basins, woodlands; 1300-4400 m. Gansu, Hebei, Qinghai, Shaanxi, Shanxi, Sichuan, Xizang, Yunnan.",Euryalpine,1300,4400,Cardamine tangutorum,Cardamine tangutorum,Cardamine,,tangutorum,NA,NA,,,kew-2700476,TRUE,1.1,Accepted,Brassicaceae,Cardamine,,tangutorum,,,O.E.Schulz,kew-2700476,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1400-4100 m,"Grasslands, thickets, conifer forests; 1400-4100. Gansu, Qinghai, Sichuan, Xizang, Yunnan [yanar].",Euryalpine,1400,4100,Leontopodium dedekensii,Leontopodium dedekensii ,Leontopodium,,dedekensii,NA,NA,,,gcc-134376,TRUE,1.1,Accepted,Compositae,Leontopodium,,dedekensii,,,(Bureau & Franch.) Beauverd,gcc-134376,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1500-4300 m,"Forests, brushy alpine meadows, riparian grasslands, ruderal areas; 1500-4300 m. Gansu, Hebei, Henan, Jilin, Liaoning, Nei Mongol, Qinghai, Shaanxi, Shandong, Sichuan, Xinjiang, Xizang, Yunnan [widespread in Asia, Europe, and the Mediterranean region; introduced elsewhere].",Euryalpine,1500,4300,Carum carvi,Carum carvi,Carum,,carvi,NA,NA,,,kew-2701499,TRUE,1.1,Accepted,Apiaceae,Carum,,carvi,,,L.,kew-2701499,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1500-4300 m,"1500-4300 m. Gansu, Hebei, Hubei, Nei Mongol, Qinghai, Shanxi, Sichuan [Korea]",Euryalpine,1500,4300,Swertia erythrosticta,Swertia erythrosticta Maxim.,Swertia,,erythrosticta,NA,NA,,Maxim.,tro-13802810,TRUE,1.1,Accepted,Gentianaceae,Swertia,,erythrosticta,,,Maxim.,tro-13802810,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1500-4400 m,"Slopes, valleys; 1500-4400 m. Gansu, Hubei, Nei Mongol, Qinghai, Shaanxi, Sichuan, Xizang, Yunnan [cultivated in Russia].",Euryalpine,1500,4400,Rheum palmatum,Rheum palmatum L.,Rheum,,palmatum,NA,NA,,L.,kew-2425567,TRUE,1.1,Accepted,Polygonaceae,Rheum,,palmatum,,,L.,kew-2425567,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1500-4500 m,"Wet meadows, river sand and gravel, among bushes, wet places; 1500-4500 m. Gansu, Heilongjiang, Nei Mongol, Qinghai, Shaanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan [Bhutan, India (Sikkim), Japan, Kazakhstan, Korea, Kyrgyzstan, Mongolia, Pakistan, Russia, Tajikistan, Uzbekistan; SW Asia, Europe, North America; introduced elsewhere].",Euryalpine,1500,4500,Deschampsia cespitosa,Deschampsia caespitosa (L.) Beauv.,Deschampsia,,caespitosa,NA,NA,,(L.) Beauv.,kew-407577,TRUE,1.1,Synonym,Poaceae,Deschampsia,,cespitosa,,,(L.) P.Beauv.,kew-407579,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1500-4500 m,"Moist or dry open places in calcareous soils, alpine meadows, on rocks, dry ridges, grassy slopes, among shrubs; 1500-4500 m. Gansu, Hebei, Jilin, Nei Mongol, Ningxia, Qinghai, Shanxi, Sichuan, Xinjiang, Xizang [Japan, Kazakhstan, Korea, Mongolia, Russia; Europe, North America].",Euryalpine,1500,4500,Kobresia myosuroides,Kobresia myosuroides (Villas) Fiori,Kobresia,,myosuroides,NA,NA,,(Villas) Fiori,kew-251042,TRUE,1.1,Accepted,Cyperaceae,Kobresia,,myosuroides,,,(Vill.) Fiori,kew-251042,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1500--4700 m,"Forests, thickets, sunny rocky slopes, mountain summits, rocky valleys, stream sides; 1500--4700 m. Gansu, Hebei, Henan, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan, Xinjiang, Xizang.",Euryalpine,1500,4700,Spiraea mongolica,Spiraea mongolica,Spiraea,,mongolica,NA,NA,,,rjp-6453,TRUE,1.1,Accepted,Rosaceae,Spiraea,,mongolica,,,Maxim.,rjp-6453,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1500--4900 m,"Juniperus forests, scrub, grassy slopes, alpine meadows; 1500--4900 m. Gansu, N Ningxia, E Qinghai, NW Sichuan, NE Xizang.",Euryalpine,1500,4900,Delphinium albocoeruleum,Delphinium albocoeruleum Maxim.,Delphinium,,albocoeruleum,NA,NA,,Maxim.,kew-2759391,TRUE,1.1,Accepted,Ranunculaceae,Delphinium,,albocoeruleum,,,Maxim.,kew-2759391,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1500-4900 m,"Forest glades, scrub, swales, sands and pebbles in river valleys; 1500-4900 m. Gansu, Hebei, Heilongjiang, Henan, Nei Mongol, Ningxia, Qinghai, Shaanxi, Shanxi, Sichuan, Xinjiang, Xizang, Yunnan [India, Japan, Korea, Mongolia, Nepal, Russia].",Euryalpine,1500,4900,Elymus sibiricus,Elymus sibiricus L. ,Elymus,,sibiricus,NA,NA,,L.,kew-411563,TRUE,1.1,Accepted,Poaceae,Elymus,,sibiricus,,,L.,kew-411563,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1500-5300 m,"Moist places, swamp meadows, scrub, alpine meadows; 1500-5300 m. S Gansu, W Hubei, Qinghai, Shanxi, Sichuan, E Xizang.",Euryalpine,1500,5300,Swertia wolfgangiana,Swertia wolfangiana ,Swertia,,wolfangiana,NA,NA,,,tro-13802822,TRUE,1.1,Accepted,Gentianaceae,Swertia,,wolfgangiana,,,Grüning,tro-13802822,Accepted,TRUE,FALSE,FALSE,28/10/2019
,1600-4100 m,"Rocks on slopes; 1600-4100 m. Gansu, Hebei, Hubei, Jilin, Nei Mongol, Qinghai, Shaanxi, Shanxi, Sichuan, Yunnan [Bhutan, Myanmar].",Euryalpine,1600,4100,Rhodiola dumulosa,Rhodiola dumulosa (Franch.) S.H.Fu,Rhodiola,,dumulosa,NA,NA,,(Franch.) S.H.Fu,tro-8903471,TRUE,1.1,Accepted,Crassulaceae,Rhodiola,,dumulosa,,,(Franch.) S.H. Fu,tro-8903471,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1600-4400 m,"Alpine meadows, steppe, grassy places in forests; 1600-4400 m. Anhui, Gansu, Guizhou, Jiangsu (cultivated), Jilin, Nei Mongol, Ningxia, Qinghai, Shaanxi, Sichuan, Taiwan, Xinjiang, Xizang, Yunnan, Zhejiang [Japan, Korea, Mongolia, Russia; SW Asia (Caucasus), Europe, North America].",Euryalpine,1600,4400,Festuca ovina,Festuca ovina L.,Festuca,,ovina,NA,NA,,L.,kew-415853,TRUE,1.1,Accepted,Poaceae,Festuca,,ovina,,,L.,kew-415853,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1600-4400 m,"Valleys or grassy slopes, forests or forest edges, alpine meadows; 1600-4400 m. SE Gansu, W Hubei, E Qinghai, S Shaanxi, Sichuan, S Xizang, NW Yunnan [Bhutan, NW India, Sikkim].",Euryalpine,1600,4400,Veronica szechuanica,Veronica szechuanica Batal.,Veronica,,szechuanica,NA,NA,,Batal.,tro-29207863,TRUE,1.1,Accepted,Plantaginaceae,Veronica,,szechuanica,,,Batalin,tro-29207863,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1600-4600 m,"Montane grasslands, alluvial flats in mountain valleys, floodplains; 1600-4600 m. Gansu, Ningxia, Qinghai, Sichuan, Xinjiang, Xizang, Yunnan [Kashmir, E Kazakhstan, Kyrgyzstan (Tian Shan), Tajikistan (E Pamirs)].",Euryalpine,1600,4600,Stipa regeliana,Stipa regeliana ,Stipa,,regeliana,NA,NA,,,kew-445645,TRUE,1.1,Accepted,Poaceae,Stipa,,regeliana,,,Hack.,kew-445645,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1600-5000 m,"Forest margins, scrub; 1600-5000 m. Gansu, Qinghai, Shaanxi, Sichuan, Xizang.",Euryalpine,1600,5000,Notopterygium incisum,Notopterygium incisum Ting ex H. T. Chang,Notopterygium,,incisum,NA,NA,,Ting ex H. T. Chang,kew-2379586,TRUE,1.1,Accepted,Apiaceae,Notopterygium,,incisum,,,K.C.Ting ex H.T.Chang,kew-2379586,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1700-4200 m,"Upland steppes, grassy mountainsides, roadside bordering fields, floodlands; 1700-4200 m. Gansu, Nei Mongol, Ningxia, Qinghai, Sichuan, Xinjiang, Xizang [Mongolia].",Euryalpine,1700,4200,Stipa inebrians,Achnatherum inebrians (Hance) Keng,Achnatherum,,inebrians,NA,NA,,(Hance) Keng,kew-387288,TRUE,1.1,Synonym,Poaceae,Stipa,,inebrians,,,Hance,kew-445178,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1700--4700 m,"Paths and wet places in forests, Salix thickets, slopes, grasslands; 1700--4700 m. Gansu, Guizhou, Henan, Hubei, Ningxia, Qinghai, Shaanxi, Sichuan, Xizang, Yunnan [Bhutan, Sikkim].",Euryalpine,1700,4700,Juncus allioides,Juncus allioides Franch.,Juncus,,allioides,NA,NA,,Franch.,kew-314318,TRUE,1.1,Accepted,Juncaceae,Juncus,,allioides,,,Franch.,kew-314318,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1700--4700 m,"Forests, forest margins, meadows on mountain slopes; 1700--4700 m. Gansu, Qinghai, Sichuan, Xizang, Yunnan [Bhutan].",Euryalpine,1700,4700,Potentilla potaninii,Potentilla potaninii Wolf,Potentilla,,potaninii,NA,NA,,Wolf,rjp-10791,TRUE,1.1,Accepted,Rosaceae,Potentilla,,potaninii,,,Th.Wolf,rjp-10791,Accepted,FALSE,FALSE,FALSE,06/09/2019
Notopterygium franchetii,1700-4800 m,"Forest margins, scrub; 1700-4800 m. Gansu, Hubei, Nei Mongol, Qinghai, Shaanxi, Shanxi, Sichuan, Yunnan.",Euryalpine,1700,4800,Notopterygium franchetii,Notopterygium forbesii Boiss.,Notopterygium,,forbesii,NA,NA,,Boiss.,kew-2379792,TRUE,1.1,Synonym,Apiaceae,Notopterygium,,franchetii,,,H.Boissieu,kew-2379691,Accepted,FALSE,FALSE,FALSE,06/09/2019
,1700--4900 m,"Rock crevices in forests, scrub on turfy soils, wet grasslands in high mountains, stony pastures, river banks, moist cliffs, steep and dripping roadside banks; 1700--4900 m. Gansu, Qinghai, Shanxi, Sichuan, Xizang, Yunnan [Bhutan, Myanmar, E Nepal, Sikkim].",Euryalpine,1700,4900,Juncus amplifolius,Juncus amplifolium ,Juncus,,amplifolium,NA,NA,,,kew-314372,TRUE,1.1,Accepted,Juncaceae,Juncus,,amplifolius,,,A.Camus,kew-314372,Accepted,TRUE,FALSE,FALSE,28/10/2019
,1800-4500 m,"1800-4500 m. Gansu, Nei Mongol, Ningxia, Qinghai, Sichuan, Xinjiang",Euryalpine,1800,4500,Astragalus mahoschanicus,Astragalus mahoschanicus,Astragalus,,mahoschanicus,NA,NA,,,ild-44920,TRUE,1.1,Accepted,Leguminosae,Astragalus,,mahoschanicus,,,Hand.-Mazz.,ild-44920,Accepted,FALSE,FALSE,FALSE,28/10/2019
,1800-4500 m,"River banks, meadows, dry steppes, scrub; 1800-4500 m. Gansu, Ningxia, Qinghai, NW Sichuan.",Euryalpine,1800,4500,Gentiana siphonantha,Gentiana siphorantha ,Gentiana,,siphorantha,NA,NA,,,kew-2821558,TRUE,1.1,Accepted,Gentianaceae,Gentiana,,siphonantha,,,Maxim. ex Kusn.,kew-2821558,Accepted,TRUE,FALSE,FALSE,28/10/2019
,1800-4500 m,"Grasslands, weedy slopes and alpine meadows; 1800-4500 m. Gansu, Hebei, Nei Mongol, Ningxia, Qinghai, Sichuan, Xinjiang, Xi­zang.",Euryalpine,1800,4500,Oxytropis ochrocephala,Oxytropis ochrocephala Bunge,Oxytropis,,ochrocephala,NA,NA,,Bunge,ild-32347,TRUE,1.1,Accepted,Leguminosae,Oxytropis,,ochrocephala,,,Bunge,ild-32347,Accepted,FALSE,FALSE,FALSE,06/09/2019
