"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date","Tax_res"
"Potentilla chrysantha","Potentilla","","chrysantha",NA,NA,"","","rjp-3670",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","chrysantha","","","(Zoll. & Moritzi) Trevir.","rjp-3670","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
