"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date","Tax_res"
"Kobresia macrantha Böcklr","Kobresia","","macrantha",NA,NA,"","Böcklr","kew-251030",TRUE,"1.1","Accepted","Cyperaceae","Kobresia","","macrantha","","","Boeckeler","kew-251030","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Kobresia setchwanensis","Kobresia","","setchwanensis",NA,NA,"","","kew-251084",TRUE,"1.1","Accepted","Cyperaceae","Kobresia","","setschwanensis","","","Hand.-Mazz.","kew-251084","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Kobresia sp1","Kobresia","","sp1",NA,NA,"","","",FALSE,"1.1","","","Kobresia","","sp1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Kobresia sp2","Kobresia","","sp2",NA,NA,"","","",FALSE,"1.1","","","Kobresia","","sp2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Kobresia sp3","Kobresia","","sp3",NA,NA,"","","",FALSE,"1.1","","","Kobresia","","sp3",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Kobresia sp4","Kobresia","","sp4",NA,NA,"","","",FALSE,"1.1","","","Kobresia","","sp4",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Kobresia sp5","Kobresia","","sp5",NA,NA,"","","",FALSE,"1.1","","","Kobresia","","sp5",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Kobresia sp6","Kobresia","","sp6",NA,NA,"","","",FALSE,"1.1","","","Kobresia","","sp6",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Kobresia sp8","Kobresia","","sp8",NA,NA,"","","",FALSE,"1.1","","","Kobresia","","sp8",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Kobresia tibetica Maxim","Kobresia","","tibetica",NA,NA,"","Maxim","kew-251104",TRUE,"1.1","Accepted","Cyperaceae","Kobresia","","tibetica","","","Maxim.","kew-251104","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Kochia scoparia","Kochia","","scoparia",NA,NA,"","","kew-2333813",TRUE,"1.1","Synonym","Amaranthaceae","Bassia","","scoparia","","","(L.) A.J.Scott","kew-2670858","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Kochia scoparia(Linn.)Schrad.","Kochia","","scoparia",NA,NA,"","(Linn.)Schrad.","kew-2333813",TRUE,"1.1","Synonym","Amaranthaceae","Bassia","","scoparia","","","(L.) A.J.Scott","kew-2670858","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Koeleria cristata","Koeleria","","cristata",NA,NA,"","","kew-421292",TRUE,"1.1","Synonym","Poaceae","Koeleria","","pyramidata","","","(Lam.) P.Beauv.","kew-421711","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Lamiophlomis rotata","Lamiophlomis","","rotata",NA,NA,"","","kew-107361",TRUE,"1.1","Synonym","Lamiaceae","Phlomoides","","rotata","","","(Benth. ex Hook.f.) Mathiesen","kew-467779","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Lancea sp","Lancea","","sp",NA,NA,"","","",FALSE,"1.1","","","Lancea","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Lancea tibetica Hook.f.et Thoms","Lancea","","tibetica",NA,NA,"","Hook.f.et Thoms","tro-29208208",TRUE,"1.1","Accepted","Phrymaceae","Lancea","","tibetica","","","Hook. f. & Thomson","tro-29208208","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Lappula sp","Lappula","","sp",NA,NA,"","","",FALSE,"1.1","","","Lappula","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Lathyrus pratensis Linn.","Lathyrus","","pratensis",NA,NA,"","Linn.","ild-7773",TRUE,"1.1","Accepted","Leguminosae","Lathyrus","","pratensis","","","L.","ild-7773","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Leibnitzia anandria(Linn.)Nakai","Leibnitzia","","anandria",NA,NA,"","(Linn.)Nakai","gcc-50423",TRUE,"1.1","Synonym","Compositae","Leibnitzia","","anandria","","","(L.) Turcz.","gcc-129375","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Leontopodium anaum","Leontopodium","","anaum",NA,NA,"","","gcc-2344",TRUE,"1.1","Accepted","Compositae","Leontopodium","","nanum","","","(Hook.f. & Thomson ex Hook.f. & Thomson) Hand.-Mazz.","gcc-2344","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Leontopodium chuii Hand.-Mazz.","Leontopodium","","chuii",NA,NA,"","Hand.-Mazz.","gcc-114798",TRUE,"1.1","Accepted","Compositae","Leontopodium","","chuii","","","Hand.-Mazz.","gcc-114798","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Leontopodium franchetii Beauv.","Leontopodium","","franchetii",NA,NA,"","Beauv.","gcc-86782",TRUE,"1.1","Accepted","Compositae","Leontopodium","","franchetii","","","Beauverd","gcc-86782","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Leontopodium leonntopodicides (Willd.) Beauv.","Leontopodium","","leonntopodicides",NA,NA,"","(Willd.) Beauv.","",FALSE,"1.1","","","Leontopodium","","leonntopodicides",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Leontopodium microphyllum Hayata","Leontopodium","","microphyllum",NA,NA,"","Hayata","gcc-7857",TRUE,"1.1","Accepted","Compositae","Leontopodium","","microphyllum","","","Hayata","gcc-7857","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Leontopodium sp1.","Leontopodium","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Leontopodium","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Leontopodium sp2.","Leontopodium","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Leontopodium","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Leontopodium sp3.","Leontopodium","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Leontopodium","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Leontopodium sp4.","Leontopodium","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Leontopodium","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Leontopodium spq1","Leontopodium","","spq1",NA,NA,"","","",FALSE,"1.1","","","Leontopodium","","spq1",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Leontopodium spq2","Leontopodium","","spq2",NA,NA,"","","",FALSE,"1.1","","","Leontopodium","","spq2",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Lepidium apetalum Willd.","Lepidium","","apetalum",NA,NA,"","Willd.","kew-2338188",TRUE,"1.1","Accepted","Brassicaceae","Lepidium","","apetalum","","","Willd.","kew-2338188","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Lespedeza dehurica Schindl.","Lespedeza","","dehurica",NA,NA,"","Schindl.","ild-53571",TRUE,"1.1","Synonym","Leguminosae","Lespedeza","","davurica","","","(Laxm.) Schindl.","ild-38724","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Ligularia przewalskii(Maxim.)Diels","Ligularia","","przewalskii",NA,NA,"","(Maxim.)Diels","gcc-43077",TRUE,"1.1","Accepted","Compositae","Ligularia","","przewalskii","","","(Maxim.) Diels","gcc-43077","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Ligularia tangutorum","Ligularia","","tangutorum",NA,NA,"","","gcc-94819",TRUE,"1.1","Synonym","Compositae","Ligularia","","virgaurea","","","(Maxim.) Mattf. ex Rehder & Kobuski","gcc-83266","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Ligularia virgaurea(Maxim.)Mattf.","Ligularia","","virgaurea",NA,NA,"","(Maxim.)Mattf.","gcc-83266",TRUE,"1.1","Accepted","Compositae","Ligularia","","virgaurea","","","(Maxim.) Mattf. ex Rehder & Kobuski","gcc-83266","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Ligusticum sp","Ligusticum","","sp",NA,NA,"","","",FALSE,"1.1","","","Ligusticum","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Ligusticum thomsonii","Ligusticum","","thomsonii",NA,NA,"","","tro-1700457",TRUE,"1.1","Synonym","Apiaceae","Seseli","","mucronatum","","","(Schrenk) Pimenov & Sdobnina","kew-2479633","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Lolium persicum Boiss.et Hohen","Lolium","","persicum",NA,NA,"","Boiss.et Hohen","kew-422865",TRUE,"1.1","Accepted","Poaceae","Lolium","","persicum","","","Boiss. & Hohen.","kew-422865","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Lomatogonium sp","Lomatogonium","","sp",NA,NA,"","","",FALSE,"1.1","","","Lomatogonium","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Malachium aquaticum","Malachium","","aquaticum",NA,NA,"","","tro-6300123",TRUE,"1.1","Synonym","Caryophyllaceae","Stellaria","","aquatica","","","(L.) Scop.","kew-2482222","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Malva sp.","Malva","","sp.",NA,NA,"","","",FALSE,"1.1","","","Malva","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Malva verticillata L.","Malva","","verticillata",NA,NA,"","L.","kew-2504078",TRUE,"1.1","Accepted","Malvaceae","Malva","","verticillata","","","L.","kew-2504078","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Malva verticillata var.chinensis(Miller)S.Y.Hu","Malva","","verticillata",NA,"var.","chinensis","(Miller)S.Y.Hu","kew-2886141",TRUE,"1.1","Synonym","Malvaceae","Malva","","verticillata","","","L.","kew-2504078","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Malva verticillate var. chinensis","Malva","","verticillate",NA,"var.","chinensis","","kew-2886141",TRUE,"1.1","Synonym","Malvaceae","Malva","","verticillata","","","L.","kew-2504078","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Meconopsis horridula ","Meconopsis","","horridula",NA,NA,"","","tro-50117401",TRUE,"1.1","Accepted","Papaveraceae","Meconopsis","","horridula","","","Hook. f. & Thomson","tro-50117401","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Meconopsis integrifolia(Maxim.)Franch.","Meconopsis","","integrifolia",NA,NA,"","(Maxim.)Franch.","tro-50117559",TRUE,"1.1","Accepted","Papaveraceae","Meconopsis","","integrifolia","","","(Maxim.) Franch.","tro-50117559","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Medicago minima(Linn.)Grufb.","Medicago","","minima",NA,NA,"","(Linn.)Grufb.","ild-31590",TRUE,"1.1","Accepted","Leguminosae","Medicago","","minima","","","(L.) L.","ild-31590","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Medicago ruthenica(Linn.)Trautv.","Medicago","","ruthenica",NA,NA,"","(Linn.)Trautv.","tro-13035687",TRUE,"1.1","Unresolved","Leguminosae","Medicago","","ruthenica","","","(L.) Trautv.","tro-13035687","Unresolved",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Medicago sp","Medicago","","sp",NA,NA,"","","",FALSE,"1.1","","","Medicago","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Medicago sp.","Medicago","","sp.",NA,NA,"","","",FALSE,"1.1","","","Medicago","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Melandrium himalayense (Rohrb.) Y. Z. Zhao","Melandrium","","himalayense",NA,NA,"","(Rohrb.) Y. Z. Zhao","tro-50098399",TRUE,"1.1","Synonym","Caryophyllaceae","Silene","","himalayensis","","","(Rohrb.) Majumdar","tro-6302626","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Melandrium sp1.","Melandrium","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Melandrium","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Melandrium sp10.","Melandrium","","sp10.",NA,NA,"","","",FALSE,"1.1","","","Melandrium","","sp10.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Melandrium sp11.","Melandrium","","sp11.",NA,NA,"","","",FALSE,"1.1","","","Melandrium","","sp11.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Melandrium sp12.","Melandrium","","sp12.",NA,NA,"","","",FALSE,"1.1","","","Melandrium","","sp12.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Melandrium sp13.","Melandrium","","sp13.",NA,NA,"","","",FALSE,"1.1","","","Melandrium","","sp13.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Melandrium sp14.","Melandrium","","sp14.",NA,NA,"","","",FALSE,"1.1","","","Melandrium","","sp14.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Melandrium sp2.","Melandrium","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Melandrium","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Melandrium sp3.","Melandrium","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Melandrium","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Melandrium sp4.","Melandrium","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Melandrium","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Melandrium sp5.","Melandrium","","sp5.",NA,NA,"","","",FALSE,"1.1","","","Melandrium","","sp5.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Melandrium sp6.","Melandrium","","sp6.",NA,NA,"","","",FALSE,"1.1","","","Melandrium","","sp6.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Melandrium sp7.","Melandrium","","sp7.",NA,NA,"","","",FALSE,"1.1","","","Melandrium","","sp7.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Melandrium sp8.","Melandrium","","sp8.",NA,NA,"","","",FALSE,"1.1","","","Melandrium","","sp8.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Melandrium sp9.","Melandrium","","sp9.",NA,NA,"","","",FALSE,"1.1","","","Melandrium","","sp9.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Melilotus alba","Melilotus","","alba",NA,NA,"","","ild-38999",TRUE,"1.1","Synonym","Leguminosae","Melilotus","","officinalis","subsp.","alba","(Medik.) H.Ohashi & Tateishi","ild-38998","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Melilotus albus Desr.","Melilotus","","albus",NA,NA,"","Desr.","ild-7888",TRUE,"1.1","Accepted","Leguminosae","Melilotus","","albus","","","Medik.","ild-7888","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Melilotus officinalis(L.)Desr.","Melilotus","","officinalis",NA,NA,"","(L.)Desr.","tro-13035841",TRUE,"1.1","Unresolved","Leguminosae","Melilotus","","officinalis","","","(L.) Lam.","tro-13035841","Unresolved",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Melilotus suaveolens Ledeb","Melilotus","","suaveolens",NA,NA,"","Ledeb","ild-7905",TRUE,"1.1","Accepted","Leguminosae","Melilotus","","suaveolens","","","Ledeb.","ild-7905","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Microula tangutica Maxim.","Microula","","tangutica",NA,NA,"","Maxim.","tro-4003521",TRUE,"1.1","Accepted","Boraginaceae","Microula","","tangutica","","","Maxim.","tro-4003521","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Mimulus szechuanensis Pai","Mimulus","","szechuanensis",NA,NA,"","Pai","tro-50089079",TRUE,"1.1","Accepted","Phrymaceae","Mimulus","","szechuanensis","","","Pai","tro-50089079","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Morina alba","Morina","","alba",NA,NA,"","","tro-50043358",TRUE,"1.1","Synonym","Caprifoliaceae","Acanthocalyx","","alba","","","(Hand.-Mazz.) M.J.Cannon","kew-2614489","Unresolved",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Morina parviflora Kar.et Kir","Morina","","parviflora",NA,NA,"","Kar.et Kir","tro-11200323",TRUE,"1.1","Synonym","Caprifoliaceae","Cryptothladia","","parviflora","","","(Kar. & Kir.) M.J.Cannon","kew-2746617","Unresolved",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Morina sp","Morina","","sp",NA,NA,"","","",FALSE,"1.1","","","Morina","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Myosoton aquaticum","Myosoton","","aquaticum",NA,NA,"","","kew-2369482",TRUE,"1.1","Synonym","Caryophyllaceae","Stellaria","","aquatica","","","(L.) Scop.","kew-2482222","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Nardostachys chinensis","Nardostachys","","chinensis",NA,NA,"","","kew-2382352",TRUE,"1.1","Synonym","Caprifoliaceae","Nardostachys","","jatamansi","","","(D.Don) DC.","kew-2382349","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Nardostachys chinensis Batal.","Nardostachys","","chinensis",NA,NA,"","Batal.","kew-2382352",TRUE,"1.1","Synonym","Caprifoliaceae","Nardostachys","","jatamansi","","","(D.Don) DC.","kew-2382349","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Nardostachys sp.","Nardostachys","","sp.",NA,NA,"","","",FALSE,"1.1","","","Nardostachys","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Nepeta densiflora Kar.et Kir.H130","Nepeta","","densiflora",NA,NA,"","Kar.et Kir.H130","kew-134561",TRUE,"1.1","Accepted","Lamiaceae","Nepeta","","densiflora","","","Kar. & Kir.","kew-134561","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Nepeta sp","Nepeta","","sp",NA,NA,"","","",FALSE,"1.1","","","Nepeta","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Netoptergium forbesii de Boiss.","","","forbesii",NA,NA,"","de Boiss.","",FALSE,"1.1","","","Netoptergium","","forbesii",NA,"","","","",TRUE,FALSE,FALSE,2020-04-22,NA
"Notopterygium incisum Ting(ex Chang)","Notopterygium","","incisum",NA,NA,"","Ting (ex Chang)","kew-2379586",TRUE,"1.1","Accepted","Apiaceae","Notopterygium","","incisum","","","K.C.Ting ex H.T.Chang","kew-2379586","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Olgaca tangutica Iljin","Olgaca","","tangutica",NA,NA,"","Iljin","gcc-44077",TRUE,"1.1","Accepted","Compositae","Olgaea","","tangutica","","","Iljin","gcc-44077","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Onagraceae sp.","","","sp.",NA,NA,"","","",FALSE,"1.1","","","Onagraceae","","sp.",NA,"","","","",TRUE,FALSE,FALSE,2020-04-22,NA
"Orostachys fimbriatus","Orostachys","","fimbriatus",NA,NA,"","","kew-2387115",TRUE,"1.1","Accepted","Crassulaceae","Orostachys","","fimbriata","","","(Turcz.) A.Berger","kew-2387115","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Oryzopsis munroi Stapf ex Hook.f.Michx.","Oryzopsis","","munroi",NA,NA,"","Stapf ex Hook.f.Michx.","kew-426829",TRUE,"1.1","Synonym","Poaceae","Piptatherum","","munroi","","","(Stapf ex Hook.f.) Mez","kew-434470","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Oryzopsis tibetica","Oryzopsis","","tibetica",NA,NA,"","","kew-426875",TRUE,"1.1","Synonym","Poaceae","Piptatherum","","tibeticum","","","Roshev.","kew-434508","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Oxytropis coerulea(Pall.)DC","Oxytropis","","coerulea",NA,NA,"","(Pall.)DC","ild-45473",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","coerulea","","","(Pall.) DC.","ild-45473","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Oxytropis falcata Bge","Oxytropis","","falcata",NA,NA,"","Bge","ild-45486",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","falcata","","","Bunge","ild-45486","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Oxytropis sp1.","Oxytropis","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Oxytropis sp2.","Oxytropis","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Oxytropis sp3.","Oxytropis","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Oxytropis sp4.","Oxytropis","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Oxytropis","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Paeonia veitchii Lynch","Paeonia","","veitchii",NA,NA,"","Lynch","kew-2560989",TRUE,"1.1","Synonym","Paeoniaceae","Paeonia","","anomala","subsp.","veitchii","(Lynch) D.Y.Hong & K.Y.Pan","kew-2560919","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Parasenecio sinica","Parasenecio","","sinica",NA,NA,"","","gcc-40692",TRUE,"1.1","Accepted","Compositae","Parasenecio","","sinicus","","","(Ling) Y.L.Chen","gcc-40692","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Parietaria micrantha Ledeb.","Parietaria","","micrantha",NA,NA,"","Ledeb.","kew-2546413",TRUE,"1.1","Synonym","Urticaceae","Parietaria","","debilis","","","G.Forst.","kew-2546214","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Parnassia brevistyle","Parnassia","","brevistyle",NA,NA,"","","tro-50053323",TRUE,"1.1","Accepted","Celastraceae","Parnassia","","brevistyla","","","(Brieger) Hand.-Mazz.","tro-50053323","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Parnassia sp1.","Parnassia","","sp1.",NA,NA,"","","",FALSE,"1.1","","","Parnassia","","sp1.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Parnassia sp2.","Parnassia","","sp2.",NA,NA,"","","",FALSE,"1.1","","","Parnassia","","sp2.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Parnassia sp3.","Parnassia","","sp3.",NA,NA,"","","",FALSE,"1.1","","","Parnassia","","sp3.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Parnassia sp4.","Parnassia","","sp4.",NA,NA,"","","",FALSE,"1.1","","","Parnassia","","sp4.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Parnassia sp5.","Parnassia","","sp5.",NA,NA,"","","",FALSE,"1.1","","","Parnassia","","sp5.",NA,"","","","",FALSE,FALSE,FALSE,2020-04-22,"Genus"
"Pedicularis alascharica","Pedicularis","","alascharica",NA,NA,"","","tro-29207343",TRUE,"1.1","Accepted","Orobanchaceae","Pedicularis","","alaschanica","","","Maxim.","tro-29207343","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Pedicularis cranolopha Maxim.var.longicornuta Prain","Pedicularis","","cranolopha",NA,NA,"","Maxim.var.longicornuta Prain","tro-29207613",TRUE,"1.1","Accepted","Orobanchaceae","Pedicularis","","cranolopha","","","Maxim.","tro-29207613","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pedicularis ingens Maxim.","Pedicularis","","ingens",NA,NA,"","Maxim.","tro-29207011",TRUE,"1.1","Accepted","Orobanchaceae","Pedicularis","","ingens","","","Maxim.","tro-29207011","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pedicularis labellata","Pedicularis","","labellata",NA,NA,"","","tro-29207412",TRUE,"1.1","Synonym","Orobanchaceae","Pedicularis","","rhinanthoides","subsp.","labellata","(Jacquem.) Pennell","tro-50089843","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pedicularis lasiophrys Maxim.var.lasiophrys","Pedicularis","","lasiophrys",NA,NA,"","Maxim.var.lasiophrys","tro-29207021",TRUE,"1.1","Accepted","Orobanchaceae","Pedicularis","","lasiophrys","","","Maxim.","tro-29207021","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pedicularis lasiophrys var. sinica","Pedicularis","","lasiophrys",NA,"var.","sinica","","tro-29207021",FALSE,"1.1","Accepted","Orobanchaceae","Pedicularis","","lasiophrys","","","Maxim.","tro-29207021","Accepted",FALSE,FALSE,TRUE,2020-04-22,"Species"
"Pedicularis lasiophrysa","Pedicularis","","lasiophrysa",NA,NA,"","","tro-29207021",TRUE,"1.1","Accepted","Orobanchaceae","Pedicularis","","lasiophrys","","","Maxim.","tro-29207021","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Pedicularis longiflora Rudolph","Pedicularis","","longiflora",NA,NA,"","Rudolph","kew-2542887",TRUE,"1.1","Accepted","Orobanchaceae","Pedicularis","","longiflora","","","Rudolph","kew-2542887","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pedicularis longiflora var. tubiformis","Pedicularis","","longiflora",NA,"var.","tubiformis","","tro-29207629",TRUE,"1.1","Accepted","Orobanchaceae","Pedicularis","","longiflora","var.","tubiformis","(Klotzsch) Tsoong","tro-29207629","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pedicularis longiflora var.tubiformis(Klotz.)Tsoong","Pedicularis","","longiflora",NA,"var.","tubiformis","(Klotz.)Tsoong","tro-29207629",TRUE,"1.1","Accepted","Orobanchaceae","Pedicularis","","longiflora","var.","tubiformis","(Klotzsch) Tsoong","tro-29207629","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pedicularis longipes Maxim.","Pedicularis","","longipes",NA,NA,"","Maxim.","tro-29207082",TRUE,"1.1","Accepted","Orobanchaceae","Pedicularis","","longipes","","","Maxim.","tro-29207082","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pedicularis polyodonta ","Pedicularis","","polyodonta",NA,NA,"","","tro-29207447",TRUE,"1.1","Accepted","Orobanchaceae","Pedicularis","","polyodonta","","","H.L. Li","tro-29207447","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
"Pedicularis pseudo-ingens","Pedicularis","","pseudo-ingens",NA,NA,"","","tro-29207013",TRUE,"1.1","Accepted","Orobanchaceae","Pedicularis","","pseudoingens","","","Bonati","tro-29207013","Accepted",TRUE,FALSE,FALSE,2020-04-22,"Species"
"Pedicularis rhinanthoides subsp. labellata","Pedicularis","","rhinanthoides",NA,"subsp.","labellata","","tro-50089843",TRUE,"1.1","Accepted","Orobanchaceae","Pedicularis","","rhinanthoides","subsp.","labellata","(Jacquem.) Pennell","tro-50089843","Accepted",FALSE,FALSE,FALSE,2020-04-22,"Species"
