Original,Spelling,Original.clean,TPLName,Familia,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date,Tax_res
Mutisia sinuata,Mutisia sinuata,Mutisia sinuata,Mutisia sinuata,Compositae,Mutisia,NA,sinuata,NA,NA,,,gcc-140094,TRUE,1.1,Accepted,Compositae,Mutisia,,sinuata,,,Cav.,gcc-140094,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Myosotis alpestris,Myosotis alpestris,Myosotis alpestris,Myosotis alpestris,Boraginaceae,Myosotis,NA,alpestris,NA,NA,,,kew-2357465,TRUE,1.1,Accepted,Boraginaceae,Myosotis,,alpestris,,,F.W.Schmidt,kew-2357465,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Myosotis alpina,Myosotis alpina,Myosotis alpina,Myosotis alpina,Boraginaceae,Myosotis,NA,alpina,NA,NA,,,kew-2357457,TRUE,1.1,Accepted,Boraginaceae,Myosotis,,alpina,,,Lapeyr.,kew-2357457,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Myricaria germanica,Myricaria germanica,Myricaria germanica,Myricaria germanica,Tamaricaceae,Myricaria,NA,germanica,NA,NA,,,kew-2508623,TRUE,1.1,Accepted,Tamaricaceae,Myricaria,,germanica,,,(L.) Desv.,kew-2508623,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Nabalus tatarinowii,Nabalus tatarinowii,Nabalus tatarinowii,Nabalus tatarinowii,Compositae,Nabalus,NA,tatarinowii,NA,NA,,,gcc-6540,TRUE,1.1,Accepted,Compositae,Nabalus,,tatarinowii,,,(Maxim.) Nakai,gcc-6540,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Nardostachys chinensis Bat.,Nardostachys chinensis Bat.,Nardostachys chinensis,Nardostachys jatamansi,Caprifoliaceae,Nardostachys,NA,chinensis,NA,NA,,Bat.,kew-2382352,TRUE,1.1,Synonym,Caprifoliaceae,Nardostachys,,jatamansi,,,(D.Don) DC.,kew-2382349,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Nardostachys jatamansi,Nardostachys jatamansi,Nardostachys jatamansi,Nardostachys jatamansi,Caprifoliaceae,Nardostachys,NA,jatamansi,NA,NA,,,kew-2382349,TRUE,1.1,Accepted,Caprifoliaceae,Nardostachys,,jatamansi,,,(D.Don) DC.,kew-2382349,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Nardus stricta,Nardus stricta,Nardus stricta,Nardus stricta,Poaceae,Nardus,NA,stricta,NA,NA,,,kew-425445,TRUE,1.1,Accepted,Poaceae,Nardus,,stricta,,,L.,kew-425445,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Nassauvia lagascae,Nassauvia lagascae,Nassauvia lagascae,Nassauvia lagascae,Compositae,Nassauvia,NA,lagascae,NA,NA,,,gcc-142834,TRUE,1.1,Accepted,Compositae,Nassauvia,,lagascae,,,Hauman,gcc-142834,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Nassauvia pinnigera,Nassauvia pinnigera,Nassauvia pinnigera,Nassauvia pinnigera,Compositae,Nassauvia,NA,pinnigera,NA,NA,,,gcc-84998,TRUE,1.1,Accepted,Compositae,Nassauvia,,pinnigera,,,D.Don,gcc-84998,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Nassauvia revoluta,Nassauvia revoluta,Nassauvia revoluta,Nassauvia revoluta,Compositae,Nassauvia,NA,revoluta,NA,NA,,,gcc-99283,TRUE,1.1,Accepted,Compositae,Nassauvia,,revoluta,,,D.Don,gcc-99283,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Nastanthus spathulatus,Nastanthus spathulatus,Nastanthus spathulatus,Nastanthus scapigerus,Calyceraceae,Nastanthus,NA,spathulatus,NA,NA,,,kew-2377866,TRUE,1.1,Synonym,Calyceraceae,Nastanthus,,scapigerus,,,(J.Rémy) Miers,kew-2377867,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Neopaxia australasica,Neopaxia australasica,Neopaxia australasica,Neopaxia australasica,Portulacaceae,Neopaxia,NA,australasica,NA,NA,,,tro-26200010,TRUE,1.1,Accepted,Portulacaceae,Neopaxia,,australasica,,,(Hook. f.) Ö. Nilsson,tro-26200010,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Nepallasia pectinata,Nepallasia pectinata,Nepallasia pectinata,Neopallasia pectinata,Compositae,Nepallasia,NA,pectinata,NA,NA,,,gcc-38335,TRUE,1.1,Accepted,Compositae,Neopallasia,,pectinata,,,(Pall.) Poljakov,gcc-38335,Accepted,TRUE,FALSE,FALSE,18/04/2020,Species
Nepeta coerulescens,Nepeta coerulescens,Nepeta coerulescens,Nepeta coerulescens,Lamiaceae,Nepeta,NA,coerulescens,NA,NA,,,kew-134527,TRUE,1.1,Accepted,Lamiaceae,Nepeta,,coerulescens,,,Maxim.,kew-134527,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Nepeta densiflora,Nepeta densiflora,Nepeta densiflora,Nepeta densiflora,Lamiaceae,Nepeta,NA,densiflora,NA,NA,,,kew-134561,TRUE,1.1,Accepted,Lamiaceae,Nepeta,,densiflora,,,Kar. & Kir.,kew-134561,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Nepeta prattii,Nepeta prattii,Nepeta prattii,Nepeta prattii,Lamiaceae,Nepeta,NA,prattii,NA,NA,,,kew-134905,TRUE,1.1,Accepted,Lamiaceae,Nepeta,,prattii,,,H.Lév.,kew-134905,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Nepeta prattii Lévl.,Nepeta prattii Lévl.,Nepeta prattii,Nepeta prattii,Lamiaceae,Nepeta,NA,prattii,NA,NA,,Lévl.,kew-134905,TRUE,1.1,Accepted,Lamiaceae,Nepeta,,prattii,,,H.Lév.,kew-134905,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Nepeta tenuifolia,Nepeta tenuifolia,Nepeta tenuifolia,Nepeta tenuifolia,Lamiaceae,Nepeta,NA,tenuifolia,NA,NA,,,kew-135025,TRUE,1.1,Accepted,Lamiaceae,Nepeta,,tenuifolia,,,Benth.,kew-135025,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Nicotiana corymbosa,Nicotiana corymbosa,Nicotiana corymbosa,Nicotiana corymbosa,Solanaceae,Nicotiana,NA,corymbosa,NA,NA,,,kew-2382846,TRUE,1.1,Unresolved,Solanaceae,Nicotiana,,corymbosa,,,Remy,kew-2382846,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Noccaea caerulescens,Noccaea caerulescens,Noccaea caerulescens,Thlaspi caerulescens,Brassicaceae,Noccaea,NA,caerulescens,NA,NA,,,kew-2381293,TRUE,1.1,Synonym,Brassicaceae,Thlaspi,,caerulescens,,,J.Presl & C.Presl,kew-2437636,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Notopterygium forbesii Boiss.,Notopterygium forbesii Boiss.,Notopterygium forbesii,Notopterygium franchetii,Apiaceae,Notopterygium,NA,forbesii,NA,NA,,Boiss.,kew-2379792,TRUE,1.1,Synonym,Apiaceae,Notopterygium,,franchetii,,,H.Boissieu,kew-2379691,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Netoptergium forbesii,Notopterygium forrestii,Notopterygium forrestii,Notopterygium forrestii,Apiaceae,Notopterygium,NA,forrestii,NA,NA,NA,NA,tro-1704446,TRUE,1.1,Accepted,Apiaceae,Notopterygium,NA,forrestii,,,H. Wolff,tro-1704446,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Notopterygium incisum,Notopterygium incisum,Notopterygium incisum,Notopterygium incisum,Apiaceae,Notopterygium,NA,incisum,NA,NA,,,kew-2379586,TRUE,1.1,Accepted,Apiaceae,Notopterygium,,incisum,,,K.C.Ting ex H.T.Chang,kew-2379586,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Notopterygium incisum Ting ex H. T. Chang,Notopterygium incisum Ting ex H. T. Chang,Notopterygium incisum,Notopterygium incisum,Apiaceae,Notopterygium,NA,incisum,NA,NA,,Ting ex H. T. Chang,kew-2379586,TRUE,1.1,Accepted,Apiaceae,Notopterygium,,incisum,,,K.C.Ting ex H.T.Chang,kew-2379586,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Odontarrhena argentea,Odontarrhena argentea,Odontarrhena argentea,Alyssum murale,Brassicaceae,Odontarrhena,NA,argentea,NA,NA,,,tro-100360093,TRUE,1.1,Synonym,Brassicaceae,Alyssum,,murale,,,Waldst. & Kit.,kew-2632328,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Olearia algida,Olearia algida,Olearia algida,Olearia algida,Compositae,Olearia,NA,algida,NA,NA,,,gcc-27068,TRUE,1.1,Accepted,Compositae,Olearia,,algida,,,N.A.Wakef.,gcc-27068,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Olearia phlogopappa,Olearia phlogopappa,Olearia phlogopappa,Olearia phlogopappa,Compositae,Olearia,NA,phlogopappa,NA,NA,,,gcc-6207,TRUE,1.1,Accepted,Compositae,Olearia,,phlogopappa,,,(Labill.) DC.,gcc-6207,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Olgaca tangutica,Olgaca tangutica,Olgaca tangutica,Olgaea tangutica,Compositae,Olgaca,NA,tangutica,NA,NA,,,gcc-44077,TRUE,1.1,Accepted,Compositae,Olgaea,,tangutica,,,Iljin,gcc-44077,Accepted,TRUE,FALSE,FALSE,18/04/2020,Species
Olsynium junceum,Olsynium junceum,Olsynium junceum,Olsynium junceum,Iridaceae,Olsynium,NA,junceum,NA,NA,,,kew-324181,TRUE,1.1,Accepted,Iridaceae,Olsynium,,junceum,,,(E.Mey. ex C.Presl) Goldblatt,kew-324181,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Onobrychis montana,Onobrychis montana,Onobrychis montana,Onobrychis montana,Leguminosae,Onobrychis,NA,montana,NA,NA,,,ild-8944,TRUE,1.1,Accepted,Leguminosae,Onobrychis,,montana,,,DC.,ild-8944,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oreobolus distichus,Oreobolus distichus,Oreobolus distichus,Oreobolus distichus,Cyperaceae,Oreobolus,NA,distichus,NA,NA,,,kew-256191,TRUE,1.1,Accepted,Cyperaceae,Oreobolus,,distichus,,,F.Muell.,kew-256191,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oreomyrrhis ciliata,Oreomyrrhis ciliata,Oreomyrrhis ciliata,Chaerophyllum australianum,Apiaceae,Oreomyrrhis,NA,ciliata,NA,NA,,,tro-50325421,TRUE,1.1,Synonym,Apiaceae,Chaerophyllum,,australianum,,,K.F.Chung,kew-2603922,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Oreomyrrhis eriopoda,Oreomyrrhis eriopoda,Oreomyrrhis eriopoda,Chaerophyllum eriopodum,Apiaceae,Oreomyrrhis,NA,eriopoda,NA,NA,,,tro-50325446,TRUE,1.1,Synonym,Apiaceae,Chaerophyllum,,eriopodum,,,(DC.) K.F.Chung,kew-2603933,Unresolved,FALSE,FALSE,FALSE,18/04/2020,Species
Orgzopsis munroi,Orgzopsis munroi,Orgzopsis munroi,Piptatherum munroi,Poaceae,Orgzopsis,NA,munroi,NA,NA,,,kew-426829,TRUE,1.1,Synonym,Poaceae,Piptatherum,,munroi,,,(Stapf ex Hook.f.) Mez,kew-434470,Accepted,TRUE,FALSE,FALSE,18/04/2020,Species
Orostachys fimbriata,Orostachys fimbriata,Orostachys fimbriata,Orostachys fimbriata,Crassulaceae,Orostachys,NA,fimbriata,NA,NA,,,kew-2387115,TRUE,1.1,Accepted,Crassulaceae,Orostachys,,fimbriata,,,(Turcz.) A.Berger,kew-2387115,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Orostachys fimbriatus (Turcz.) Berger,Orostachys fimbriatus (Turcz.) Berger,Orostachys fimbriatus,Orostachys fimbriata,Crassulaceae,Orostachys,NA,fimbriatus,NA,NA,,(Turcz.) Berger,kew-2387115,TRUE,1.1,Accepted,Crassulaceae,Orostachys,,fimbriata,,,(Turcz.) A.Berger,kew-2387115,Accepted,TRUE,FALSE,FALSE,18/04/2020,Species
Oxalis corniculata L.,Oxalis corniculata L.,Oxalis corniculata,Oxalis corniculata,Oxalidaceae,Oxalis,NA,corniculata,NA,NA,,L.,kew-2394644,TRUE,1.1,Accepted,Oxalidaceae,Oxalis,,corniculata,,,L.,kew-2394644,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oxygraphis glacialis (Fisch.) Bunge,Oxygraphis glacialis (Fisch.) Bunge,Oxygraphis glacialis,Ranunculus kamchaticus,Ranunculaceae,Oxygraphis,NA,glacialis,NA,NA,,(Fisch.) Bunge,kew-2396593,TRUE,1.1,Synonym,Ranunculaceae,Ranunculus,,kamchaticus,,,DC.,kew-2523701,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oxylobium ellipticum,Oxylobium ellipticum,Oxylobium ellipticum,Oxylobium ellipticum,Leguminosae,Oxylobium,NA,ellipticum,NA,NA,,,ild-31365,TRUE,1.1,Accepted,Leguminosae,Oxylobium,,ellipticum,,,(Vent.) R.Br.,ild-31365,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oxyria digyna,Oxyria digyna,Oxyria digyna,Oxyria digyna,Polygonaceae,Oxyria,NA,digyna,NA,NA,,,kew-2396529,TRUE,1.1,Accepted,Polygonaceae,Oxyria,,digyna,,,(L.) Hill,kew-2396529,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oxytropis campestris,Oxytropis campestris,Oxytropis campestris,Oxytropis campestris,Leguminosae,Oxytropis,NA,campestris,NA,NA,,,ild-8972,TRUE,1.1,Accepted,Leguminosae,Oxytropis,,campestris,,,(L.) DC.,ild-8972,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oxytropis coerulea,Oxytropis coerulea,Oxytropis coerulea,Oxytropis coerulea,Leguminosae,Oxytropis,NA,coerulea,NA,NA,,,ild-45473,TRUE,1.1,Accepted,Leguminosae,Oxytropis,,coerulea,,,(Pall.) DC.,ild-45473,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oxytropis falcata,Oxytropis falcata,Oxytropis falcata,Oxytropis falcata,Leguminosae,Oxytropis,NA,falcata,NA,NA,,,ild-45486,TRUE,1.1,Accepted,Leguminosae,Oxytropis,,falcata,,,Bunge,ild-45486,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oxytropis falcata Bunge,Oxytropis falcata Bunge,Oxytropis falcata,Oxytropis falcata,Leguminosae,Oxytropis,NA,falcata,NA,NA,,Bunge,ild-45486,TRUE,1.1,Accepted,Leguminosae,Oxytropis,,falcata,,,Bunge,ild-45486,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oxytropis halleri,Oxytropis halleri,Oxytropis halleri,Oxytropis halleri,Leguminosae,Oxytropis,NA,halleri,NA,NA,,,ild-8980,TRUE,1.1,Accepted,Leguminosae,Oxytropis,,halleri,,,Koch,ild-8980,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oxytropis kansuensis,Oxytropis kansuensis,Oxytropis kansuensis,Oxytropis kansuensis,Leguminosae,Oxytropis,NA,kansuensis,NA,NA,,,ild-45524,TRUE,1.1,Accepted,Leguminosae,Oxytropis,,kansuensis,,,Bunge,ild-45524,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oxytropis kansuensis Bunge,Oxytropis kansuensis Bunge,Oxytropis kansuensis,Oxytropis kansuensis,Leguminosae,Oxytropis,NA,kansuensis,NA,NA,,Bunge,ild-45524,TRUE,1.1,Accepted,Leguminosae,Oxytropis,,kansuensis,,,Bunge,ild-45524,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oxytropis lapponica,Oxytropis lapponica,Oxytropis lapponica,Oxytropis lapponica,Leguminosae,Oxytropis,NA,lapponica,NA,NA,,,ild-8982,TRUE,1.1,Accepted,Leguminosae,Oxytropis,,lapponica,,,(Wahlenb.) Gay,ild-8982,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oxytropis longipedunculata,Oxytropis longipedunculata,Oxytropis longipedunculata,Oxytropis longipedunculata,Leguminosae,Oxytropis,NA,longipedunculata,NA,NA,,,ild-45544,TRUE,1.1,Accepted,Leguminosae,Oxytropis,,longipedunculata,,,C.W.Chang,ild-45544,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oxytropis ochrocephala,Oxytropis ochrocephala,Oxytropis ochrocephala,Oxytropis ochrocephala,Leguminosae,Oxytropis,NA,ochrocephala,NA,NA,,,ild-32347,TRUE,1.1,Accepted,Leguminosae,Oxytropis,,ochrocephala,,,Bunge,ild-32347,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oxytropis ochrocephala Bunge,Oxytropis ochrocephala Bunge,Oxytropis ochrocephala,Oxytropis ochrocephala,Leguminosae,Oxytropis,NA,ochrocephala,NA,NA,,Bunge,ild-32347,TRUE,1.1,Accepted,Leguminosae,Oxytropis,,ochrocephala,,,Bunge,ild-32347,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Oxytropis xinglongshanica C.W.Chang,Oxytropis xinglongshanica C.W.Chang,Oxytropis xinglongshanica,Oxytropis xinglongshanica,Leguminosae,Oxytropis,NA,xinglongshanica,NA,NA,,C.W.Chang,ild-45625,TRUE,1.1,Accepted,Leguminosae,Oxytropis,,xinglongshanica,,,C.W.Chang,ild-45625,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Ozothamnus alpina,Ozothamnus alpina,Ozothamnus alpina,Ozothamnus alpinus,Compositae,Ozothamnus,NA,alpina,NA,NA,,,gcc-88035,TRUE,1.1,Accepted,Compositae,Ozothamnus,,alpinus,,,(N.A.Wakef.) Anderb.,gcc-88035,Accepted,TRUE,FALSE,FALSE,18/04/2020,Species
Ozothamnus cupressoides,Ozothamnus cupressoides,Ozothamnus cupressoides,Ozothamnus cupressoides,Compositae,Ozothamnus,NA,cupressoides,NA,NA,NA,NA,,FALSE,1.1,,,Ozothamnus,NA,cupressoides,NA,,,,,FALSE,FALSE,FALSE,18/04/2020,Genus
Ozothamnus hookeri,Ozothamnus hookeri,Ozothamnus hookeri,Ozothamnus hookeri,Compositae,Ozothamnus,NA,hookeri,NA,NA,,,gcc-43792,TRUE,1.1,Accepted,Compositae,Ozothamnus,,hookeri,,,Sond.,gcc-43792,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Paeonia anomala,Paeonia anomala,Paeonia anomala,Paeonia anomala,Paeoniaceae,Paeonia,NA,anomala,NA,NA,,,kew-2560924,TRUE,1.1,Accepted,Paeoniaceae,Paeonia,,anomala,,,L.,kew-2560924,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Papaver alpinum&ernesti-mayeri,Papaver alpinum&ernesti-mayeri,Papaver alpinum&ernesti-mayeri,Papaver alpinum,Papaveraceae,Papaver,NA,alpinum&ernesti-mayeri,NA,NA,,,kew-2560657,TRUE,1.1,Accepted,Papaveraceae,Papaver,,alpinum,,,L.,kew-2560657,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Papaver rhaeticum,Papaver rhaeticum,Papaver rhaeticum,Papaver alpinum,Papaveraceae,Papaver,NA,rhaeticum,NA,NA,,,kew-2561551,TRUE,1.1,Synonym,Papaveraceae,Papaver,,alpinum,,,L.,kew-2560657,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Paraixeris denticulata (Houtt.) Nakai ,Paraixeris denticulata (Houtt.) Nakai ,Paraixeris denticulata,Crepidiastrum denticulatum,Compositae,Paraixeris,NA,denticulata,NA,NA,,(Houtt.) Nakai,gcc-22300,TRUE,1.1,Synonym,Compositae,Crepidiastrum,,denticulatum,,,(Houtt.) Pak & Kawano,gcc-30135,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Paraquilegia microphylla (Royle) Drumm. et Hutch.,Paraquilegia microphylla (Royle) Drumm. et Hutch.,Paraquilegia microphylla,Paraquilegia microphylla,Ranunculaceae,Paraquilegia,NA,microphylla,NA,NA,,(Royle) Drumm. et Hutch.,tro-27102568,TRUE,1.1,Accepted,Ranunculaceae,Paraquilegia,,microphylla,,,(Royle) J.R. Drumm. & Hutch.,tro-27102568,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parasenecio deltophyllus,Parasenecio deltophyllus,Parasenecio deltophyllus,Parasenecio deltophyllus,Compositae,Parasenecio,NA,deltophyllus,NA,NA,,,gcc-27417,TRUE,1.1,Accepted,Compositae,Parasenecio,,deltophyllus,,,(Maxim.) Y.L.Chen,gcc-27417,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parasenecio deltophyllus (Maxim.) Y. L. Chen,Parasenecio deltophyllus (Maxim.) Y. L. Chen,Parasenecio deltophyllus,Parasenecio deltophyllus,Compositae,Parasenecio,NA,deltophyllus,NA,NA,,(Maxim.) Y. L. Chen,gcc-27417,TRUE,1.1,Accepted,Compositae,Parasenecio,,deltophyllus,,,(Maxim.) Y.L.Chen,gcc-27417,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parasenecio roborowskii,Parasenecio roborowskii,Parasenecio roborowskii,Parasenecio roborowskii,Compositae,Parasenecio,NA,roborowskii,NA,NA,,,gcc-1461,TRUE,1.1,Accepted,Compositae,Parasenecio,,roborowskii,,,(Maxim.) Y.L.Chen,gcc-1461,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parasenecio roborowskii (Maxim.) Y. L. Chen,Parasenecio roborowskii (Maxim.) Y. L. Chen,Parasenecio roborowskii,Parasenecio roborowskii,Compositae,Parasenecio,NA,roborowskii,NA,NA,,(Maxim.) Y. L. Chen,gcc-1461,TRUE,1.1,Accepted,Compositae,Parasenecio,,roborowskii,,,(Maxim.) Y.L.Chen,gcc-1461,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parasenecio sinicus,Parasenecio sinicus,Parasenecio sinicus,Parasenecio sinicus,Compositae,Parasenecio,NA,sinicus,NA,NA,,,gcc-40692,TRUE,1.1,Accepted,Compositae,Parasenecio,,sinicus,,,(Ling) Y.L.Chen,gcc-40692,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parietaria debilis,Parietaria debilis,Parietaria debilis,Parietaria debilis,Urticaceae,Parietaria,NA,debilis,NA,NA,,,kew-2546214,TRUE,1.1,Accepted,Urticaceae,Parietaria,,debilis,,,G.Forst.,kew-2546214,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parnassia brevistyla,Parnassia brevistyla,Parnassia brevistyla,Parnassia brevistyla,Celastraceae,Parnassia,NA,brevistyla,NA,NA,NA,NA,tro-50053323,TRUE,1.1,Accepted,Celastraceae,Parnassia,NA,brevistyla,,,(Brieger) Hand.-Mazz.,tro-50053323,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parnassia brevistyla,Parnassia brevistyla,Parnassia brevistyla,Parnassia brevistyla,Celastraceae,Parnassia,NA,brevistyla,NA,NA,,,tro-50053323,TRUE,1.1,Accepted,Celastraceae,Parnassia,,brevistyla,,,(Brieger) Hand.-Mazz.,tro-50053323,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parassia brevistyle,Parnassia brevistyla,Parnassia brevistyla,Parnassia brevistyla,Celastraceae,Parnassia,NA,brevistyla,NA,NA,NA,NA,tro-50053323,TRUE,1.1,Accepted,Celastraceae,Parnassia,NA,brevistyla,,,(Brieger) Hand.-Mazz.,tro-50053323,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parassia brevistyle,Parnassia brevistyla,Parnassia brevistyla,Parnassia brevistyla,Celastraceae,Parnassia,NA,brevistyla,NA,NA,,,tro-50053323,TRUE,1.1,Accepted,Celastraceae,Parnassia,,brevistyla,,,(Brieger) Hand.-Mazz.,tro-50053323,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parnassia oreophila,Parnassia oreophila,Parnassia oreophila,Parnassia oreophila,Celastraceae,Parnassia,NA,oreophila,NA,NA,,,tro-29102346,TRUE,1.1,Accepted,Celastraceae,Parnassia,,oreophila,,,Hance,tro-29102346,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parnassia oreophila,Parnassia oreophila,Parnassia oreophila,Parnassia oreophila,Celastraceae,Parnassia,NA,oreophila,NA,NA,NA,NA,tro-29102346,TRUE,1.1,Accepted,Celastraceae,Parnassia,NA,oreophila,,,Hance,tro-29102346,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parassia oreophila,Parnassia oreophila,Parnassia oreophila,Parnassia oreophila,Celastraceae,Parnassia,NA,oreophila,NA,NA,,,tro-29102346,TRUE,1.1,Accepted,Celastraceae,Parnassia,,oreophila,,,Hance,tro-29102346,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parassia oreophila,Parnassia oreophila,Parnassia oreophila,Parnassia oreophila,Celastraceae,Parnassia,NA,oreophila,NA,NA,NA,NA,tro-29102346,TRUE,1.1,Accepted,Celastraceae,Parnassia,NA,oreophila,,,Hance,tro-29102346,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parnassia oreophila Hance,Parnassia oreophila Hance,Parnassia oreophila,Parnassia oreophila,Celastraceae,Parnassia,NA,oreophila,NA,NA,,Hance,tro-29102346,TRUE,1.1,Accepted,Celastraceae,Parnassia,,oreophila,,,Hance,tro-29102346,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parnassia trinervis,Parnassia trinervis,Parnassia trinervis,Parnassia trinervis,Celastraceae,Parnassia,NA,trinervis,NA,NA,,,kew-2559805,TRUE,1.1,Accepted,Celastraceae,Parnassia,,trinervis,,,Drude,kew-2559805,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parnassia trinervis Drude,Parnassia trinervis Drude,Parnassia trinervis,Parnassia trinervis,Celastraceae,Parnassia,NA,trinervis,NA,NA,,Drude,kew-2559805,TRUE,1.1,Accepted,Celastraceae,Parnassia,,trinervis,,,Drude,kew-2559805,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Patrinia heterophylla,Patrinia heterophylla,Patrinia heterophylla,Patrinia heterophylla,Caprifoliaceae,Patrinia,NA,heterophylla,NA,NA,NA,NA,tro-50043229,TRUE,1.1,Accepted,Caprifoliaceae,Patrinia,NA,heterophylla,,,Bunge,tro-50043229,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Patrinia heterophylla,Patrinia heterophylla,Patrinia heterophylla,Patrinia heterophylla,Caprifoliaceae,Patrinia,NA,heterophylla,NA,NA,,,tro-50043229,TRUE,1.1,Accepted,Caprifoliaceae,Patrinia,,heterophylla,,,Bunge,tro-50043229,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parinia heterophylla,Patrinia heterophylla,Patrinia heterophylla,Patrinia heterophylla,Caprifoliaceae,Patrinia,NA,heterophylla,NA,NA,NA,NA,tro-50043229,TRUE,1.1,Accepted,Caprifoliaceae,Patrinia,NA,heterophylla,,,Bunge,tro-50043229,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
Parinia heterophylla,Patrinia heterophylla,Patrinia heterophylla,Patrinia heterophylla,Caprifoliaceae,Patrinia,NA,heterophylla,NA,NA,,,tro-50043229,TRUE,1.1,Accepted,Caprifoliaceae,Patrinia,,heterophylla,,,Bunge,tro-50043229,Accepted,FALSE,FALSE,FALSE,18/04/2020,Species
