,Species,Region,Source,Population,Latitude,Longitude,Min.elevation,Max.elevation,Treeline,Alpine,Scarification,GA3,Stratification,Light,Alternating,Tmean,Temperature,Germinated,Germinable,mass
389,Gentiana_rockhillii,NA,NA,K_52618,Germany,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,43,50,0.223
390,Gentiana_rockhillii,NA,NA,K_52618,Germany,NA,NA,NA,NA,NA,N,N,N,Y,N,26,26,48,48,0.223
391,Gentiana_septemfida,NA,NA,K_424378,Georgia,NA,NA,NA,NA,NA,N,N,Y,Y,Y,15,15,17,18,0.094
392,Gentiana_septemfida,NA,NA,K_424378,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,3,19,0.094
393,Gentiana_wattenii,NA,NA,K_52674,Austria,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,49,50,0.223
394,Gentiana_wattenii,NA,NA,K_52674,Austria,NA,NA,NA,NA,NA,N,N,N,Y,N,16,16,50,50,0.223
395,Gentiana_wattenii,NA,NA,K_34540,Austria,NA,NA,NA,NA,NA,N,N,Y,Y,N,21,21,99,100,0.223
396,Gentiana_wattenii,NA,NA,K_34540,Austria,NA,NA,NA,NA,NA,N,N,Y,Y,N,21,21,46,50,0.223
397,Gentiana_wattenii,NA,NA,K_34540,Austria,NA,NA,NA,NA,NA,N,N,Y,Y,N,21,21,45,50,0.223
398,Gentianella_amarella,NA,NA,K_52571,United-Kingdom,NA,NA,NA,NA,NA,N,Y,Y,Y,Y,15,15,43,50,0.148
399,Gentianella_amarella,NA,NA,K_52571,United-Kingdom,NA,NA,NA,NA,NA,N,Y,N,Y,Y,15,15,37,49,0.148
400,Gentianella_amarella,NA,NA,K_402855,United-Kingdom,NA,NA,NA,NA,NA,N,Y,Y,Y,Y,15,15,10,20,0.148
401,Gentianella_amarella,NA,NA,K_52571,United-Kingdom,NA,NA,NA,NA,NA,N,Y,N,Y,Y,16,16,20,20,0.148
402,Gentianella_amarella,NA,NA,K_18546,United-Kingdom,NA,NA,NA,NA,NA,Y,Y,Y,Y,N,20,20,20,20,0.148
403,Gentianella_amarella,NA,NA,K_402855,United-Kingdom,NA,NA,NA,NA,NA,Y,Y,Y,Y,N,20,20,20,20,0.148
404,Gentianella_amarella,NA,NA,K_402855,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,0,20,0.148
405,Gentianella_amarella,NA,NA,K_18546,United-Kingdom,NA,NA,NA,NA,NA,Y,Y,Y,Y,N,21,21,48,49,0.148
406,Gentianella_amarella,NA,NA,K_131379,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,17,20,0.148
407,Gentianella_amarella,NA,NA,B_GB-2070906,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,22,22,0,20,0.148
408,Geum_pyrenaicum,NA,NA,K_80112,Spain,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,19,20,7.364
409,Geum_pyrenaicum,NA,NA,K_80112,Spain,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,20,20,7.364
410,Geum_rivale,NA,NA,K_139984,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,1,3,1.15
411,Geum_rivale,NA,NA,K_139984,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,18.33333333,18.33333333,3,3,1.15
412,Geum_rivale,NA,NA,BR_1991108488,Belgium,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,12,50,1.15
413,Geum_rivale,NA,NA,K_139984,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,1,10,1.15
414,Glyceria_notata,NA,NA,K_127314,United-Kingdom,NA,NA,NA,NA,NA,N,KNO3,N,Y,Y,16,16,20,20,1.66
415,Glyceria_notata,NA,NA,B_DE-1953206,Germany,NA,NA,NA,NA,NA,N,N,N,Y,N,22,22,0,20,1.66
416,Gypsophila_elegans,NA,NA,K_340494,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,7,10,1
417,Gypsophila_elegans,NA,NA,K_340494,Georgia,NA,NA,NA,NA,NA,Y,Y,N,Y,N,15,15,10,10,1
418,Gypsophila_elegans,NA,NA,K_340494,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,4,10,1
419,Heliotropium_ellipticum,NA,NA,K_371070,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,19,19,0.9
420,Heliotropium_ellipticum,NA,NA,K_371070,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,Y,25,25,15,17,0.9
421,Heliotropium_ellipticum,NA,NA,K_371070,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,14,19,0.9
422,Herminium_monorchis,NA,NA,K_130785,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,200,200,0.022
423,Hieracium_attenuatifolium,NA,NA,K_132158,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,8,10,1.027
424,Hieracium_attenuatifolium,NA,NA,K_140270,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,7,7,1.027
425,Hieracium_backhousei,NA,NA,K_117368,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,6,6,0.775
426,Hieracium_backhousei,NA,NA,K_117380,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,10,10,0.775
427,Hieracium_calenduliflorum,NA,NA,K_116947,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,20,20,0.91
428,Hieracium_calenduliflorum,NA,NA,K_116947,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,10,10,0.91
429,Hieracium_calvum,NA,NA,K_107976,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,9,10,0.749
430,Hieracium_calvum,NA,NA,K_117254,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,9,9,0.749
431,Hieracium_calvum,NA,NA,K_117265,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,9,9,0.749
432,Hieracium_calvum,NA,NA,K_117287,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,19,19,0.749
433,Hieracium_calvum,NA,NA,K_117298,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,8,10,0.749
434,Hieracium_calvum,NA,NA,K_117438,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,19,19,0.749
435,Hieracium_calvum,NA,NA,K_117450,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,19,20,0.749
436,Hieracium_calvum,NA,NA,K_107976,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,9,10,0.749
437,Hieracium_calvum,NA,NA,K_117276,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,Y,16,16,9,10,0.749
438,Hieracium_calvum,NA,NA,K_117287,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,9,10,0.749
439,Hieracium_calvum,NA,NA,K_117438,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,10,10,0.749
440,Hieracium_calvum,NA,NA,K_117450,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,7,9,0.749
441,Hieracium_completum,NA,NA,K_117195,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,10,10,0.701
442,Hieracium_eximium,NA,NA,K_333265,United-Kingdom,NA,NA,NA,NA,NA,Y,N,N,Y,Y,15,15,7,7,0.717
443,Hieracium_eximium,NA,NA,K_108641,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,Y,15,15,6,9,0.717
444,Hieracium_eximium,NA,NA,K_108641,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,Y,16,16,7,7,0.717
445,Hieracium_globosiflorum,NA,NA,K_333254,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,7,8,0.647
446,Hieracium_graniticola,NA,NA,K_107909,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,6,9,0.647
447,Hieracium_graniticola,NA,NA,K_107910,United-Kingdom,NA,NA,NA,NA,NA,Y,N,N,Y,N,15,15,9,10,0.647
448,Hieracium_graniticola,NA,NA,K_117508,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,18,19,0.647
449,Hieracium_graniticola,NA,NA,K_107909,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,7,8,0.647
450,Hieracium_graniticola,NA,NA,K_107910,United-Kingdom,NA,NA,NA,NA,NA,Y,N,N,Y,N,16,16,16,19,0.647
451,Hieracium_graniticola,NA,NA,K_117508,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,6,7,0.647
452,Hieracium_hanburyi,NA,NA,K_117519,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,5,6,0.718
453,Hieracium_hanburyi,NA,NA,K_108113,United-Kingdom,NA,NA,NA,NA,NA,Y,N,N,Y,N,16,16,5,10,0.718
454,Hieracium_larigense,NA,NA,K_108227,United-Kingdom,NA,NA,NA,NA,NA,Y,N,N,Y,Y,16,16,8,9,0.647
455,Hieracium_leptodon,NA,NA,K_108087,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,8,9,0.61
456,Hieracium_leptodon,NA,NA,K_108098,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,7,8,0.61
457,Hieracium_leptodon,NA,NA,K_116785,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,18,18,0.61
458,Hieracium_leptodon,NA,NA,K_116800,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,18,18,0.61
459,Hieracium_leptodon,NA,NA,K_108087,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,7,7,0.61
460,Hieracium_leptodon,NA,NA,K_108098,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,6,6,0.61
461,Hieracium_leptodon,NA,NA,K_116785,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,9,9,0.61
462,Hieracium_macrocarpum,NA,NA,K_117047,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,15,20,0.761
463,Hieracium_macrocarpum,NA,NA,K_117047,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,5,5,0.761
464,Hieracium_milesii,NA,NA,K_108191,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,9,10,0.647
465,Hieracium_milesii,NA,NA,K_108191,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,9,10,0.647
466,Hieracium_pensum,NA,NA,K_108526,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,6,6,0.85
467,Hieracium_pensum,NA,NA,K_108537,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,8,9,0.85
468,Hieracium_pensum,NA,NA,K_108548,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,6,8,0.85
469,Hieracium_pensum,NA,NA,K_108526,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,7,7,0.85
470,Hieracium_pensum,NA,NA,K_108537,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,7,7,0.85
471,Hieracium_pensum,NA,NA,K_108548,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,7,8,0.85
472,Hieracium_perscitum,NA,NA,K_117151,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,10,10,0.798
473,Hieracium_perscitum,NA,NA,K_117184,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,10,10,0.798
474,Hieracium_snowdoniense,NA,NA,K_227281,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,9,10,0.404
475,Hieracium_snowdoniense,NA,NA,K_261456,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,8,8,0.404
476,Hieracium_stewartii,NA,NA,K_331825,Ireland,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,15,15,0.728
477,Hieracium_zygophorum,NA,NA,K_238902,United-Kingdom,NA,NA,NA,NA,NA,N,Y,N,Y,Y,15,15,15,17,0.476
478,Hieracium_zygophorum,NA,NA,K_238902,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,23,34,0.476
479,Holosteum_marginatum,NA,NA,K_340531,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,N,10,10,15,20,0.144
480,Holosteum_marginatum,NA,NA,K_340531,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,16,20,0.144
481,Horminum_pyrenaicum,NA,NA,K_27023,France,NA,NA,NA,NA,NA,N,Y,N,Y,N,15,15,4,10,0.71
482,Horminum_pyrenaicum,NA,NA,K_27023,France,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,3,9,0.71
483,Horminum_pyrenaicum,NA,NA,K_27023,France,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,8,20,0.71
484,Horminum_pyrenaicum,NA,NA,K_27023,France,NA,NA,NA,NA,NA,N,Y,N,Y,Y,16,16,2,10,0.71
485,Horminum_pyrenaicum,NA,NA,K_27023,France,NA,NA,NA,NA,NA,N,Y,N,Y,N,20,20,9,10,0.71
486,Horminum_pyrenaicum,NA,NA,K_27023,France,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,18,20,0.71
487,Horminum_pyrenaicum,NA,NA,K_27023,France,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,18,20,0.71
488,Horminum_pyrenaicum,NA,NA,K_27023,France,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,6,20,0.71
489,Hyssopus_angustifolius,NA,NA,K_371092,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,16,16,0.915
490,Hyssopus_angustifolius,NA,NA,K_371092,Georgia,NA,NA,NA,NA,NA,N,Y,N,Y,N,15,15,18,18,0.915
491,Hyssopus_angustifolius,NA,NA,K_371092,Georgia,NA,NA,NA,NA,NA,N,Y,N,Y,N,20,20,20,20,0.915
492,Hyssopus_angustifolius,NA,NA,K_371092,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,15,18,0.915
493,Juncus_balticus,NA,NA,K_122881,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,11,20,0.05
494,Juncus_balticus,NA,NA,K_122881,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,17,20,0.05
495,Juncus_balticus,NA,NA,K_122881,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,20,20,0.05
496,Juncus_balticus,NA,NA,K_123143,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,26,26,20,20,0.05
497,Juncus_biglumis,NA,NA,K_121471,United-Kingdom,NA,NA,NA,NA,NA,Y,N,N,Y,Y,16,16,4,5,0.048
498,Juncus_biglumis,NA,NA,K_121471,United-Kingdom,NA,NA,NA,NA,NA,Y,N,N,Y,Y,16,16,4,5,0.048
499,Juncus_biglumis,NA,NA,K_121471,United-Kingdom,NA,NA,NA,NA,NA,Y,N,N,Y,N,21,21,3,5,0.048
500,Juncus_castaneus,NA,NA,K_122401,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,2,10,0.068
501,Juncus_castaneus,NA,NA,K_122401,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,10,10,0.068
502,Juncus_castaneus,NA,NA,K_122777,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,10,10,0.068
503,Juncus_castaneus,NA,NA,K_147785,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,9,10,0.068
504,Juncus_castaneus,NA,NA,K_164649,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,5,9,0.068
505,Juncus_castaneus,NA,NA,K_164649,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,N,15,15,9,9,0.068
506,Juncus_castaneus,NA,NA,K_122777,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,7,10,0.068
507,Juncus_castaneus,NA,NA,K_147785,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,10,10,0.068
508,Juncus_castaneus,NA,NA,K_164649,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,5,9,0.068
509,Juncus_castaneus,NA,NA,K_122401,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,12,24,0.068
510,Juncus_castaneus,NA,NA,K_122777,United-Kingdom,NA,NA,NA,NA,NA,Y,N,N,Y,N,21,21,46,50,0.068
511,Juncus_castaneus,NA,NA,K_122401,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,2,10,0.068
512,Juncus_castaneus,NA,NA,K_122401,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,25,25,3,10,0.068
513,Juncus_castaneus,NA,NA,K_122777,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,6,10,0.068
514,Juncus_castaneus,NA,NA,K_147785,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,7,8,0.068
515,Juncus_castaneus,NA,NA,K_164649,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,3,5,0.068
516,Juncus_filiformis,NA,NA,K_109969,United-Kingdom,NA,NA,NA,NA,NA,Y,N,N,Y,Y,16,16,15,20,0.03
517,Juncus_filiformis,NA,NA,K_132011,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,50,50,0.03
518,Juncus_triglumis,NA,NA,K_21814,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,20,20,0.05
519,Juncus_triglumis,NA,NA,K_21814,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,15,20,0.05
520,Juncus_triglumis,NA,NA,K_21814,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,19,20,0.05
521,Juncus_triglumis,NA,NA,K_21814,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,100,100,0.05
522,Jurinea_blanda,NA,NA,K_340313,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,10,12,3.094
523,Kobresia_simpliciuscula,NA,NA,K_121574,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,4,9,0.483
524,Kobresia_simpliciuscula,NA,NA,K_121574,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,10,10,0.483
525,Kobresia_simpliciuscula,NA,NA,K_121574,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,30,30,8,10,0.483
526,Kobresia_simpliciuscula,NA,NA,K_130202,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,31,31,10,10,0.483
527,Krascheninnikovia_ceratoides,NA,NA,K_369411,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,10,10,6.952
528,Laserpitium_hispidum,NA,NA,K_28824,Russia,NA,NA,NA,NA,NA,N,N,Y,Y,Y,18.33333333,18.33333333,13,13,3.614
529,Laserpitium_hispidum,NA,NA,K_28824,Russia,NA,NA,NA,NA,NA,N,N,N,Y,Y,18.5,18.5,97,100,3.614
530,Laserpitium_hispidum,NA,NA,K_28824,Russia,NA,NA,NA,NA,NA,N,N,Y,Y,Y,21,21,13,20,3.614
531,Leontopodium_alpinum,NA,NA,K_204004,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,10,10,1,20,0.137
532,Leontopodium_alpinum,NA,NA,K_204026,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,10,10,9,16,0.137
533,Leontopodium_alpinum,NA,NA,K_204004,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,10,20,0.137
534,Leontopodium_alpinum,NA,NA,K_204026,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,13,20,0.137
535,Leontopodium_alpinum,NA,NA,WARS_019/00,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,350,500,0.137
536,Leontopodium_alpinum,NA,NA,WARS_040/03,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,280,500,0.137
537,Leontopodium_alpinum,NA,NA,WARS_041/03,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,320,500,0.137
538,Leontopodium_alpinum,NA,NA,K_204004,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,19,20,0.137
539,Leontopodium_alpinum,NA,NA,K_204026,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,20,20,0.137
540,Ligusticum_scoticum,NA,NA,K_130936,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,8,10,3.703
541,Ligusticum_scoticum,NA,NA,B_SE-1960806,Sweden,NA,NA,NA,NA,NA,N,N,N,Y,N,22,22,3,20,3.703
542,Lilium_martagon,NA,NA,BBGK_05_2838,Greece,NA,NA,NA,NA,NA,N,N,N,N,N,21,21,35,50,7.32
543,Lilium_martagon,NA,NA,BBGK_05_2889,Greece,NA,NA,NA,NA,NA,N,N,N,N,N,21,21,35,50,7.32
544,Lilium_martagon,NA,NA,WARS_007/03,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,325,500,7.32
545,Lilium_martagon,NA,NA,WARS_008/03,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,170,500,7.32
546,Lilium_martagon,NA,NA,WARS_015/02,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,150,500,7.32
547,Lilium_martagon,NA,NA,WARS_019/03,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,200,500,7.32
548,Lilium_martagon,NA,NA,WARS_020/00,Poland,NA,NA,NA,NA,NA,N,N,N,N,Y,21.66666667,21.66666667,0,500,7.32
549,Lilium_martagon,NA,NA,WARS_020/03,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,195,500,7.32
550,Lilium_martagon,NA,NA,WARS_021/00,Poland,NA,NA,NA,NA,NA,N,N,N,N,Y,21.66666667,21.66666667,0,500,7.32
551,Lilium_martagon,NA,NA,WARS_021/03,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,260,500,7.32
552,Lilium_martagon,NA,NA,WARS_022/03,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,90,500,7.32
553,Lilium_martagon,NA,NA,WARS_042/03,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,245,500,7.32
554,Lilium_martagon,NA,NA,WARS_054/04,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,395,500,7.32
555,Lilium_martagon,NA,NA,WARS_009/03,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,215,500,7.32
556,Lilium_martagon,NA,NA,WARS_011/99,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,410,500,7.32
557,Linnaea_borealis,NA,NA,K_203890,Italy,NA,NA,NA,NA,NA,N,N,Y,Y,Y,13.33333333,13.33333333,7,8,2
558,Loiseleuria_procumbens,NA,NA,K_122674,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,N,26,26,33,35,0.02
559,Lonicera_pyrenaica,NA,NA,K_27805,France,NA,NA,NA,NA,NA,N,N,Y,Y,Y,13.33333333,13.33333333,1,19,2.752
560,Lonicera_pyrenaica,NA,NA,K_27805,France,NA,NA,NA,NA,NA,N,Y,Y,Y,Y,13.33333333,13.33333333,10,19,2.752
561,Lonicera_pyrenaica,NA,NA,K_27805,France,NA,NA,NA,NA,NA,N,N,Y,Y,Y,16,16,0,17,2.752
562,Lonicera_pyrenaica,NA,NA,K_27805,France,NA,NA,NA,NA,NA,Y,N,Y,Y,Y,16,16,1,20,2.752
563,Lonicera_pyrenaica,NA,NA,K_27805,France,NA,NA,NA,NA,NA,N,N,Y,Y,Y,16,16,64,100,2.752
564,Luzula_lutea,NA,NA,B_FR-2583002,France,NA,NA,NA,NA,NA,N,N,N,Y,N,22,22,8,20,0.34
565,Luzula_nivea,NA,NA,G_20008014,Switzerland,NA,NA,NA,NA,NA,N,N,N,N,N,6,6,44,50,0.41
566,Luzula_nivea,NA,NA,G_20008014,Switzerland,NA,NA,NA,NA,NA,N,N,N,N,N,16,16,2,50,0.41
567,Luzula_nivea,NA,NA,G_20008014,Switzerland,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,1,50,0.41
568,Luzula_nivea,NA,NA,G_20008014,Switzerland,NA,NA,NA,NA,NA,N,N,N,N,N,16,16,0,50,0.41
569,Luzula_nivea,NA,NA,G_20008014,Switzerland,NA,NA,NA,NA,NA,N,N,N,N,N,16,16,0,50,0.41
570,Luzula_nivea,NA,NA,G_20008014,Switzerland,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,0,50,0.41
571,Luzula_nivea,NA,NA,G_20008014,Switzerland,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,0,50,0.41
572,Meconopsis_cambrica,NA,NA,K_121264,United-Kingdom,NA,NA,NA,NA,NA,N,Y,N,Y,N,21,21,47,49,0.228
573,Minuartia_inamoena,NA,NA,K_281160,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,0,9,0.354
574,Minuartia_inamoena,NA,NA,K_281160,Georgia,NA,NA,NA,NA,NA,Y,Y,N,Y,Y,15,15,10,10,0.354
575,Minuartia_inamoena,NA,NA,K_281160,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,0,9,0.354
576,Minuartia_inamoena,NA,NA,K_281160,Georgia,NA,NA,NA,NA,NA,N,Y,Y,Y,N,20,20,1,10,0.354
577,Minuartia_inamoena,NA,NA,K_281160,Georgia,NA,NA,NA,NA,NA,N,Y,N,Y,N,20,20,2,10,0.354
578,Minuartia_laricifolia,NA,NA,K_191489,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,10,10,4,20,0.368
579,Minuartia_laricifolia,NA,NA,K_191490,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,10,10,0,20,0.368
580,Minuartia_laricifolia,NA,NA,K_191489,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,7,20,0.368
581,Minuartia_laricifolia,NA,NA,K_191490,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,11,19,0.368
582,Minuartia_laricifolia,NA,NA,K_191489,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,17,17,0.368
583,Minuartia_laricifolia,NA,NA,K_191490,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,13,18,0.368
584,Minuartia_laricifolia,NA,NA,K_191490,Italy,NA,NA,NA,NA,NA,N,Y,N,Y,N,20,20,18,19,0.368
585,Minuartia_laricifolia,NA,NA,K_191489,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,10,20,0.368
586,Minuartia_laricifolia,NA,NA,K_191490,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,9,18,0.368
