,Species,Region,Source,Population,Latitude,Longitude,Min.elevation,Max.elevation,Treeline,Alpine,Scarification,GA3,Stratification,Light,Alternating,Tmean,Temperature,Germinated,Germinable,mass
191,Campanula_latifolia,NA,NA,K_92472,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,0,45,0.29
192,Campanula_latifolia,NA,NA,K_28477,Austria,NA,NA,NA,NA,NA,N,N,N,Y,Y,18.5,18.5,100,100,0.29
193,Campanula_latifolia,NA,NA,K_53235,United-Kingdom,NA,NA,NA,NA,NA,N,Y,Y,Y,N,20,20,8,17,0.29
194,Campanula_latifolia,NA,NA,K_53235,United-Kingdom,NA,NA,NA,NA,NA,N,Y,Y,Y,N,20,20,17,19,0.29
195,Campanula_latifolia,NA,NA,K_92472,United-Kingdom,NA,NA,NA,NA,NA,N,Y,Y,Y,N,20,20,48,50,0.29
196,Campanula_latifolia,NA,NA,K_53235,United-Kingdom,NA,NA,NA,NA,NA,N,Y,Y,Y,N,21,21,16,18,0.29
197,Campanula_latifolia,NA,NA,K_92472,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,0,50,0.29
198,Campanula_latifolia,NA,NA,K_92472,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,21,21,0,50,0.29
199,Campanula_latifolia,NA,NA,K_92472,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,N,21,21,0,50,0.29
200,Campanula_latifolia,NA,NA,K_92472,United-Kingdom,NA,NA,NA,NA,NA,N,Y,Y,Y,N,21,21,50,50,0.29
201,Campanula_latifolia,NA,NA,K_28477,Austria,NA,NA,NA,NA,NA,N,Y,N,Y,Y,25,25,13,17,0.29
202,Campanula_latifolia,NA,NA,K_28477,Austria,NA,NA,NA,NA,NA,N,Y,N,Y,Y,25,25,26,38,0.29
203,Campanula_latifolia,NA,NA,K_28477,Austria,NA,NA,NA,NA,NA,N,Y,N,Y,Y,26,26,16,16,0.29
204,Campanula_latifolia,NA,NA,K_92472,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,26,26,0,44,0.29
205,Campanula_raineri,NA,NA,K_203524,Italy,NA,NA,NA,NA,NA,N,Y,N,Y,N,5,5,18,20,0.048
206,Campanula_raineri,NA,NA,K_203524,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,0,50,0.048
207,Campanula_raineri,NA,NA,K_203524,Italy,NA,NA,NA,NA,NA,N,Y,N,Y,N,15,15,18,20,0.048
208,Campanula_raineri,NA,NA,K_203672,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,0,50,0.048
209,Campanula_raineri,NA,NA,K_203672,Italy,NA,NA,NA,NA,NA,N,Y,N,Y,Y,15,15,15,19,0.048
210,Campanula_raineri,NA,NA,PAV_CO146,Italy,NA,NA,NA,NA,NA,N,Y,N,Y,Y,15,15,11,11,0.048
211,Campanula_raineri,NA,NA,PAV_CO363,Italy,NA,NA,NA,NA,NA,N,Y,N,Y,Y,15,15,47,48,0.048
212,Campanula_raineri,NA,NA,PAV_LC305,Italy,NA,NA,NA,NA,NA,N,Y,N,Y,Y,15,15,28,28,0.048
213,Campanula_raineri,NA,NA,K_203524,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,0,47,0.048
214,Campanula_raineri,NA,NA,K_203524,Italy,NA,NA,NA,NA,NA,N,Y,N,Y,N,20,20,18,19,0.048
215,Campanula_raineri,NA,NA,K_203672,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,0,50,0.048
216,Campanula_raineri,NA,NA,K_203672,Italy,NA,NA,NA,NA,NA,N,Y,N,Y,N,20,20,17,19,0.048
217,Campanula_raineri,NA,NA,PAV_CO372,Italy,NA,NA,NA,NA,NA,N,Y,N,Y,N,20,20,14,14,0.048
218,Campanula_sarmatica,NA,NA,K_343462,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,1,10,0.402
219,Campanula_sarmatica,NA,NA,K_343462,Georgia,NA,NA,NA,NA,NA,N,Y,N,Y,N,15,15,10,10,0.402
220,Campanula_sarmatica,NA,NA,K_343462,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,0,10,0.402
221,Campanula_serrata,NA,NA,WARS_047/03,Poland,NA,NA,NA,NA,NA,N,Y,N,Y,Y,21.66666667,21.66666667,270,500,0.064
222,Campanula_serrata,NA,NA,WARS_082/04,Poland,NA,NA,NA,NA,NA,N,Y,N,Y,Y,21.66666667,21.66666667,360,500,0.064
223,Campanula_serrata,NA,NA,WARS_083/04,Poland,NA,NA,NA,NA,NA,N,Y,N,Y,Y,21.66666667,21.66666667,340,500,0.064
224,Campanula_serrata,NA,NA,WARS_084/04,Poland,NA,NA,NA,NA,NA,N,Y,N,Y,Y,21.66666667,21.66666667,340,500,0.064
225,Campanula_serrata,NA,NA,WARS_085/04,Poland,NA,NA,NA,NA,NA,N,Y,N,Y,Y,21.66666667,21.66666667,265,500,0.064
226,Carduus_argemone,NA,NA,K_345525,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,11,18,4.123
227,Carduus_argemone,NA,NA,K_345525,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,17,18,4.123
228,Carduus_argemone,NA,NA,K_345525,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,18,18,4.123
229,Carex_buxbaumii,NA,NA,K_115973,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,26,26,6,8,1.77
230,Carex_capillaris,NA,NA,K_128849,United-Kingdom,NA,NA,NA,NA,NA,N,Y,Y,Y,Y,15,15,12,12,0.54
231,Carex_capillaris,NA,NA,K_128849,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,Y,15,15,13,13,0.54
232,Carex_capillaris,NA,NA,K_128849,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,Y,25,25,1,6,0.54
233,Carex_capillaris,NA,NA,K_128849,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,Y,25,25,3,15,0.54
234,Carex_capillaris,NA,NA,K_128849,United-Kingdom,NA,NA,NA,NA,NA,N,Y,Y,Y,Y,25,25,9,11,0.54
235,Carex_capillaris,NA,NA,K_128849,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,26,26,0,10,0.54
236,Carex_capillaris,NA,NA,K_128849,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,Y,26,26,0,8,0.54
237,Carex_capillaris,NA,NA,K_128849,United-Kingdom,NA,NA,NA,NA,NA,N,Y,N,Y,Y,26,26,0,7,0.54
238,Carex_capillaris,NA,NA,K_128849,United-Kingdom,NA,NA,NA,NA,NA,N,Y,N,Y,Y,26,26,0,7,0.54
239,Carex_capillaris,NA,NA,K_128849,United-Kingdom,NA,NA,NA,NA,NA,N,Y,N,Y,Y,26,26,3,10,0.54
240,Carex_lachenalii,NA,NA,K_137119,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,Y,26,26,8,10,0.335
241,Carex_microglochin,NA,NA,K_121541,United-Kingdom,NA,NA,NA,NA,NA,Y,N,Y,Y,Y,26,26,7,9,0.96
242,Carex_pulicaris,NA,NA,K_91844,United-Kingdom,NA,NA,NA,NA,NA,Y,N,N,Y,Y,25,25,47,51,1.59
243,Carex_pulicaris,NA,NA,K_91844,United-Kingdom,NA,NA,NA,NA,NA,Y,N,N,Y,Y,26,26,13,17,1.59
244,Carex_rariflora,NA,NA,K_122445,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,0,10,1.168
245,Carex_rariflora,NA,NA,K_122445,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,26,26,0,10,1.168
246,Carex_rariflora,NA,NA,K_122445,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,26,26,0,8,1.168
247,Carex_rariflora,NA,NA,K_122445,United-Kingdom,NA,NA,NA,NA,NA,Y,N,N,Y,Y,26,26,1,10,1.168
248,Carex_rariflora,NA,NA,K_122445,United-Kingdom,NA,NA,NA,NA,NA,Y,Y,Y,Y,Y,26,26,3,9,1.168
249,Carex_rariflora,NA,NA,K_122445,United-Kingdom,NA,NA,NA,NA,NA,Y,N,N,Y,Y,26,26,3,10,1.168
250,Carex_rariflora,NA,NA,K_122445,United-Kingdom,NA,NA,NA,NA,NA,Y,N,Y,Y,Y,26,26,4,10,1.168
251,Carex_rariflora,NA,NA,K_122445,United-Kingdom,NA,NA,NA,NA,NA,Y,N,Y,Y,Y,26,26,5,10,1.168
252,Carex_rariflora,NA,NA,K_122445,United-Kingdom,NA,NA,NA,NA,NA,Y,N,Y,Y,Y,26,26,8,10,1.168
253,Carex_rariflora,NA,NA,K_122445,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,31,31,0,10,1.168
254,Carex_rostrata,NA,NA,K_138080,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,26,26,14,16,1.2
255,Carex_saxatilis,NA,NA,K_121530,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,0,20,0.905
256,Carex_saxatilis,NA,NA,K_121530,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,26,26,0,19,0.905
257,Carex_saxatilis,NA,NA,K_121530,United-Kingdom,NA,NA,NA,NA,NA,Y,N,N,Y,Y,26,26,0,16,0.905
258,Carex_saxatilis,NA,NA,K_121530,United-Kingdom,NA,NA,NA,NA,NA,N,Y,N,Y,Y,26,26,2,20,0.905
259,Carex_saxatilis,NA,NA,K_121530,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,Y,26,26,2,8,0.905
260,Carex_saxatilis,NA,NA,K_121530,United-Kingdom,NA,NA,NA,NA,NA,N,Y,Y,Y,Y,26,26,6,18,0.905
261,Carex_saxatilis,NA,NA,K_121530,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,Y,26,26,6,20,0.905
262,Carex_saxatilis,NA,NA,K_121530,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,26,26,7,19,0.905
263,Carex_saxatilis,NA,NA,K_122423,United-Kingdom,NA,NA,NA,NA,NA,Y,Y,Y,Y,Y,26,26,7,9,0.905
264,Carex_saxatilis,NA,NA,K_121530,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,31,31,0,20,0.905
265,Carlina_biebersteinii,NA,NA,K_361725,Hungary,NA,NA,NA,NA,NA,N,N,N,Y,N,10,10,20,20,1.236
266,Carlina_biebersteinii,NA,NA,K_361725,Hungary,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,19,19,1.236
267,Carlina_biebersteinii,NA,NA,K_361725,Hungary,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,19,20,1.236
268,Centaurea_reflexa,NA,NA,K_340302,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,8,9,4.246
269,Cerastium_alpinum,NA,NA,K_121301,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,11,11,20,20,0.283
270,Cerastium_alpinum,NA,NA,K_170217,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,20,20,0.283
271,Cerastium_alpinum,NA,NA,K_170217,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,19,19,0.283
272,Cerastium_alpinum,NA,NA,WARS_100/04,Poland,NA,NA,NA,NA,NA,N,Y,N,Y,Y,21.66666667,21.66666667,300,500,0.283
273,Cerastium_arcticum,NA,NA,K_122629,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,18,20,0.276
274,Cerastium_arcticum,NA,NA,K_122629,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,25,25,0.276
275,Cerastium_argenteum,NA,NA,K_340472,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,N,10,10,20,20,0.388
276,Cerastium_argenteum,NA,NA,K_340472,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,20,20,0.388
277,Cerastium_argenteum,NA,NA,K_340472,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,20,20,0.388
278,Cerastium_cerastoides,NA,NA,K_122641,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,10,10,7,20,0.183
279,Cerastium_cerastoides,NA,NA,K_122641,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,13.33333333,13.33333333,13,18,0.183
280,Cerastium_cerastoides,NA,NA,K_122641,United-Kingdom,NA,NA,NA,NA,NA,N,Y,N,Y,Y,13.33333333,13.33333333,17,20,0.183
281,Cerastium_cerastoides,NA,NA,K_122412,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,7,10,0.183
282,Cerastium_cerastoides,NA,NA,K_122412,United-Kingdom,NA,NA,NA,NA,NA,Y,Y,N,Y,Y,15,15,9,9,0.183
283,Cerastium_cerastoides,NA,NA,K_122652,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,11,13,0.183
284,Cerastium_cerastoides,NA,NA,K_163815,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,9,10,0.183
285,Cerastium_cerastoides,NA,NA,K_122412,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,20,23,0.183
286,Cerastium_cerastoides,NA,NA,K_122641,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,17,22,0.183
287,Cerastium_cerastoides,NA,NA,K_122652,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,25,25,0.183
288,Cerastium_cerastoides,NA,NA,K_163815,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,10,10,0.183
289,Cochlearia_tatrae,NA,NA,WARS_008/00,Poland,NA,NA,NA,NA,NA,N,Y,N,Y,Y,21.66666667,21.66666667,460,500,1.075
290,Cochlearia_tatrae,NA,NA,WARS_009/00,Poland,NA,NA,NA,NA,NA,N,Y,N,Y,Y,21.66666667,21.66666667,490,500,1.075
291,Cochlearia_tatrae,NA,NA,WARS_010/00,Poland,NA,NA,NA,NA,NA,N,Y,N,Y,Y,21.66666667,21.66666667,480,500,1.075
292,Comarum_palustre,NA,NA,K_174972,Belgium,NA,NA,NA,NA,NA,N,N,Y,Y,Y,13.33333333,13.33333333,17,22,0.32
293,Comarum_palustre,NA,NA,K_135403,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,Y,13.33333333,13.33333333,6,7,0.32
294,Comarum_palustre,NA,NA,K_135621,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,Y,13.33333333,13.33333333,16,20,0.32
295,Comarum_palustre,NA,NA,K_141820,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,Y,13.33333333,13.33333333,45,47,0.32
296,Comarum_palustre,NA,NA,K_174972,Belgium,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,0,13,0.32
297,Comarum_palustre,NA,NA,K_141820,United-Kingdom,NA,NA,NA,NA,NA,Y,N,N,Y,Y,15,15,37,49,0.32
298,Comarum_palustre,NA,NA,K_135252,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,Y,16,16,11,20,0.32
299,Comarum_palustre,NA,NA,K_135919,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,Y,16,16,19,20,0.32
300,Comarum_palustre,NA,NA,K_141820,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,16,16,0,47,0.32
301,Comarum_palustre,NA,NA,K_174972,Belgium,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,0,13,0.32
302,Comarum_palustre,NA,NA,K_135252,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,N,20,20,5,16,0.32
303,Comarum_palustre,NA,NA,K_135252,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,N,21,21,15,19,0.32
304,Comarum_palustre,NA,NA,K_141820,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,0,49,0.32
305,Comarum_palustre,NA,NA,B_SE-1963406,Sweden,NA,NA,NA,NA,NA,N,N,N,Y,N,22,22,0,20,0.32
306,Comarum_palustre,NA,NA,K_174972,Belgium,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,0,17,0.32
307,Comarum_palustre,NA,NA,K_135252,United-Kingdom,NA,NA,NA,NA,NA,N,N,Y,Y,N,26,26,14,20,0.32
308,Comarum_palustre,NA,NA,K_141820,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,26,26,0,49,0.32
309,Cortusa_matthioli,NA,NA,K_20921,Austria,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,4,49,0.364
310,Cortusa_matthioli,NA,NA,K_20921,Austria,NA,NA,NA,NA,NA,N,N,Y,Y,N,20,20,38,45,0.364
311,Cortusa_matthioli,NA,NA,K_20921,Austria,NA,NA,NA,NA,NA,N,Y,N,Y,N,20,20,40,47,0.364
312,Cortusa_matthioli,NA,NA,K_20921,Austria,NA,NA,NA,NA,NA,N,Y,N,Y,N,20,20,41,45,0.364
313,Cortusa_matthioli,NA,NA,WARS_002/99,Poland,NA,NA,NA,NA,NA,N,Y,N,Y,Y,21.66666667,21.66666667,485,500,0.364
314,Cortusa_matthioli,NA,NA,WARS_003/04,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,315,500,0.364
315,Cortusa_matthioli,NA,NA,WARS_011/00,Poland,NA,NA,NA,NA,NA,N,Y,N,Y,Y,21.66666667,21.66666667,450,500,0.364
316,Cortusa_matthioli,NA,NA,K_20921,Austria,NA,NA,NA,NA,NA,N,N,N,Y,N,31,31,46,50,0.364
317,Cortusa_matthioli,NA,NA,K_20921,Austria,NA,NA,NA,NA,NA,N,N,N,Y,N,31,31,92,100,0.364
318,Crepis_sibirica,NA,NA,K_32476,Russia,NA,NA,NA,NA,NA,N,N,N,Y,N,26,26,15,20,2.289
319,Crepis_sibirica,NA,NA,K_32476,Russia,NA,NA,NA,NA,NA,N,N,N,Y,Y,26,26,46,49,2.289
320,Crepis_sibirica,NA,NA,K_32476,Russia,NA,NA,NA,NA,NA,N,N,N,Y,Y,26,26,50,50,2.289
321,Delphinium_cyphoplectrum,NA,NA,K_341712,Georgia,NA,NA,NA,NA,NA,N,Y,N,Y,Y,15,15,6,7,0.54
322,Delphinium_elatum,NA,NA,K_16416,Russia,NA,NA,NA,NA,NA,Y,Y,N,Y,Y,15,15,31,50,2.29
323,Delphinium_elatum,NA,NA,K_16416,Russia,NA,NA,NA,NA,NA,Y,Y,N,Y,Y,16,16,15,23,2.29
324,Dianthus_barbatus,NA,NA,WARS_006/01,Poland,NA,NA,NA,NA,NA,N,Y,N,Y,Y,21.66666667,21.66666667,410,500,0.867
325,Dianthus_barbatus,NA,NA,WARS_013/03,Poland,NA,NA,NA,NA,NA,N,Y,N,Y,Y,21.66666667,21.66666667,415,500,0.867
326,Dianthus_barbatus,NA,NA,WARS_014/03,Poland,NA,NA,NA,NA,NA,N,Y,N,Y,Y,21.66666667,21.66666667,400,500,0.867
327,Dianthus_barbatus,NA,NA,B_HR-0602779,Croatia,NA,NA,NA,NA,NA,N,N,N,Y,N,22,22,10,20,0.867
328,Dianthus_furcatus,NA,NA,K_27045,Spain,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,19,20,0.929
329,Dianthus_furcatus,NA,NA,K_27045,Spain,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,18,19,0.929
330,Dianthus_furcatus,NA,NA,K_27045,Spain,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,18,20,0.929
331,Dianthus_furcatus,NA,NA,K_27045,Spain,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,91,100,0.929
332,Dianthus_orientalis,NA,NA,K_340483,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,7,8,1.29
333,Dianthus_plumarius,NA,NA,WARS_002/02,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,430,500,1.201
334,Dianthus_plumarius,NA,NA,WARS_003/02,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,410,500,1.201
335,Dianthus_plumarius,NA,NA,WARS_007/01,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,480,500,1.201
336,Dianthus_plumarius,NA,NA,WARS_012/00,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,460,500,1.201
337,Dianthus_plumarius,NA,NA,WARS_024/04,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,420,500,1.201
338,Dianthus_plumarius,NA,NA,WARS_035/03,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,440,500,1.201
339,Doronicum_austriacum,NA,NA,WARS_015/00,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,0,500,0.898
340,Doronicum_austriacum,NA,NA,WARS_026/03,Poland,NA,NA,NA,NA,NA,N,Y,N,Y,Y,21.66666667,21.66666667,435,500,0.898
341,Doronicum_austriacum,NA,NA,WARS_089/04,Poland,NA,NA,NA,NA,NA,N,Y,N,Y,Y,21.66666667,21.66666667,330,500,0.898
342,Draba_aizoides,NA,NA,K_135986,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,16,16,20,20,0.208
343,Draba_norvegica,NA,NA,K_122766,United-Kingdom,NA,NA,NA,NA,NA,N,Y,N,Y,N,21,21,10,10,0.127
344,Eleocharis_quinqueflora,NA,NA,K_143813,United-Kingdom,NA,NA,NA,NA,NA,Y,N,Y,Y,Y,16,16,6,8,1.03
345,Elymus_caninus,NA,NA,K_12500,Italy,NA,NA,NA,NA,NA,N,N,N,Y,Y,13.33333333,13.33333333,16,20,4.024
346,Elymus_caninus,NA,NA,K_43762,Italy,NA,NA,NA,NA,NA,N,N,N,Y,Y,13.33333333,13.33333333,10,10,4.024
347,Elymus_caninus,NA,NA,K_18720,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,15,15,18,18,4.024
348,Elymus_caninus,NA,NA,K_12500,Italy,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,19,20,4.024
349,Elymus_caninus,NA,NA,K_12500,Italy,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,84,100,4.024
350,Elymus_caninus,NA,NA,K_43762,Italy,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,10,10,4.024
351,Elymus_caninus,NA,NA,K_43762,Italy,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,93,100,4.024
352,Elymus_caninus,NA,NA,K_18720,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,19,19,4.024
353,Elymus_caninus,NA,NA,K_18720,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,50,50,4.024
354,Elymus_caninus,NA,NA,K_6334,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,19,19,4.024
355,Elymus_caninus,NA,NA,K_163745,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,10,10,4.024
356,Elymus_caninus,NA,NA,K_6334,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,20,20,4.024
357,Elymus_caninus,NA,NA,K_6334,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,44,50,4.024
358,Epilobium_alpestre,NA,NA,K_430706,Slovakia,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,9,18,0.243
359,Epilobium_alpestre,NA,NA,K_430706,Slovakia,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,20,20,0.243
360,Epilobium_alpestre,NA,NA,K_430706,Slovakia,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,19,19,0.243
361,Epilobium_alsinifolium,NA,NA,K_154408,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,10,10,0.114
362,Eriophorum_latifolium,NA,NA,BR_1996124196,Belgium,NA,NA,NA,NA,NA,N,N,N,Y,Y,25,25,31,48,0.65
363,Erysimum_pieninicum,NA,NA,WARS_007/02,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,225,500,0.827
364,Erysimum_pieninicum,NA,NA,WARS_008/02,Poland,NA,NA,NA,NA,NA,N,N,N,Y,Y,21.66666667,21.66666667,435,500,0.827
365,Festuca_altissima,NA,NA,K_128584,United-Kingdom,NA,NA,NA,NA,NA,N,N,N,Y,Y,16,16,39,41,0.938
366,Festuca_altissima,NA,NA,K_12522,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,48,49,0.938
367,Festuca_altissima,NA,NA,K_12522,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,45,50,0.938
368,Festuca_altissima,NA,NA,K_12522,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,85,100,0.938
369,Festuca_melanopsis,NA,NA,K_186597,Italy,NA,NA,NA,NA,NA,N,N,N,Y,Y,13.33333333,13.33333333,16,16,1.478
370,Festuca_melanopsis,NA,NA,K_186597,Italy,NA,NA,NA,NA,NA,Y,N,N,Y,N,15,15,18,20,1.478
371,Festuca_nigrescens,NA,NA,K_6286,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,20,20,1.003
372,Festuca_nigrescens,NA,NA,K_163859,Germany,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,7,9,1.003
373,Festuca_nigrescens,NA,NA,K_6286,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,18,18,1.003
374,Festuca_nigrescens,NA,NA,K_6286,Italy,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,91,100,1.003
375,Galium_articulatum,NA,NA,K_371003,Georgia,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,5,7,4.2
376,Gentiana_burseri,NA,NA,K_52663,Belgium,NA,NA,NA,NA,NA,N,N,N,Y,N,25,25,49,50,0.278
377,Gentiana_burseri,NA,NA,K_52663,Belgium,NA,NA,NA,NA,NA,N,N,N,Y,N,26,26,50,50,0.278
378,Gentiana_decumbens,NA,NA,K_52685,Switzerland,NA,NA,NA,NA,NA,N,N,N,Y,N,5,5,48,50,0.173
379,Gentiana_decumbens,NA,NA,K_52685,Switzerland,NA,NA,NA,NA,NA,N,Y,N,Y,N,15,15,42,48,0.173
380,Gentiana_decumbens,NA,NA,K_52685,Switzerland,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,22,50,0.173
381,Gentiana_decumbens,NA,NA,K_52685,Switzerland,NA,NA,NA,NA,NA,N,N,N,Y,N,16,16,50,50,0.173
382,Gentiana_decumbens,NA,NA,K_52685,Switzerland,NA,NA,NA,NA,NA,N,N,Y,Y,N,20,20,47,48,0.173
383,Gentiana_depressa,NA,NA,K_52630,Russia,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,48,50,0.223
384,Gentiana_depressa,NA,NA,K_52630,Russia,NA,NA,NA,NA,NA,N,N,N,Y,N,16,16,45,45,0.223
385,Gentiana_depressa,NA,NA,K_56487,Hungary,NA,NA,NA,NA,NA,N,N,N,Y,N,20,20,46,48,0.223
386,Gentiana_depressa,NA,NA,K_56487,Hungary,NA,NA,NA,NA,NA,N,N,N,Y,N,21,21,46,47,0.223
387,Gentiana_grandiflora,NA,NA,K_52629,Germany,NA,NA,NA,NA,NA,N,N,N,Y,N,15,15,43,50,0.223
388,Gentiana_grandiflora,NA,NA,K_52629,Germany,NA,NA,NA,NA,NA,N,N,N,Y,N,16,16,48,50,0.223
