"","model","DIC","R2","animal","ID","Source","Region","Accession","units","variable","post.mean","l.95..CI","u.95..CI","eff.samp","pMCMC","effect","lambda","lower","upper","lambda2","lower2","upper2"
"1","Alternating","3381.79 (8.32)",0.897,"0.016 (0.000 -- 0.048)","0.076 (0.037 -- 0.121)","0.683 (0.005 -- 2.252)","0.516 (0.000 -- 1.797)","0.202 (0.163 -- 0.255)","0.172 (0.162 -- 0.182)","Alternating:log(mass)",0.0109420607323313,-0.00663207044999581,0.0259606540239474,180,0.277777777777778,"fixed",0.0799132092420484,4.18367528255916e-07,0.222458728503333,0.0592845158932495,2.99676402765385e-07,0.170543710770113
"2","GA3","3379.91 (6.44)",0.869,"0.017 (0.000 -- 0.041)","0.066 (0.032 -- 0.103)","0.626 (0.000 -- 1.705)","0.234 (0.000 -- 0.844)","0.204 (0.151 -- 0.257)","0.172 (0.163 -- 0.183)","GA3:log(mass)",0.0116966302539779,-0.00317719825397944,0.0275572189129889,180,0.111111111111111,"fixed",0.0845196827055552,5.78149713123298e-05,0.192729305820821,0.0649434549162684,1.81949972640296e-05,0.154972220005568
"3","Light","3373.47 (0)",0.88,"0.014 (0.000 -- 0.047)","0.071 (0.035 -- 0.110)","0.848 (0.002 -- 2.541)","0.124 (0.000 -- 0.525)","0.196 (0.155 -- 0.244)","0.172 (0.162 -- 0.183)","Light:log(mass)",-0.0622374293775493,-0.0885889048349782,-0.0361054465465713,180,0.00555555555555556,"fixed",0.071119451465259,0.000130919755515228,0.217427306467835,0.053698113761978,8.86459522679436e-05,0.160872921219056
"4","Scarification","3382.12 (8.65)",0.869,"0.016 (0.000 -- 0.046)","0.069 (0.038 -- 0.112)","0.646 (0.001 -- 2.143)","0.197 (0.000 -- 0.734)","0.207 (0.172 -- 0.262)","0.172 (0.163 -- 0.181)","Scarification:log(mass)",-0.0246145150938246,-0.0691160450223833,0.0212948691914789,180,0.388888888888889,"fixed",0.0799554708256379,3.56436846387031e-06,0.212478964578732,0.0608606127854296,2.2352450310737e-06,0.161744159351465
"5","Stratification","3376.27 (2.8)",0.905,"0.017 (0.000 -- 0.040)","0.071 (0.031 -- 0.113)","1.041 (0.001 -- 3.661)","0.298 (0.000 -- 1.126)","0.204 (0.150 -- 0.258)","0.172 (0.160 -- 0.180)","Stratification:log(mass)",0.0275471198696146,-0.00221992950537242,0.0539402706490364,180,0.0666666666666667,"fixed",0.0849323370128747,4.92384497460292e-06,0.199073997408077,0.0641467398865985,3.10098331169162e-06,0.157181310516127
"6","Tmean","3382.13 (8.66)",0.857,"0.019 (0.000 -- 0.060)","0.068 (0.032 -- 0.109)","0.414 (0.000 -- 1.341)","0.330 (0.000 -- 1.244)","0.205 (0.161 -- 0.253)","0.173 (0.162 -- 0.181)","Tmean:log(mass)",-0.00405763086181739,-0.0221623888210161,0.0112464426529186,180,0.711111111111111,"fixed",0.0910879742496922,6.3985290728847e-06,0.253065806589422,0.0697844304817422,3.90549654859291e-06,0.212982334756759
